Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title,Title Count,Leaderboard Rank
619,-30,SirDaan,-,1466.99,-2.63,1625.82,-18.77,52.94,-5.38,55,10.0,34,5.0,21,5.0,0,0.0,61.82,-2.62,2026-08-20,-,0,-
620,-45,sttailtw,-,1466.83,-11.36,1535.97,-8.01,23.05,1.12,1157,34.0,568,15.0,582,18.0,7,1.0,49.09,-0.15,2026-08-05,-,0,419.0
621,-35,extrmn8r,-,1466.22,-3.94,1591.2,0.0,41.66,1.31,98,0.0,49,0.0,47,0.0,2,0.0,50.0,0.0,2026-05-26,-,0,805.0
622,-32,Pompeius12,-,1466.16,-2.84,1639.39,0.0,57.74,0.95,45,0.0,27,0.0,17,0.0,1,0.0,60.0,0.0,2026-03-29,-,0,-
623,unretired,BureRF,-,1465.96,-9.8,1571.19,-8.1,35.08,0.57,294,6.0,150,2.0,140,4.0,4,0.0,51.02,-0.37,2026-07-29,-,0,687.0
-,-,Archer1629,TW,1465.79,-2.47,1663.95,0.0,66.05,0.82,45,0.0,32,0.0,12,0.0,1,0.0,71.11,0.0,2025-02-16,-,0,-
-,-,HonestSi,-,1465.4,-3.05,1625.17,0.0,53.26,1.02,170,0.0,94,0.0,75,0.0,1,0.0,55.29,0.0,2022-06-05,-,0,-
-,-,jazzbaek,-,1465.02,-2.04,1705.96,0.0,80.31,0.68,36,0.0,24,0.0,12,0.0,0,0.0,66.67,0.0,2021-03-02,-,0,-
-,-,ttaimmortal,-,1464.94,-2.32,1677.05,0.0,70.7,0.77,48,0.0,29,0.0,19,0.0,0,0.0,60.42,0.0,2021-09-05,-,0,-
-,-,srfdevotee,US,1464.01,-1.67,1757.54,0.0,97.85,0.56,17,0.0,13,0.0,4,0.0,0,0.0,76.47,0.0,2025-04-26,-,0,1287.0
624,-12,larshb,DK,1463.89,2.98,1534.35,6.01,23.49,1.01,841,28.0,419,14.0,416,14.0,6,0.0,49.82,0.0,2026-07-31,G,2,372.0
625,26,Impr,-,1463.69,22.83,1566.58,8.68,34.3,-4.72,140,34.0,78,22.0,61,12.0,1,0.0,55.71,2.88,2026-08-15,-,0,1381.0
626,-35,Daru,PL,1463.53,-5.0,1565.44,0.0,33.97,1.67,168,0.0,103,0.0,65,0.0,0,0.0,61.31,0.0,2026-05-07,-,0,751.0
627,36,loMucho,-,1463.48,25.13,1579.97,-1.9,38.83,-9.01,152,34.0,74,19.0,77,15.0,1,0.0,48.68,2.07,2026-08-01,-,0,-
628,new,OhNoItsNot,-,1463.11,1013.11,1697.43,197.43,78.11,78.11,23,23.0,17,17.0,5,5.0,1,1.0,73.91,73.91,2026-07-29,-,0,-
629,0,SchutterNL,-,1462.67,10.42,1629.2,7.72,55.51,-0.9,47,3.0,29,2.0,18,1.0,0,0.0,61.7,0.34,2026-06-25,-,0,-
630,43,JoopHuizinga,-,1462.43,28.39,1539.38,26.17,25.65,-0.74,339,41.0,167,27.0,170,14.0,2,0.0,49.26,2.28,2026-08-10,-,0,852.0
631,-27,figs,-,1462.31,-2.89,1633.09,0.0,56.93,0.96,53,0.0,29,0.0,24,0.0,0,0.0,54.72,0.0,2026-04-08,-,0,872.0
-,-,FFAZ,HK,1462.22,-8.57,1609.29,0.0,49.03,2.86,529,0.0,308,0.0,217,0.0,4,0.0,58.22,0.0,2024-10-01,P,2,-
-,-,sorpy,KR,1462.19,-4.91,1567.86,0.0,35.22,1.64,309,0.0,171,0.0,132,0.0,6,0.0,55.34,0.0,2025-03-24,-,0,794.0
-,-,CrushU,-,1462.1,-4.22,1582.16,0.0,40.02,1.41,432,0.0,203,0.0,223,0.0,6,0.0,46.99,0.0,2025-03-28,G,2,-
632,-40,Teraspena,FI,1461.96,-6.16,1550.0,0.0,29.35,2.05,717,0.0,370,0.0,342,0.0,5,0.0,51.6,0.0,2026-04-24,-,0,634.0
633,-38,Twistor,FI,1461.9,-5.28,1555.67,0.0,31.26,1.76,202,0.0,126,0.0,75,0.0,1,0.0,62.38,0.0,2026-04-07,-,0,679.0
-,-,Biancus,IT,1461.73,-4.48,1582.5,0.0,40.26,1.49,334,0.0,174,0.0,158,0.0,2,0.0,52.1,0.0,2025-03-27,-,0,805.0
634,-40,chefung,-,1461.65,-6.22,1530.97,-2.8,23.11,1.14,887,23.0,437,10.0,446,13.0,4,0.0,49.27,-0.15,2026-08-15,-,0,303.0
-,-,Shivian,NL,1461.33,-4.15,1587.27,0.0,41.98,1.38,440,0.0,228,0.0,208,0.0,4,0.0,51.82,0.0,2023-11-15,-,0,-
-,-,Circadia,-,1460.95,-1.57,1773.05,0.0,104.03,0.52,36,0.0,31,0.0,5,0.0,0,0.0,86.11,0.0,2019-02-17,-,0,-
635,-35,Maharaj_JD,-,1460.77,-4.86,1555.67,-2.32,31.63,0.85,243,7.0,116,3.0,127,4.0,0,0.0,47.74,-0.14,2026-08-11,-,0,271.0
-,-,Dr.Hummsfred,-,1460.11,-2.77,1640.09,0.0,59.99,0.92,132,0.0,71,0.0,61,0.0,0,0.0,53.79,0.0,2021-03-02,G,4,-
636,-27,Lammoth,DE,1459.87,-1.96,1523.68,0.86,21.27,0.94,1323,41.0,691,21.0,619,20.0,13,0.0,52.23,-0.03,2026-08-13,-,0,423.0
637,-38,Die12,IT,1459.77,-6.08,1553.94,0.0,31.39,2.03,759,0.0,377,0.0,373,0.0,9,0.0,49.67,0.0,2026-01-28,-,0,352.0
-,-,Cadrach,-,1459.53,-3.12,1620.01,0.0,53.49,1.04,162,0.0,84,0.0,77,0.0,1,0.0,51.85,0.0,2022-06-05,G,4,-
-,-,Gobos,ET,1459.46,-3.52,1600.27,0.0,46.94,1.17,424,0.0,226,0.0,193,0.0,5,0.0,53.3,0.0,2023-04-04,-,0,-
-,-,toadstool,-,1459.4,-3.0,1626.0,0.0,55.53,1.0,90,0.0,58,0.0,31,0.0,1,0.0,64.44,0.0,2023-04-16,-,0,-
-,-,Woodenman,-,1459.21,-4.07,1587.05,0.0,42.61,1.36,498,0.0,224,0.0,271,0.0,3,0.0,44.98,0.0,2024-03-03,P,4,-
638,-33,humanmoves,-,1458.94,-5.52,1538.82,-4.83,26.62,0.23,290,23.0,153,10.0,137,13.0,0,0.0,52.76,-0.8,2026-08-09,-,0,454.0
639,unretired,vivimaster,IT,1458.67,-18.55,1576.18,-16.03,39.17,0.84,374,3.0,217,0.0,155,3.0,2,0.0,58.02,-0.47,2026-06-23,-,0,729.0
640,-39,kuzmich,US,1458.48,-7.09,1553.69,0.0,31.74,2.36,654,0.0,355,0.0,298,0.0,1,0.0,54.28,0.0,2026-03-23,G,4,520.0
641,9,rustylantern,-,1457.77,16.44,1602.05,-17.98,48.09,-11.47,66,24.0,41,13.0,24,11.0,1,0.0,62.12,-4.55,2026-08-01,-,0,-
-,-,Paul.,-,1457.22,-2.1,1691.27,0.0,78.02,0.7,30,0.0,16,0.0,14,0.0,0,0.0,53.33,0.0,2023-03-01,-,0,-
642,-27,Michal_Kossakowski,-,1457.12,-2.69,1548.44,-2.16,30.44,0.18,219,13.0,111,6.0,105,7.0,3,0.0,50.68,-0.29,2026-08-10,-,0,416.0
643,-46,maumastoks,LT,1456.87,-9.83,1554.31,-8.14,32.48,0.56,763,10.0,379,3.0,379,7.0,5,0.0,49.67,-0.26,2026-07-25,G,2,711.0
644,-34,kwojtasz,US,1456.87,-4.62,1566.41,0.0,36.51,1.54,377,0.0,204,0.0,167,0.0,6,0.0,54.11,0.0,2026-01-31,-,0,989.0
645,-12,pdx,-,1456.75,5.56,1530.89,7.78,24.71,0.74,456,23.0,225,12.0,229,11.0,2,0.0,49.34,0.15,2026-08-20,-,0,479.0
-,-,Xovion,-,1456.38,-2.9,1624.85,0.0,56.16,0.97,168,0.0,101,0.0,64,0.0,3,0.0,60.12,0.0,2021-11-28,-,0,-
646,-29,Parcival,IT,1456.36,-3.09,1534.42,-3.2,26.02,-0.04,304,28.0,160,11.0,140,16.0,4,1.0,52.63,-1.36,2026-08-03,-,0,455.0
647,15,Brett13,-,1456.34,17.42,1590.91,15.58,44.85,-0.61,81,6.0,47,5.0,34,1.0,0,0.0,58.02,2.02,2026-08-12,-,0,872.0
-,-,MarSonWar,-,1456.17,-3.38,1605.75,0.0,49.86,1.13,94,0.0,46,0.0,48,0.0,0,0.0,48.94,0.0,2025-05-22,-,0,-
-,-,Kostello,-,1456.07,-1.98,1703.76,0.0,82.56,0.66,24,0.0,15,0.0,9,0.0,0,0.0,62.5,0.0,2024-02-11,-,0,-
648,new,nolucknoskill,-,1455.95,1005.95,1791.63,291.63,111.89,111.89,10,10.0,10,10.0,0,0.0,0,0.0,100.0,100.0,2026-08-31,-,0,-
-,-,WHIZ,-,1455.61,-1.39,1807.61,0.0,117.33,0.46,12,0.0,8,0.0,3,0.0,1,0.0,66.67,0.0,2022-02-01,-,0,-
-,-,LudwigVan,-,1455.19,-2.0,1700.25,0.0,81.69,0.67,42,0.0,35,0.0,7,0.0,0,0.0,83.33,0.0,2021-02-20,-,0,-
649,-18,shohei,JP,1455.1,3.37,1531.26,5.3,25.39,0.64,810,24.0,404,13.0,399,11.0,7,0.0,49.88,0.13,2026-07-31,-,0,536.0
650,-28,putih,-,1454.48,-2.05,1693.37,0.0,79.63,0.68,21,0.0,14,0.0,6,0.0,1,0.0,66.67,0.0,2026-05-13,-,0,1256.0
-,-,florian629,-,1454.43,-3.04,1617.1,0.0,54.22,1.01,74,0.0,39,0.0,34,0.0,1,0.0,52.7,0.0,2025-01-31,-,0,989.0
651,-30,ZwzwNzw,CN,1454.3,-2.93,1623.67,0.0,56.46,0.98,58,0.0,35,0.0,22,0.0,1,0.0,60.34,0.0,2025-09-23,-,0,746.0
652,-44,BirdOfPreyyy,RU,1453.86,-9.0,1532.22,-6.5,26.12,0.83,392,18.0,201,6.0,189,11.0,2,1.0,51.28,-0.86,2026-08-09,-,0,210.0
-,-,elracha,PT,1453.68,-3.73,1586.29,0.0,44.2,1.24,427,0.0,242,0.0,184,0.0,1,0.0,56.67,0.0,2023-06-28,-,0,-
-,-,Serenicus,-,1453.4,-2.68,1636.49,0.0,61.03,0.89,53,0.0,30,0.0,22,0.0,1,0.0,56.6,0.0,2025-03-28,-,0,872.0
653,-60,Kaczas,PL,1453.39,-14.73,1541.6,-11.31,29.4,1.14,345,7.0,178,1.0,167,6.0,0,0.0,51.59,-0.78,2026-08-13,-,0,536.0
654,new,ecec,-,1453.32,1003.32,1647.36,147.36,64.68,64.68,35,35.0,26,26.0,8,8.0,1,1.0,74.29,74.29,2026-08-13,-,0,-
655,-44,TheElk,US,1452.92,-8.06,1520.2,-6.78,22.42,0.43,953,41.0,477,17.0,472,24.0,4,0.0,50.05,-0.39,2026-08-17,-,0,289.0
656,-68,nattee,TH,1452.75,-17.28,1524.25,-15.11,23.83,0.72,1060,30.0,511,10.0,543,20.0,6,0.0,48.21,-0.43,2026-08-13,-,0,429.0
-,-,Elin,US,1452.54,-3.84,1592.96,0.0,46.81,1.28,324,0.0,179,0.0,144,0.0,1,0.0,55.25,0.0,2023-11-25,-,0,-
657,-43,Tuty,SK,1452.11,-7.8,1539.0,-5.22,28.96,0.86,698,18.0,357,9.0,334,9.0,7,0.0,51.15,-0.03,2026-07-27,-,0,652.0
658,unretired,DVDripXvid,-,1451.77,20.48,1614.14,12.88,54.12,-2.53,57,6.0,33,4.0,24,2.0,0,0.0,57.89,1.03,2026-07-25,-,0,729.0
-,-,Mathies,-,1451.72,-3.88,1606.03,0.0,51.44,1.29,267,0.0,141,0.0,124,0.0,2,0.0,52.81,0.0,2023-01-15,G,4,-
659,-21,CloneFish,NL,1451.38,5.03,1520.51,6.78,23.04,0.58,1068,41.0,525,22.0,534,19.0,9,0.0,49.16,0.18,2026-08-11,-,0,338.0
660,-12,saZmer,-,1451.23,9.4,1588.99,0.91,45.92,-2.83,80,13.0,43,9.0,37,4.0,0,0.0,53.75,3.0,2026-08-19,-,0,-
-,-,Alexo,-,1451.04,-3.89,1581.86,0.0,43.61,1.3,180,0.0,103,0.0,75,0.0,2,0.0,57.22,0.0,2025-01-17,-,0,1181.0
-,-,FooledTwice,-,1450.86,-4.65,1558.76,0.0,35.97,1.55,330,0.0,174,0.0,153,0.0,3,0.0,52.73,0.0,2025-04-19,G,2,622.0
661,-35,Raffaelus,-,1450.65,-3.16,1608.64,0.0,52.66,1.05,67,0.0,44,0.0,22,0.0,1,0.0,65.67,0.0,2026-03-31,-,0,1067.0
-,-,gigi lamoroso,-,1450.07,-3.06,1609.95,0.0,53.29,1.02,132,0.0,76,0.0,54,0.0,2,0.0,57.58,0.0,2023-11-28,-,0,-
662,-64,maciek,PL,1449.8,-16.3,1516.12,-13.1,22.11,1.07,1313,41.0,672,19.0,633,22.0,8,0.0,51.18,-0.16,2026-08-12,-,0,281.0
663,-9,ElDiabloAzul,US,1449.7,9.02,1548.33,10.66,32.88,0.55,571,10.0,278,6.0,287,4.0,6,0.0,48.69,0.21,2026-07-31,-,0,-
-,-,_pupu_,-,1449.56,-2.8,1627.12,0.0,59.19,0.93,66,0.0,35,0.0,30,0.0,1,0.0,53.03,0.0,2023-03-01,-,0,-
-,-,Aquir,-,1449.16,-2.05,1688.13,0.0,79.66,0.68,66,0.0,42,0.0,22,0.0,2,0.0,63.64,0.0,2018-10-14,-,0,-
-,-,hinghenry,-,1449.11,-1.92,1703.82,0.0,84.9,0.64,36,0.0,25,0.0,11,0.0,0,0.0,69.44,0.0,2020-09-27,-,0,-
-,-,Tmer,-,1448.64,-3.05,1611.0,0.0,54.12,1.02,69,0.0,44,0.0,25,0.0,0,0.0,63.77,0.0,2025-03-28,-,0,754.0
-,-,Eatoreded,-,1447.86,-3.47,1593.24,0.0,48.46,1.16,210,0.0,111,0.0,98,0.0,1,0.0,52.86,0.0,2023-03-01,-,0,-
-,-,Masterchief,-,1447.76,-4.58,1567.1,0.0,39.78,1.53,219,0.0,119,0.0,99,0.0,1,0.0,54.34,0.0,2025-08-16,-,0,644.0
664,325,Izayoi,-,1447.35,147.03,1598.73,96.88,50.46,-16.72,56,25.0,34,18.0,22,7.0,0,0.0,60.71,9.1,2026-08-15,-,0,-
665,-46,Pshemo,-,1447.29,-12.09,1520.2,-10.0,24.3,0.7,599,31.0,292,12.0,303,18.0,4,1.0,48.75,-0.55,2026-08-15,-,0,305.0
-,-,Rychlik,CZ,1447.25,-2.79,1623.87,0.0,58.87,0.93,68,0.0,35,0.0,32,0.0,1,0.0,51.47,0.0,2024-04-04,-,0,-
666,-43,Proteus,-,1447.21,-9.14,1521.37,-7.51,24.72,0.55,577,31.0,282,13.0,291,18.0,4,0.0,48.87,-0.4,2026-08-12,-,0,426.0
-,-,nickless0,-,1447.18,-2.0,1692.68,0.0,81.84,0.67,36,0.0,26,0.0,10,0.0,0,0.0,72.22,0.0,2022-11-29,-,0,-
667,8,Desgenais,CZ,1447.12,13.43,1514.02,16.74,22.3,1.1,1121,34.0,569,23.0,548,11.0,4,0.0,50.76,0.53,2026-07-31,-,0,388.0
668,-1,Ekdezel,-,1447.01,10.54,1511.94,13.33,21.64,0.93,1278,41.0,632,26.0,635,15.0,11,0.0,49.45,0.46,2026-08-16,-,0,429.0
-,-,Nuzzoloo95,-,1446.74,-2.92,1617.03,0.0,56.77,0.97,64,0.0,36,0.0,28,0.0,0,0.0,56.25,0.0,2024-07-01,-,0,-
669,-29,Nicks,CA,1446.65,1.46,1535.37,0.9,29.57,-0.19,518,21.0,244,11.0,267,9.0,7,1.0,47.1,0.22,2026-08-03,-,0,630.0
670,-26,RobertdeSable,-,1446.38,3.27,1523.61,4.83,25.74,0.52,774,27.0,384,14.0,387,13.0,3,0.0,49.61,0.08,2026-07-27,G,6,565.0
671,210,KMMAL,-,1446.13,96.63,1555.81,80.31,36.56,-5.44,129,30.0,79,27.0,50,3.0,0,0.0,61.24,8.71,2026-08-01,-,0,-
672,-3,migoet,BE,1445.97,9.77,1512.63,12.57,22.22,0.94,1363,41.0,652,25.0,707,16.0,4,0.0,47.84,0.41,2026-08-11,-,0,378.0
-,-,DukeAtreides,-,1445.95,-3.81,1574.98,0.0,43.01,1.27,305,0.0,156,0.0,144,0.0,5,0.0,51.15,0.0,2024-07-15,-,0,-
673,24,blackwave,CN,1445.93,20.95,1547.25,12.13,33.77,-2.94,149,26.0,80,16.0,66,9.0,3,1.0,53.69,1.66,2026-08-06,-,0,655.0
674,-39,MichalJar,-,1445.68,-3.72,1579.13,0.0,44.48,1.24,97,0.0,57,0.0,39,0.0,1,0.0,58.76,0.0,2026-04-06,-,0,1388.0
675,-4,t-k-421,US,1445.59,10.05,1510.93,13.1,21.78,1.02,861,37.0,417,21.0,439,15.0,5,1.0,48.43,0.37,2026-08-10,-,0,284.0
-,-,gigilamoroso,-,1445.19,-4.22,1576.61,0.0,43.81,1.41,289,0.0,145,0.0,142,0.0,2,0.0,50.17,0.0,2024-07-01,-,0,-
-,-,YSun,-,1445.11,-3.88,1576.81,0.0,43.9,1.29,328,0.0,192,0.0,134,0.0,2,0.0,58.54,0.0,2024-04-04,-,0,-
-,-,miniexot,-,1445.03,-3.34,1593.82,0.0,49.6,1.11,283,0.0,146,0.0,134,0.0,3,0.0,51.59,0.0,2023-01-15,P,4,-
-,-,fantasyyu,-,1444.97,-2.04,1685.79,0.0,80.27,0.68,29,0.0,22,0.0,7,0.0,0,0.0,75.86,0.0,2025-02-19,-,0,1112.0
-,-,meleke,-,1444.88,-2.45,1646.43,0.0,67.18,0.82,45,0.0,26,0.0,19,0.0,0,0.0,57.78,0.0,2024-04-04,-,0,-
-,-,Siccarius,US,1444.55,-4.15,1567.49,0.0,40.98,1.38,330,0.0,180,0.0,150,0.0,0,0.0,54.55,0.0,2024-06-02,P,2,-
-,-,soonwoo,-,1444.25,-1.65,1742.05,0.0,99.27,0.55,15,0.0,11,0.0,3,0.0,1,0.0,73.33,0.0,2023-10-09,-,0,-
-,-,Balquaz,NO,1444.15,-4.23,1564.61,0.0,40.16,1.41,355,0.0,201,0.0,152,0.0,2,0.0,56.62,0.0,2024-06-02,-,0,-
-,-,Olivier000,FR,1443.32,-4.92,1552.28,0.0,36.32,1.64,480,0.0,233,0.0,244,0.0,3,0.0,48.54,0.0,2025-02-12,-,0,805.0
676,195,RougeEconomist,-,1443.22,89.16,1571.62,31.35,42.8,-19.27,80,41.0,47,27.0,33,14.0,0,0.0,58.75,7.47,2026-08-20,-,0,-
-,-,Jordanian,NL,1442.81,-3.0,1608.77,0.0,55.32,1.0,168,0.0,102,0.0,65,0.0,1,0.0,60.71,0.0,2022-03-06,-,0,-
-,-,CPC_CHAIRMAN,-,1442.67,-4.66,1573.4,0.0,43.58,1.55,227,0.0,116,0.0,110,0.0,1,0.0,51.1,0.0,2024-07-15,-,0,-
677,-38,petki,-,1442.57,-3.51,1586.89,0.0,48.11,1.17,188,0.0,112,0.0,75,0.0,1,0.0,59.57,0.0,2026-02-05,-,0,-
678,-75,joniboni,-,1442.37,-22.96,1570.5,-23.83,42.71,-0.29,109,7.0,62,3.0,47,4.0,0,0.0,56.88,-0.96,2026-08-13,-,0,786.0
679,-22,SKJaCaRD,FR,1442.11,1.97,1511.83,2.33,23.24,0.12,473,41.0,237,22.0,236,19.0,0,0.0,50.11,0.34,2026-08-17,-,0,432.0
-,-,Andregby,-,1442.04,-1.73,1725.75,0.0,94.57,0.58,30,0.0,25,0.0,4,0.0,1,0.0,83.33,0.0,2021-06-02,-,0,-
680,-50,qhung49,VN,1441.73,-10.5,1549.56,0.0,35.95,3.5,923,0.0,439,0.0,464,0.0,20,0.0,47.56,0.0,2026-04-23,M,2,473.0
681,-39,NateH,-,1441.72,-3.18,1597.63,0.0,51.97,1.06,66,0.0,34,0.0,32,0.0,0,0.0,51.52,0.0,2026-01-17,-,0,729.0
682,36,Ti-Guy_Latour,-,1441.57,24.22,1530.15,24.76,29.53,0.18,432,18.0,224,10.0,205,8.0,3,0.0,51.85,0.16,2026-07-17,-,0,849.0
-,-,LadyWhale,-,1441.21,-2.97,1608.2,0.0,55.67,0.99,132,0.0,70,0.0,60,0.0,2,0.0,53.03,0.0,2023-03-05,-,0,-
683,28,Sophia,-,1441.12,21.61,1544.94,13.29,34.6,-2.77,444,24.0,225,14.0,216,10.0,3,0.0,50.68,0.44,2026-07-24,-,0,-
-,-,Bravo,-,1441.07,-3.0,1605.4,0.0,54.78,1.0,70,0.0,41,0.0,28,0.0,1,0.0,58.57,0.0,2025-01-27,-,0,989.0
-,-,Abenteurer86,-,1441.03,-3.96,1563.94,0.0,40.97,1.32,353,0.0,198,0.0,154,0.0,1,0.0,56.09,0.0,2024-04-04,-,0,-
684,-57,Krayze,GB,1440.21,-12.43,1561.93,0.0,40.57,4.14,422,0.0,232,0.0,175,0.0,15,0.0,54.98,0.0,2025-12-02,-,0,300.0
-,-,Waxtax,-,1440.18,-2.43,1642.76,0.0,67.53,0.81,84,0.0,45,0.0,27,0.0,12,0.0,53.57,0.0,2020-11-02,G,2,-
-,-,GrafZahl,DE,1440.03,-3.27,1601.35,0.0,53.77,1.09,120,0.0,83,0.0,35,0.0,2,0.0,69.17,0.0,2025-04-28,-,0,872.0
-,-,Boogeli,NL,1439.88,-3.64,1578.27,0.0,46.13,1.21,139,0.0,78,0.0,59,0.0,2,0.0,56.12,0.0,2024-06-16,-,0,-
-,-,holyknife,-,1439.83,-3.06,1600.37,0.0,53.52,1.02,186,0.0,102,0.0,82,0.0,2,0.0,54.84,0.0,2022-06-05,-,0,-
685,-2,boogy5,LT,1439.77,8.96,1509.91,11.4,23.38,0.81,952,34.0,469,20.0,466,13.0,17,1.0,49.26,0.35,2026-08-09,-,0,473.0
686,-39,homura,-,1439.56,-2.57,1632.18,0.0,64.2,0.86,51,0.0,29,0.0,18,0.0,4,0.0,56.86,0.0,2025-12-01,-,0,-
-,-,default01,-,1438.66,-2.76,1619.48,0.0,60.27,0.92,102,0.0,69,0.0,32,0.0,1,0.0,67.65,0.0,2022-03-06,-,0,-
687,122,lcesar34,-,1438.53,53.76,1563.8,35.96,41.76,-5.94,105,24.0,62,16.0,43,8.0,0,0.0,59.05,2.26,2026-07-27,-,0,-
688,-81,TribunX,DE,1438.51,-25.51,1507.84,-19.33,23.11,2.06,1148,14.0,574,2.0,561,11.0,13,1.0,50.0,-0.44,2026-07-29,-,0,286.0
-,-,drzewko,PL,1438.47,-3.58,1581.72,0.0,47.75,1.19,245,0.0,118,0.0,125,0.0,2,0.0,48.16,0.0,2023-04-16,-,0,-
689,-8,Tasso,-,1438.26,6.47,1527.32,-1.14,29.68,-2.54,183,38.0,100,16.0,82,22.0,1,0.0,54.64,-3.29,2026-08-12,-,0,1178.0
690,-37,RiRu,LV,1438.06,-2.74,1502.75,0.67,21.56,1.13,746,40.0,364,22.0,374,18.0,8,0.0,48.79,0.35,2026-08-11,-,0,331.0
691,-39,NoelFerrer,-,1438.03,-2.82,1612.8,0.0,58.26,0.94,45,0.0,24,0.0,21,0.0,0,0.0,53.33,0.0,2026-03-23,-,0,-
-,-,TheBiggerE,-,1437.61,-3.16,1601.11,0.0,54.5,1.05,188,0.0,104,0.0,79,0.0,5,0.0,55.32,0.0,2022-02-22,-,0,-
692,6,N4F,-,1437.33,13.01,1538.03,11.73,33.57,-0.43,191,21.0,105,16.0,84,4.0,2,1.0,54.97,2.62,2026-07-31,-,0,746.0
693,-61,Kelern,-,1437.32,-14.07,1503.37,-12.09,22.02,0.66,852,41.0,406,14.0,440,27.0,6,0.0,47.65,-0.69,2026-08-10,-,0,357.0
-,-,LordBC,AU,1437.25,-2.98,1601.96,0.0,54.9,0.99,76,0.0,42,0.0,32,0.0,2,0.0,55.26,0.0,2025-03-27,-,0,872.0
694,-38,mugumagu,-,1436.92,-3.29,1587.82,0.0,50.3,1.1,75,0.0,39,0.0,36,0.0,0,0.0,52.0,0.0,2026-01-26,-,0,805.0
695,-40,Owen1982,-,1436.63,-3.69,1569.52,0.0,44.3,1.23,230,0.0,132,0.0,97,0.0,1,0.0,57.39,0.0,2026-04-22,-,0,-
-,-,Ranior,US,1436.18,-2.5,1633.78,0.0,65.87,0.83,40,0.0,25,0.0,14,0.0,1,0.0,62.5,0.0,2025-03-24,-,0,872.0
696,-24,Tyristan,-,1436.17,1.71,1568.14,2.89,43.99,0.39,118,3.0,69,2.0,48,1.0,1,0.0,58.47,0.21,2026-06-20,-,0,1388.0
697,-37,mowangfeng,-,1435.99,-3.37,1581.76,0.0,48.59,1.12,68,0.0,40,0.0,27,0.0,1,0.0,58.82,0.0,2026-03-27,-,0,1375.0
-,-,Henader,PL,1435.54,-3.47,1579.96,0.0,48.14,1.16,242,0.0,140,0.0,102,0.0,0,0.0,57.85,0.0,2023-03-01,-,0,-
-,-,Rzheng4,-,1435.43,-2.67,1619.77,0.0,61.45,0.89,45,0.0,29,0.0,16,0.0,0,0.0,64.44,0.0,2025-03-22,-,0,805.0
698,-34,Adysian,-,1435.22,-2.82,1609.76,0.0,58.18,0.94,52,0.0,33,0.0,19,0.0,0,0.0,63.46,0.0,2026-05-23,-,0,-
699,unretired,Makt,-,1435.03,25.9,1619.43,21.46,61.47,-1.48,43,3.0,23,3.0,19,0.0,1,0.0,53.49,3.49,2026-07-15,-,0,872.0
-,-,JeremyBrokaw,US,1434.89,-3.04,1617.15,0.0,60.75,1.01,153,0.0,74,0.0,78,0.0,1,0.0,48.37,0.0,2021-09-30,P,2,-
700,-54,Hysen,GB,1434.69,-7.58,1518.21,0.0,27.84,2.53,387,0.0,192,0.0,192,0.0,3,0.0,49.61,0.0,2026-04-16,-,0,261.0
-,-,jskunsa,-,1434.69,-2.83,1617.88,0.0,61.06,0.94,108,0.0,55,0.0,53,0.0,0,0.0,50.93,0.0,2021-06-02,-,0,-
701,15,Cleveman,DE,1434.6,16.57,1501.0,18.32,22.14,0.58,1371,41.0,641,28.0,717,13.0,13,0.0,46.75,0.66,2026-08-19,-,0,317.0
-,-,zalarg,-,1434.56,-3.98,1561.2,0.0,42.21,1.33,169,0.0,93,0.0,76,0.0,0,0.0,55.03,0.0,2024-09-04,-,0,-
702,new,decoy1980,-,1434.39,984.39,1686.06,186.06,83.89,83.89,18,18.0,14,14.0,4,4.0,0,0.0,77.78,77.78,2026-07-23,-,0,-
703,30,Krex,-,1434.34,22.38,1537.69,11.87,34.45,-3.5,135,30.0,77,17.0,58,13.0,0,0.0,57.04,-0.1,2026-08-09,-,0,-
-,-,BlueRay,-,1434.15,-2.62,1633.74,0.0,66.53,0.87,72,0.0,36,0.0,36,0.0,0,0.0,50.0,0.0,2021-06-02,G,4,-
-,-,Alessannr,-,1433.87,-4.21,1553.07,0.0,39.73,1.4,312,0.0,158,0.0,154,0.0,0,0.0,50.64,0.0,2024-09-04,-,0,-
-,-,josqvin,-,1433.41,-2.33,1651.02,0.0,72.54,0.78,74,0.0,45,0.0,26,0.0,3,0.0,60.81,0.0,2022-03-01,-,0,-
-,-,satur,-,1433.06,-2.22,1655.36,0.0,74.1,0.74,30,0.0,15,0.0,15,0.0,0,0.0,50.0,0.0,2024-04-04,-,0,-
-,-,BastionvonRaven,-,1432.93,-3.34,1592.52,0.0,53.2,1.11,157,0.0,81,0.0,75,0.0,1,0.0,51.59,0.0,2023-04-16,-,0,-
704,-59,Kermit19,-,1432.74,-9.92,1516.28,-9.64,27.85,0.09,370,23.0,180,10.0,187,13.0,3,0.0,48.65,-0.34,2026-08-20,-,0,403.0
-,-,dulbbong,-,1432.02,-2.88,1604.94,0.0,57.64,0.96,66,0.0,37,0.0,28,0.0,1,0.0,56.06,0.0,2025-01-11,-,0,989.0
