Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title,Title Count,Leaderboard Rank
1,6,a440,CA,1940.4,46.65,2028.85,41.77,29.48,-1.62,463,30.0,341,25.0,118,4.0,4,1.0,73.65,0.67,2026-08-31,-,0,26.0
2,2,Grozz,RU,1935.49,28.99,1998.72,28.92,21.08,-0.02,772,78.0,550,59.0,217,19.0,5,0.0,71.24,0.49,2026-08-28,M,1,6.0
3,-2,Genghisip,UA,1915.38,-13.06,2000.91,-12.91,28.51,0.05,575,18.0,386,8.0,185,10.0,4,0.0,67.13,-0.73,2026-07-30,GM,9,27.0
4,-2,Wawrzyniec,PL,1913.61,-13.1,1996.44,-15.82,27.61,-0.91,601,30.0,423,14.0,174,16.0,4,0.0,70.38,-1.25,2026-08-31,GM,8,94.0
5,4,SandHippo,CN,1912.96,35.7,2044.53,-0.48,43.86,-12.06,91,30.0,67,20.0,24,10.0,0,0.0,73.63,-3.42,2026-08-29,-,0,238.0
6,0,Weidenbaum,DE,1909.39,10.25,1974.17,9.72,21.59,-0.18,1390,75.0,925,49.0,453,25.0,12,1.0,66.55,-0.07,2026-08-29,GM,27,10.0
7,-4,DireNTropy,US,1905.69,-4.57,2016.08,-5.82,36.8,-0.42,344,10.0,267,6.0,76,4.0,1,0.0,77.62,-0.52,2026-08-15,GM,3,-
-,-,Airren,US,1895.27,-3.61,2034.27,0.0,46.34,1.2,262,0.0,209,0.0,52,0.0,1,0.0,79.77,0.0,2025-02-17,GM,5,622.0
8,-3,Martin_Pecheur,FR,1891.04,-11.21,1951.22,-11.66,20.06,-0.15,1497,77.0,962,37.0,519,39.0,16,1.0,64.26,-0.88,2026-08-28,GM,15,1.0
9,-1,wolvs,UA,1888.23,9.28,1956.09,9.52,22.62,0.08,1381,75.0,927,49.0,445,26.0,9,0.0,67.13,-0.1,2026-08-31,GM,3,5.0
10,3,funestus,NO,1875.67,17.13,1952.36,18.84,25.56,0.57,581,24.0,391,18.0,188,6.0,2,0.0,67.3,0.33,2026-08-09,GM,2,11.0
11,0,Plunderteig,CN,1864.0,-3.58,2004.49,0.0,46.83,1.19,105,0.0,84,0.0,21,0.0,0,0.0,80.0,0.0,2025-10-11,-,0,102.0
-,-,Pascalotopia,CA,1862.72,-4.19,1980.44,0.0,39.24,1.4,322,0.0,222,0.0,99,0.0,1,0.0,68.94,0.0,2024-09-10,GM,5,-
12,-2,Arne,DE,1862.07,-7.18,1926.17,-5.85,21.37,0.44,703,50.0,465,28.0,234,22.0,4,0.0,66.15,-0.77,2026-08-12,M,4,14.0
13,6,pv4,BE,1850.75,6.17,1918.71,8.48,22.65,0.77,1061,36.0,633,25.0,415,11.0,13,0.0,59.66,0.34,2026-08-26,GM,14,3.0
14,-2,Majondor,AU,1848.42,-15.17,1910.68,-15.86,20.75,-0.23,996,67.0,629,32.0,360,35.0,7,0.0,63.15,-1.11,2026-08-30,GM,5,8.0
15,3,mwi,PL,1848.06,2.16,1911.77,2.6,21.24,0.15,749,54.0,486,33.0,260,21.0,3,0.0,64.89,-0.29,2026-08-09,M,1,13.0
16,1,Palino,SK,1847.36,-1.6,1934.85,1.58,29.17,1.06,814,8.0,531,5.0,283,3.0,0,0.0,65.23,-0.03,2026-08-14,GM,5,77.0
17,-2,whsvin,HK,1846.29,-5.63,1949.68,0.0,34.47,1.88,564,0.0,426,0.0,137,0.0,1,0.0,75.53,0.0,2026-05-17,GM,6,64.0
18,-2,St4nkk,PL,1845.26,-6.13,1953.31,-2.26,36.02,1.29,362,2.0,279,1.0,82,1.0,1,0.0,77.07,-0.15,2026-07-04,M,1,265.0
19,3,DANeo,DE,1841.28,12.84,1911.57,13.79,23.43,0.31,753,37.0,462,22.0,285,15.0,6,0.0,61.35,-0.1,2026-08-31,GM,3,7.0
20,0,Eepogi,FI,1840.08,-1.17,1910.05,3.37,23.32,1.51,1209,22.0,731,11.0,470,11.0,8,0.0,60.46,-0.2,2026-07-30,GM,1,2.0
21,2,Pitor,NL,1840.03,12.75,1926.49,-6.59,28.82,-6.45,221,65.0,174,41.0,46,24.0,1,0.0,78.73,-6.53,2026-08-20,-,0,-
22,8,Kolo,IT,1831.81,21.47,1923.39,9.09,30.53,-4.13,279,40.0,204,25.0,74,15.0,1,0.0,73.12,-1.78,2026-08-15,M,2,607.0
23,-2,Dantes,US,1830.06,-1.92,1891.91,-3.53,20.62,-0.54,553,71.0,350,38.0,200,33.0,3,0.0,63.29,-1.44,2026-08-31,P,1,36.0
24,4,kyshantry,US,1829.46,16.08,1919.27,9.92,29.94,-2.06,404,30.0,241,17.0,161,13.0,2,0.0,59.65,-0.24,2026-08-31,M,1,53.0
25,-11,Vovka,UA,1824.07,-33.63,1893.01,-35.4,22.98,-0.59,419,58.0,286,22.0,131,36.0,2,0.0,68.26,-4.87,2026-08-21,-,0,43.0
26,-2,Sylvain,FR,1822.55,0.44,1889.22,1.6,22.22,0.39,1159,46.0,701,28.0,451,17.0,7,1.0,60.48,0.01,2026-08-31,M,2,38.0
-,-,Sandwhale,US,1820.03,-4.3,1933.71,0.0,37.89,1.43,323,0.0,218,0.0,105,0.0,0,0.0,67.49,0.0,2025-08-19,GM,2,82.0
27,4,dannyboy14,US,1819.18,9.87,1886.38,9.35,22.4,-0.17,735,48.0,455,31.0,275,17.0,5,0.0,61.9,0.18,2026-08-31,GM,2,23.0
28,-3,barboucha,FR,1815.56,-4.38,1900.64,2.43,28.36,2.27,573,7.0,390,6.0,177,1.0,6,0.0,68.06,0.22,2026-07-20,GM,1,50.0
29,32,FCKAFD,DE,1815.35,43.89,1911.88,34.49,32.18,-3.14,188,30.0,133,23.0,55,7.0,0,0.0,70.74,1.12,2026-08-31,-,0,100.0
30,5,Lcfyx,FR,1813.78,13.89,1886.81,17.39,24.34,1.17,819,18.0,504,14.0,309,3.0,6,1.0,61.54,0.37,2026-07-21,M,5,16.0
31,12,Eske,DK,1812.56,21.81,1896.2,18.27,27.88,-1.18,627,30.0,410,20.0,212,10.0,5,0.0,65.39,0.06,2026-08-28,GM,4,110.0
-,-,Dirkules,DE,1811.7,-4.47,1930.37,0.0,39.55,1.49,363,0.0,241,0.0,121,0.0,1,0.0,66.39,0.0,2024-07-15,GM,3,-
32,13,tianren4561367,-,1811.49,20.92,1903.67,-1.72,30.73,-7.55,166,56.0,132,33.0,33,22.0,1,1.0,79.52,-10.48,2026-08-31,-,0,-
33,-7,Lambda,ES,1811.11,-5.58,1903.18,0.0,30.69,1.86,378,0.0,251,0.0,123,0.0,4,0.0,66.4,0.0,2026-04-26,GM,2,22.0
34,2,totsilence,DE,1811.0,12.69,1877.09,12.13,22.03,-0.19,1206,58.0,759,38.0,436,20.0,11,0.0,62.94,0.14,2026-08-31,GM,2,9.0
35,-6,Dots,DE,1809.97,-3.1,1910.21,-5.19,33.42,-0.7,278,15.0,192,9.0,86,6.0,0,0.0,69.06,-0.52,2026-07-16,GM,2,123.0
36,13,Jaracz,PL,1804.45,21.17,1886.23,19.12,27.26,-0.68,545,30.0,394,23.0,144,7.0,7,0.0,72.29,0.25,2026-08-31,P,6,258.0
37,0,ERock37,CA,1802.83,6.61,1869.12,6.85,22.1,0.08,524,53.0,336,32.0,185,21.0,3,0.0,64.12,-0.42,2026-08-31,-,0,51.0
38,169,FrenkDeTank,NL,1800.83,144.94,1936.16,100.18,45.11,-14.92,83,42.0,79,41.0,3,1.0,1,0.0,95.18,2.5,2026-08-31,-,0,-
39,0,Tamirys,US,1799.75,4.22,1870.33,7.83,23.53,1.2,1144,22.0,667,13.0,468,9.0,9,0.0,58.3,0.01,2026-07-22,GM,9,69.0
40,-2,yaop,CN,1796.36,0.82,1860.55,2.25,21.4,0.48,603,56.0,395,30.0,204,26.0,4,0.0,65.51,-1.22,2026-08-08,G,1,28.0
41,5,zoldaria,US,1795.8,10.34,1868.62,4.47,24.27,-1.96,311,58.0,216,32.0,92,26.0,3,0.0,69.45,-3.28,2026-08-31,-,0,288.0
42,-10,Michiel,BE,1795.09,-13.45,1903.34,-31.21,36.08,-5.92,127,30.0,85,13.0,41,17.0,1,0.0,66.93,-7.3,2026-08-31,-,0,176.0
43,-9,Lech,PL,1792.36,-8.17,1859.62,-7.81,22.42,0.12,950,64.0,579,29.0,367,34.0,4,1.0,60.95,-1.13,2026-08-20,M,3,17.0
-,-,Binki,RU,1791.52,-4.35,1913.82,0.0,40.77,1.45,505,0.0,341,0.0,160,0.0,4,0.0,67.52,0.0,2023-12-03,GM,3,-
44,6,IdkIdcIdgaf,UA,1790.44,8.13,1878.8,0.69,29.45,-2.48,291,34.0,212,18.0,77,15.0,2,1.0,72.85,-2.64,2026-08-31,G,2,398.0
45,-12,Lander90,BE,1788.96,-13.97,1852.18,-15.14,21.08,-0.39,556,75.0,385,35.0,168,40.0,3,0.0,69.24,-3.53,2026-08-31,-,0,80.0
46,-4,Icallhimtest,-,1786.75,-4.53,1907.22,-21.26,40.15,-5.57,94,28.0,72,18.0,22,10.0,0,0.0,76.6,-5.22,2026-08-11,-,0,-
47,4,FirstOfDao,CN,1785.39,3.88,1846.03,5.81,20.21,0.64,1092,57.0,680,35.0,406,21.0,6,1.0,62.27,-0.05,2026-08-31,P,2,29.0
48,-7,Angor,RU,1784.87,-7.57,1863.72,-9.37,26.28,-0.6,627,33.0,410,16.0,212,17.0,5,0.0,65.39,-0.94,2026-07-23,GM,1,104.0
-,-,LeonC,TW,1784.35,-2.61,1975.27,0.0,63.64,0.87,168,0.0,130,0.0,36,0.0,2,0.0,77.38,0.0,2020-10-28,-,0,-
49,20,pigfans,CN,1783.46,26.87,1953.04,22.04,56.53,-1.61,90,6.0,73,6.0,17,0.0,0,0.0,81.11,1.35,2026-08-02,-,0,1057.0
50,-6,Gandin,CH,1783.28,-7.39,1852.38,-3.63,23.03,1.25,784,21.0,480,9.0,296,12.0,8,0.0,61.22,-0.51,2026-08-07,M,4,15.0
51,-4,Gutemetralla,FR,1782.82,-2.21,1855.82,-3.84,24.33,-0.55,501,41.0,323,20.0,175,21.0,3,0.0,64.47,-1.4,2026-08-31,-,0,24.0
52,0,GZ95,CN,1781.85,2.08,1922.73,1.78,46.96,-0.1,108,3.0,82,2.0,26,1.0,0,0.0,75.93,-0.26,2026-06-12,-,0,1106.0
53,15,dellcan,-,1780.84,24.13,1968.88,-0.29,62.68,-8.14,43,13.0,38,10.0,5,3.0,0,0.0,88.37,-4.96,2026-08-17,-,0,852.0
54,-6,Cogito3,US,1778.9,-4.41,1837.16,-4.16,19.42,0.08,708,75.0,456,42.0,248,33.0,4,0.0,64.41,-0.99,2026-08-31,G,1,34.0
55,42,maximpodg,-,1777.98,46.15,1875.39,36.9,32.47,-3.08,299,29.0,188,17.0,111,12.0,0,0.0,62.88,-0.45,2026-08-26,M,2,-
56,-3,Sektat,CH,1777.69,-1.55,1840.71,0.07,21.01,0.54,917,52.0,546,28.0,367,24.0,4,0.0,59.54,-0.34,2026-08-16,M,11,18.0
-,-,megumi,CN,1774.51,-2.68,1957.75,0.0,61.08,0.89,48,0.0,33,0.0,15,0.0,0,0.0,68.75,0.0,2025-05-14,-,0,90.0
57,-3,Fourierrr,BR,1773.66,-4.55,1843.35,0.32,23.23,1.62,785,14.0,500,8.0,281,6.0,4,0.0,63.69,-0.12,2026-07-26,M,2,49.0
58,0,Raffaello,DE,1772.4,-0.86,1834.1,0.87,20.57,0.58,649,54.0,421,27.0,224,26.0,4,1.0,64.87,-1.35,2026-08-19,G,2,39.0
59,7,jantteri,-,1772.04,10.09,1834.94,12.32,20.97,0.74,850,58.0,527,39.0,319,19.0,4,0.0,62.0,0.38,2026-08-31,G,5,46.0
-,-,e5582768,CN,1771.53,-4.24,1889.38,0.0,39.28,1.41,164,0.0,100,0.0,62,0.0,2,0.0,60.98,0.0,2025-08-21,-,0,238.0
60,10,Nickeberg,-,1770.69,15.77,1865.81,14.95,31.71,-0.27,341,15.0,215,10.0,126,5.0,0,0.0,63.05,0.17,2026-07-14,P,2,216.0
61,28,bluecube,-,1768.85,32.06,1869.7,18.78,33.62,-4.42,144,30.0,107,16.0,34,13.0,3,1.0,74.31,-5.51,2026-08-31,-,0,1287.0
62,20,SpartacusImperator,DK,1768.73,27.29,1852.93,26.99,28.07,-0.1,537,24.0,326,20.0,208,4.0,3,0.0,60.71,1.06,2026-07-27,P,6,133.0
63,-6,Allfather,US,1767.6,-7.33,1836.93,-3.49,23.11,1.28,523,25.0,331,12.0,187,13.0,5,0.0,63.29,-0.77,2026-08-08,-,0,30.0
64,-8,Drikhen,EE,1767.25,-10.0,1845.88,-12.23,26.21,-0.74,347,34.0,255,15.0,88,18.0,4,1.0,73.49,-3.19,2026-08-20,-,0,226.0
65,-25,pajada,CZ,1766.97,-27.38,1833.43,-23.91,22.15,1.16,1543,44.0,889,15.0,640,29.0,14,0.0,57.62,-0.69,2026-07-28,GM,11,12.0
66,-4,DrSniken,NO,1765.87,-2.77,1855.33,-2.45,29.82,0.11,255,15.0,168,8.0,84,7.0,3,0.0,65.88,-0.79,2026-07-23,-,0,72.0
67,-8,scipio238,GB,1764.88,-8.22,1840.78,-4.63,25.3,1.2,580,18.0,349,7.0,231,11.0,0,0.0,60.17,-0.68,2026-07-23,P,3,41.0
-,-,Sugoi,CA,1764.31,-4.09,1892.48,0.0,42.72,1.36,240,0.0,175,0.0,64,0.0,1,0.0,72.92,0.0,2024-07-01,P,2,-
68,-8,Gilgamesh2,NL,1764.17,-8.75,1847.18,-4.15,27.67,1.54,430,7.0,297,2.0,131,5.0,2,0.0,69.07,-0.67,2026-08-08,G,2,32.0
69,-42,saru,CN,1763.71,-50.21,1846.62,-42.63,27.64,2.53,1380,62.0,858,29.0,501,33.0,21,0.0,62.17,-0.73,2026-08-31,M,3,4.0
-,-,silent_x111,US,1763.5,-3.42,1913.95,0.0,50.15,1.14,410,0.0,278,0.0,132,0.0,0,0.0,67.8,0.0,2022-07-06,GM,14,-
70,-5,moemoe,DE,1761.89,-4.47,1832.23,4.33,23.45,2.93,682,8.0,440,5.0,234,3.0,8,0.0,64.52,-0.02,2026-08-22,-,0,65.0
71,-16,Doughnut,GB,1761.83,-16.08,1851.19,-16.99,29.79,-0.31,346,18.0,235,6.0,106,12.0,5,0.0,67.92,-1.9,2026-07-28,G,6,308.0
72,31,DarKStyle,-,1760.31,35.41,1848.1,18.09,29.26,-5.77,191,60.0,140,42.0,49,18.0,2,0.0,73.3,-1.51,2026-08-31,-,0,-
-,-,Lemmingsplayer,GB,1758.89,-3.69,1904.79,0.0,48.63,1.23,229,0.0,173,0.0,54,0.0,2,0.0,75.55,0.0,2025-07-11,GM,1,-
73,4,AaronGreen,US,1758.72,10.85,1842.14,7.1,27.81,-1.25,892,33.0,507,18.0,380,15.0,5,0.0,56.84,-0.09,2026-08-31,GM,7,729.0
74,-3,Boromir7,PL,1758.5,3.69,1826.37,8.12,22.63,1.48,1166,30.0,690,19.0,464,11.0,12,0.0,59.18,0.11,2026-08-03,M,8,31.0
75,8,Spartan1337,NL,1754.91,13.74,1818.66,14.48,21.25,0.25,1122,55.0,658,31.0,453,23.0,11,1.0,58.65,-0.11,2026-08-31,P,10,37.0
76,-12,Dazzy,CN,1754.08,-13.95,1822.38,-9.36,22.77,1.53,881,23.0,537,10.0,334,13.0,10,0.0,60.95,-0.47,2026-08-11,M,2,20.0
-,-,Sohoof,NL,1752.35,-4.89,1857.22,0.0,34.96,1.63,300,0.0,204,0.0,95,0.0,1,0.0,68.0,0.0,2025-08-18,-,0,218.0
77,-10,Momomillion,DE,1749.05,-10.72,1813.7,-11.33,21.55,-0.2,508,58.0,316,26.0,186,31.0,6,1.0,62.2,-2.24,2026-08-31,-,0,83.0
78,-5,Brightfuture,RU,1748.77,-3.06,1810.0,-1.27,20.41,0.6,1107,49.0,692,27.0,408,21.0,7,1.0,62.51,-0.34,2026-07-31,P,7,48.0
79,-7,Kesterer,GB,1747.71,-5.15,1861.67,-17.98,37.99,-4.28,153,22.0,113,11.0,39,11.0,1,0.0,73.86,-4.0,2026-08-09,-,0,-
80,5,Huettengaudi,DE,1745.83,5.96,1808.41,9.67,20.86,1.24,1093,38.0,644,22.0,443,15.0,6,1.0,58.92,-0.04,2026-07-31,P,6,71.0
-,-,mbbchess,US,1744.49,-4.5,1858.66,0.0,38.06,1.5,305,0.0,216,0.0,86,0.0,3,0.0,70.82,0.0,2025-06-28,P,2,398.0
81,-7,Magnetiseur,DE,1744.47,-6.66,1823.48,0.0,26.34,2.22,829,0.0,514,0.0,306,0.0,9,0.0,62.0,0.0,2026-05-25,P,10,57.0
82,2,RestlessMe,US,1744.29,3.87,1807.41,7.46,21.04,1.2,1308,42.0,741,24.0,559,17.0,8,1.0,56.65,0.01,2026-08-31,P,5,34.0
83,64,lhrljr,SG,1743.28,49.5,1832.35,39.31,29.69,-3.4,191,41.0,144,32.0,46,9.0,1,0.0,75.39,0.72,2026-08-31,-,0,852.0
84,-9,jezza101,AU,1741.53,-7.83,1805.68,-5.96,21.38,0.63,770,45.0,467,25.0,294,20.0,9,0.0,60.65,-0.32,2026-08-02,G,4,40.0
85,14,Doobie,CN,1741.0,12.62,1805.17,13.73,21.39,0.37,1249,67.0,687,36.0,548,30.0,14,1.0,55.0,-0.08,2026-08-31,G,21,87.0
-,-,Rabbles,AU,1740.76,-3.36,1890.74,0.0,49.99,1.12,244,0.0,185,0.0,58,0.0,1,0.0,75.82,0.0,2023-09-03,M,1,-
86,-10,yaba,PL,1740.01,-8.88,1816.05,0.0,25.35,2.96,885,0.0,513,0.0,363,0.0,9,0.0,57.97,0.0,2026-05-31,M,6,55.0
87,6,BoatyMcBoatface,US,1739.86,5.18,1802.11,6.23,20.75,0.35,910,56.0,547,34.0,355,21.0,8,1.0,60.11,0.04,2026-08-14,P,2,88.0
88,114,W1TCH0R,-,1739.84,81.47,1901.36,40.77,53.84,-13.57,54,22.0,49,19.0,5,3.0,0,0.0,90.74,-3.01,2026-08-08,-,0,-
89,-10,takusto_II,JP,1739.28,-7.67,1803.52,-8.02,21.41,-0.12,1435,58.0,770,25.0,656,33.0,9,0.0,53.66,-0.44,2026-08-31,M,3,59.0
-,-,P373R,GB,1737.46,-2.57,1928.12,0.0,63.55,0.86,96,0.0,82,0.0,14,0.0,0,0.0,85.42,0.0,2022-09-04,G,2,-
90,6,Shagrat,CZ,1735.37,2.56,1796.99,5.05,20.54,0.83,775,50.0,502,28.0,267,21.0,6,1.0,64.77,-0.61,2026-08-20,G,1,112.0
-,-,Veivi,FI,1734.5,-3.28,1889.94,0.0,51.81,1.09,246,0.0,163,0.0,82,0.0,1,0.0,66.26,0.0,2022-04-08,GM,4,-
91,-5,Wanderlust,CN,1734.42,-5.21,1829.34,0.0,31.64,1.74,253,0.0,154,0.0,99,0.0,0,0.0,60.87,0.0,2025-11-30,-,0,25.0
92,9,drodriguez,-,1734.09,8.19,1800.45,7.36,22.12,-0.27,436,50.0,281,28.0,154,22.0,1,0.0,64.45,-1.09,2026-08-10,-,0,126.0
-,-,littlesquirrel,CN,1733.53,-2.62,1921.77,0.0,62.75,0.87,44,0.0,36,0.0,8,0.0,0,0.0,81.82,0.0,2025-08-13,-,0,138.0
93,41,Malakesh,DE,1732.8,31.25,1807.1,27.92,24.77,-1.11,312,48.0,213,33.0,99,15.0,0,0.0,68.27,0.09,2026-08-10,-,0,298.0
-,-,Andrethegiant,NO,1731.58,-3.67,1867.28,0.0,45.24,1.22,294,0.0,202,0.0,92,0.0,0,0.0,68.71,0.0,2023-07-18,GM,1,-
94,-14,321letsjam,DE,1730.96,-14.42,1809.49,-8.4,26.17,2.01,635,15.0,408,4.0,224,11.0,3,0.0,64.25,-0.91,2026-07-20,G,5,67.0
95,3,HCsquared,CA,1730.73,1.01,1805.04,1.5,24.77,0.16,870,33.0,529,17.0,334,16.0,7,0.0,60.8,-0.37,2026-07-17,P,6,66.0
96,-4,Raskonin,-,1730.18,-4.69,1835.82,-9.15,35.22,-1.49,135,15.0,83,7.0,50,8.0,2,0.0,61.48,-1.85,2026-07-15,-,0,214.0
97,8,Dethar,PL,1730.13,5.85,1813.43,2.41,27.77,-1.15,226,32.0,151,17.0,74,14.0,1,1.0,66.81,-2.26,2026-08-22,-,0,302.0
98,-10,tupper,CA,1729.54,-8.65,1790.46,-7.23,20.31,0.47,790,56.0,496,27.0,288,29.0,6,0.0,62.78,-1.12,2026-08-13,G,3,78.0
99,3,BlixLT,LT,1729.16,3.87,1788.38,7.56,19.74,1.23,2086,47.0,1136,28.0,937,18.0,13,1.0,54.46,0.12,2026-08-31,P,18,56.0
-,-,DJParson,DE,1727.99,-4.88,1831.32,0.0,34.44,1.63,814,0.0,447,0.0,364,0.0,3,0.0,54.91,0.0,2025-07-07,GM,8,321.0
100,94,Silvester,-,1727.57,66.38,1831.57,50.72,34.67,-5.22,137,33.0,108,25.0,29,8.0,0,0.0,78.83,-0.98,2026-08-31,-,0,-
101,28,Goldfinger_,-,1726.54,21.99,1825.57,17.79,33.01,-1.4,167,18.0,118,13.0,49,5.0,0,0.0,70.66,0.19,2026-07-25,-,0,1287.0
102,24,Beebs,-,1725.22,17.52,1796.91,14.68,23.89,-0.95,317,55.0,213,37.0,100,18.0,4,0.0,67.19,0.01,2026-08-21,-,0,463.0
-,-,Cleanbulk,NL,1725.04,-3.85,1858.64,0.0,44.53,1.28,355,0.0,231,0.0,121,0.0,3,0.0,65.07,0.0,2023-08-30,M,5,-
103,6,Fjantarik,-,1724.9,3.59,1795.95,5.35,23.68,0.59,576,33.0,347,19.0,228,14.0,1,0.0,60.24,-0.17,2026-07-27,P,2,58.0
104,33,Bad_Horse,-,1724.07,23.3,1845.29,2.62,40.41,-6.89,94,27.0,68,17.0,26,10.0,0,0.0,72.34,-3.78,2026-08-10,-,0,-
-,-,Weida,CN,1723.92,-2.06,1962.63,0.0,79.57,0.69,33,0.0,22,0.0,11,0.0,0,0.0,66.67,0.0,2022-07-01,-,0,-
105,-14,darwinian,GB,1723.19,-11.84,1796.41,-9.09,24.41,0.91,586,22.0,370,8.0,211,14.0,5,0.0,63.14,-1.04,2026-08-21,P,2,91.0
-,-,gothark,PL,1723.07,-4.76,1825.89,0.0,34.27,1.59,292,0.0,210,0.0,80,0.0,2,0.0,71.92,0.0,2025-05-31,G,2,74.0
106,-12,DrRerNate,DE,1722.53,-11.55,1796.44,-9.89,24.64,0.55,1099,31.0,641,14.0,448,17.0,10,0.0,58.33,-0.38,2026-08-07,GM,4,142.0
107,9,Turdle,AT,1721.74,8.59,1781.27,9.96,19.84,0.46,869,73.0,503,40.0,357,33.0,9,0.0,57.88,-0.29,2026-08-30,P,4,111.0
108,-21,zoiedberg,BE,1721.56,-16.85,1817.56,-18.57,32.0,-0.57,192,15.0,118,5.0,74,10.0,0,0.0,61.46,-2.38,2026-07-08,-,0,265.0
-,-,Crey,-,1720.27,-4.05,1844.52,0.0,41.42,1.35,202,0.0,147,0.0,54,0.0,1,0.0,72.77,0.0,2025-09-03,G,2,299.0
109,-5,Raulone,ES,1719.35,-5.24,1814.97,0.0,31.87,1.75,319,0.0,205,0.0,114,0.0,0,0.0,64.26,0.0,2026-02-26,G,5,93.0
110,-29,discodancer,-,1718.88,-25.03,1801.61,-23.83,27.58,0.4,438,18.0,282,4.0,153,14.0,3,0.0,64.38,-1.81,2026-07-13,P,4,130.0
111,-33,zadokk,BE,1718.84,-28.9,1784.64,-28.29,21.93,0.2,947,54.0,549,16.0,393,38.0,5,0.0,57.97,-1.72,2026-08-31,P,14,80.0
112,-49,Vantablack,MO,1718.58,-49.76,1790.78,-46.05,24.06,1.24,1081,33.0,638,3.0,436,30.0,7,0.0,59.02,-1.57,2026-07-24,GM,1,84.0
113,-7,iyakhoop,TH,1718.53,-5.65,1810.81,0.0,30.76,1.88,839,0.0,495,0.0,327,0.0,17,0.0,59.0,0.0,2025-11-30,GM,1,297.0
-,-,Himmelstosh,RU,1718.14,-6.2,1856.48,0.0,46.11,2.07,607,0.0,357,0.0,241,0.0,9,0.0,58.81,0.0,2024-07-15,GM,1,-
114,-14,bobaboba,-,1717.8,-10.4,1834.2,-20.91,38.8,-3.5,140,18.0,98,9.0,42,9.0,0,0.0,70.0,-2.95,2026-07-24,-,0,-
115,-1,weisswurst,NL,1715.37,-3.51,1795.91,-0.83,26.85,0.89,702,15.0,418,7.0,280,8.0,4,0.0,59.54,-0.29,2026-07-17,M,4,120.0
116,12,MrBiz,US,1714.64,9.61,1792.35,9.06,25.9,-0.18,284,30.0,198,16.0,84,13.0,2,1.0,69.72,-1.93,2026-08-16,-,0,480.0
117,-22,CaesarSalah,US,1713.86,-19.45,1780.45,-16.29,22.19,1.05,1491,50.0,847,18.0,635,32.0,9,0.0,56.81,-0.72,2026-08-16,P,15,21.0
-,-,jmamos,-,1711.96,-3.91,1838.98,0.0,42.34,1.3,219,0.0,166,0.0,53,0.0,0,0.0,75.8,0.0,2025-05-27,G,4,380.0
118,-7,Tim248,-,1710.97,-10.09,1830.36,-7.37,39.8,0.91,150,2.0,124,0.0,24,2.0,2,0.0,82.67,-1.11,2026-07-04,-,0,863.0
-,-,RutgerHauer,SE,1710.0,-5.26,1806.71,0.0,32.24,1.75,468,0.0,298,0.0,167,0.0,3,0.0,63.68,0.0,2025-08-27,M,2,75.0
-,-,vanishadow,CN,1709.9,-3.25,1865.27,0.0,51.79,1.08,111,0.0,83,0.0,27,0.0,1,0.0,74.77,0.0,2025-02-10,-,0,88.0
119,4,Kay,HK,1709.21,0.22,1773.95,3.88,21.58,1.22,699,28.0,427,17.0,268,11.0,4,0.0,61.09,-0.01,2026-07-28,P,2,61.0
120,-12,Papaver,HR,1709.15,-12.6,1788.91,-13.17,26.59,-0.19,584,30.0,368,13.0,211,17.0,5,0.0,63.01,-1.07,2026-07-24,P,2,149.0
121,-3,Darkriddler,-,1709.05,-3.24,1860.97,0.0,50.64,1.08,60,0.0,41,0.0,19,0.0,0,0.0,68.33,0.0,2026-05-18,-,0,-
122,-7,Footloop,CA,1708.73,-4.89,1813.51,0.0,34.93,1.63,486,0.0,299,0.0,180,0.0,7,0.0,61.52,0.0,2026-05-13,GM,7,-
123,-2,KarlThomas,NO,1708.13,-1.45,1803.83,2.49,31.9,1.31,619,4.0,370,3.0,242,1.0,7,0.0,59.77,0.1,2026-07-27,M,4,-
124,-5,Sellux,IT,1706.58,-4.82,1789.65,-6.71,27.69,-0.63,286,31.0,178,15.0,108,16.0,0,0.0,62.24,-1.68,2026-08-31,-,0,203.0
125,-1,Yookie,CN,1706.4,-2.38,1775.6,-1.01,23.07,0.46,452,41.0,321,25.0,130,16.0,1,0.0,71.02,-1.0,2026-08-13,-,0,201.0
126,-16,Tordread,US,1706.37,-14.71,1776.08,-11.72,23.24,0.99,1240,33.0,690,12.0,538,21.0,12,0.0,55.65,-0.52,2026-08-03,GM,3,44.0
127,56,Barnes,-,1706.31,39.56,1791.98,32.42,28.56,-2.38,223,41.0,163,32.0,59,9.0,1,0.0,73.09,1.11,2026-08-16,-,0,1287.0
128,107,bryanckh,SG,1706.05,64.58,1801.65,53.46,31.87,-3.71,185,42.0,134,35.0,51,7.0,0,0.0,72.43,3.2,2026-08-13,-,0,1262.0
129,-12,Phalanxx,US,1706.01,-7.0,1780.84,0.0,24.94,2.33,385,0.0,246,0.0,139,0.0,0,0.0,63.9,0.0,2026-05-26,-,0,95.0
130,5,Hisbossness,US,1705.9,4.65,1775.29,7.07,23.13,0.81,506,33.0,315,18.0,188,15.0,3,0.0,62.25,-0.54,2026-07-15,-,0,135.0
