Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title,Title Count,Leaderboard Rank
309,3,Tasku,FI,1473.96,12.64,1663.94,-2.53,63.33,-5.05,37,6.0,20,3.0,17,3.0,0,0.0,54.05,-0.79,2026-08-10,-,0,561.0
310,-16,MartinW,DE,1473.5,-3.15,1630.62,0.0,52.37,1.05,77,0.0,38,0.0,39,0.0,0,0.0,49.35,0.0,2026-03-26,G,4,132.0
311,-14,t0mk0t,-,1473.08,-2.03,1713.9,0.0,80.27,0.68,26,0.0,15,0.0,10,0.0,1,0.0,57.69,0.0,2026-05-17,-,0,690.0
-,-,ZwzwNzw,CN,1472.9,-2.19,1697.38,0.0,74.83,0.73,34,0.0,25,0.0,9,0.0,0,0.0,73.53,0.0,2025-08-19,-,0,746.0
312,29,Darain,SG,1471.92,28.33,1686.25,3.06,71.44,-8.42,34,7.0,24,5.0,10,2.0,0,0.0,70.59,0.22,2026-08-10,-,0,630.0
313,-15,PontiusPilatus,DK,1471.63,-1.98,1720.17,0.0,82.85,0.66,32,0.0,19,0.0,13,0.0,0,0.0,59.38,0.0,2026-03-30,G,4,1271.0
-,-,Klakla92th,-,1471.05,-3.46,1616.41,0.0,48.45,1.15,111,0.0,60,0.0,51,0.0,0,0.0,54.05,0.0,2024-12-07,G,4,989.0
314,-13,AlkashRusanovskiy,-,1470.71,-1.29,1852.03,0.0,127.11,0.43,14,0.0,10,0.0,4,0.0,0,0.0,71.43,0.0,2026-05-15,-,0,-
315,-15,Composaurus,-,1470.4,-1.86,1733.43,0.0,87.68,0.62,20,0.0,13,0.0,7,0.0,0,0.0,65.0,0.0,2026-05-27,-,0,578.0
316,127,cyb3k,-,1470.14,91.12,1705.83,42.92,78.56,-16.06,26,7.0,18,5.0,8,2.0,0,0.0,69.23,0.81,2026-08-11,-,0,-
317,210,Sawell,-,1470.1,137.44,1733.99,77.25,87.96,-20.06,21,7.0,16,6.0,4,0.0,1,1.0,76.19,4.76,2026-08-12,G,2,-
318,1,Daemon3142,GB,1470.07,14.26,1576.74,15.07,35.56,0.27,181,7.0,88,5.0,92,2.0,1,0.0,48.62,0.92,2026-08-12,-,0,301.0
-,-,Tmer,-,1469.74,-1.97,1718.56,0.0,82.94,0.66,27,0.0,20,0.0,7,0.0,0,0.0,74.07,0.0,2025-03-28,-,0,754.0
-,-,CrystalPete420,-,1469.59,-2.79,1646.05,0.0,58.82,0.93,50,0.0,27,0.0,23,0.0,0,0.0,54.0,0.0,2025-02-11,-,0,989.0
319,-20,DB.Starman,-,1469.26,-3.29,1618.86,0.0,49.87,1.1,78,0.0,35,0.0,42,0.0,1,0.0,44.87,0.0,2026-03-28,P,2,183.0
320,78,Graypilgrim,-,1469.14,57.63,1703.06,17.98,77.97,-13.22,26,7.0,19,5.0,7,2.0,0,0.0,73.08,-0.6,2026-08-13,-,0,-
-,-,vermiliondk,-,1468.87,-1.48,1800.77,0.0,110.63,0.49,12,0.0,8,0.0,4,0.0,0,0.0,66.67,0.0,2024-07-15,-,0,-
321,-17,booyakasha,-,1467.8,-1.74,1749.7,0.0,93.97,0.58,18,0.0,13,0.0,5,0.0,0,0.0,72.22,0.0,2026-03-23,-,0,662.0
322,-8,Nightvayne,CH,1467.21,6.99,1603.16,3.78,45.32,-1.07,89,6.0,47,4.0,41,2.0,1,0.0,52.81,1.0,2026-08-09,G,5,127.0
323,-41,Kharny,GB,1467.18,-16.39,1711.7,-31.05,81.5,-4.89,23,3.0,13,0.0,10,3.0,0,0.0,56.52,-8.48,2026-07-11,-,0,757.0
324,-18,Ilidur,-,1466.91,-2.27,1683.75,0.0,72.28,0.76,38,0.0,24,0.0,14,0.0,0,0.0,63.16,0.0,2026-03-27,-,0,805.0
325,-20,Hardco,CA,1465.51,-3.8,1597.24,0.0,43.91,1.27,116,0.0,53,0.0,61,0.0,2,0.0,45.69,0.0,2025-11-30,M,1,791.0
326,-19,Adi65,-,1465.38,-1.49,1793.99,0.0,109.54,0.5,12,0.0,9,0.0,3,0.0,0,0.0,75.0,0.0,2026-05-19,-,0,-
327,88,vito,-,1465.28,65.91,1733.6,40.37,89.44,-8.51,25,7.0,19,7.0,5,0.0,1,0.0,76.0,9.33,2026-08-11,-,0,-
328,-25,Haxxorn,SE,1464.97,-4.63,1571.68,0.0,35.57,1.54,208,0.0,102,0.0,104,0.0,2,0.0,49.04,0.0,2026-05-23,G,10,286.0
-,-,ugglor,-,1464.92,-2.95,1632.6,0.0,55.89,0.98,76,0.0,44,0.0,31,0.0,1,0.0,57.89,0.0,2025-03-24,G,2,757.0
-,-,BeatrixAnd,PL,1464.65,-2.23,1684.83,0.0,73.39,0.74,40,0.0,28,0.0,12,0.0,0,0.0,70.0,0.0,2025-05-20,-,0,194.0
329,-21,Boristina,US,1464.56,-1.84,1731.18,0.0,88.88,0.61,21,0.0,14,0.0,7,0.0,0,0.0,66.67,0.0,2026-05-18,-,0,372.0
-,-,Chuckles_the_second,-,1463.01,-1.38,1818.24,0.0,118.41,0.46,17,0.0,12,0.0,4,0.0,1,0.0,70.59,0.0,2023-04-16,M,1,-
-,-,ddxy,-,1462.34,-1.42,1806.21,0.0,114.62,0.47,16,0.0,10,0.0,6,0.0,0,0.0,62.5,0.0,2022-03-01,-,0,-
330,47,ChunkySam,US,1461.81,38.37,1638.27,22.92,58.82,-5.15,51,7.0,36,5.0,15,2.0,0,0.0,70.59,0.14,2026-08-09,-,0,1106.0
331,328,FrenkDeTank,NL,1460.91,202.55,1795.79,99.8,111.63,-34.25,15,8.0,13,8.0,1,0.0,1,0.0,86.67,15.24,2026-08-31,-,0,-
-,-,Dooglassa,-,1460.81,-1.39,1812.04,0.0,117.08,0.46,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2024-07-15,-,0,-
332,-30,MiloslavIII,CA,1460.81,-10.68,1682.51,-18.28,73.9,-2.53,28,3.0,13,0.0,15,3.0,0,0.0,46.43,-5.57,2026-07-15,-,0,398.0
-,-,Alpha.K,-,1459.9,-1.55,1775.77,0.0,105.29,0.52,19,0.0,11,0.0,7,0.0,1,0.0,57.89,0.0,2023-03-01,-,0,-
333,-23,Gudimundi,IS,1459.47,-3.43,1600.92,-8.91,47.15,-1.82,70,7.0,37,2.0,32,5.0,1,0.0,52.86,-2.7,2026-08-25,-,0,222.0
334,-21,Shincham,BR,1458.39,-2.6,1647.58,0.0,63.06,0.87,49,0.0,27,0.0,21,0.0,1,0.0,55.1,0.0,2026-03-24,G,14,249.0
-,-,V0jta,CZ,1458.02,-2.23,1678.1,0.0,73.36,0.74,39,0.0,21,0.0,17,0.0,1,0.0,53.85,0.0,2023-11-15,G,16,-
335,-19,gabev,US,1457.89,0.01,1594.37,-4.17,45.49,-1.39,84,7.0,43,2.0,39,5.0,2,0.0,51.19,-2.06,2026-08-18,-,0,349.0
-,-,ChrisTher,-,1457.73,-1.24,1852.31,0.0,131.53,0.41,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2024-07-01,G,2,551.0
-,-,Jiffy,HK,1455.31,-2.05,1694.47,0.0,79.72,0.68,27,0.0,19,0.0,7,0.0,1,0.0,70.37,0.0,2025-08-16,-,0,351.0
-,-,matinghiasi,-,1454.37,-1.68,1747.51,0.0,97.71,0.56,18,0.0,11,0.0,7,0.0,0,0.0,61.11,0.0,2025-05-24,-,0,440.0
336,-19,Kermit19,-,1454.07,-2.68,1577.73,-4.61,41.22,-0.64,137,7.0,71,3.0,65,4.0,1,0.0,51.82,-0.49,2026-08-20,-,0,403.0
-,-,WHIZ,-,1453.08,-1.21,1859.31,0.0,135.41,0.4,12,0.0,8,0.0,3,0.0,1,0.0,66.67,0.0,2022-02-01,-,0,-
337,-15,laozhou,-,1453.02,-1.27,1838.12,0.0,128.37,0.42,9,0.0,8,0.0,1,0.0,0,0.0,88.89,0.0,2026-03-23,-,0,-
338,41,DyziK,PL,1452.06,28.88,1741.4,-5.9,96.45,-11.59,15,3.0,10,1.0,5,2.0,0,0.0,66.67,-8.33,2026-07-18,-,0,319.0
339,-16,xy-y,-,1452.04,-1.49,1781.23,0.0,109.73,0.5,16,0.0,13,0.0,3,0.0,0,0.0,81.25,0.0,2026-05-18,-,0,-
340,-19,Aaronwebber,-,1452.0,-2.29,1570.02,-1.29,39.34,0.33,146,6.0,70,4.0,74,1.0,2,1.0,47.95,0.81,2026-08-11,P,4,249.0
341,-14,Rackare,SE,1450.96,-1.67,1744.31,0.0,97.78,0.56,17,0.0,12,0.0,5,0.0,0,0.0,70.59,0.0,2026-03-24,-,0,805.0
342,-17,Skaiwalker,CZ,1450.63,-2.81,1625.56,0.0,58.31,0.94,54,0.0,27,0.0,26,0.0,1,0.0,50.0,0.0,2026-03-23,M,2,141.0
343,-19,Alvin1912,-,1450.59,-2.85,1623.71,0.0,57.71,0.95,50,0.0,23,0.0,26,0.0,1,0.0,46.0,0.0,2026-02-02,P,4,223.0
344,-35,CRocky,-,1449.9,-14.36,1637.13,-32.0,62.41,-5.88,44,7.0,29,3.0,15,4.0,0,0.0,65.91,-4.36,2026-08-12,-,0,622.0
-,-,jmamos,-,1449.45,-1.16,1871.83,0.0,140.79,0.39,9,0.0,6,0.0,3,0.0,0,0.0,66.67,0.0,2023-06-06,G,4,380.0
-,-,heisenberg_97,IT,1449.33,-1.71,1737.45,0.0,96.04,0.57,26,0.0,18,0.0,8,0.0,0,0.0,69.23,0.0,2024-07-01,P,4,118.0
-,-,Zathio,US,1449.12,-2.89,1620.27,0.0,57.05,0.96,61,0.0,37,0.0,24,0.0,0,0.0,60.66,0.0,2025-01-30,-,0,989.0
-,-,elo8000,-,1448.94,-1.42,1793.06,0.0,114.71,0.47,11,0.0,8,0.0,3,0.0,0,0.0,72.73,0.0,2024-09-01,-,0,1412.0
345,-13,MoreHat,US,1448.78,-1.93,1703.15,0.0,84.79,0.64,25,0.0,16,0.0,9,0.0,0,0.0,64.0,0.0,2026-03-26,-,0,670.0
346,-12,Spoobill,-,1448.19,-2.35,1657.27,0.0,69.69,0.78,42,0.0,25,0.0,17,0.0,0,0.0,59.52,0.0,2026-05-15,-,0,350.0
-,-,claxic,-,1448.14,-1.34,1812.42,0.0,121.43,0.45,15,0.0,12,0.0,3,0.0,0,0.0,80.0,0.0,2024-04-04,-,0,-
347,-12,pepikos,NL,1447.86,-2.21,1671.19,0.0,74.45,0.74,37,0.0,21,0.0,16,0.0,0,0.0,56.76,0.0,2026-04-01,-,0,805.0
348,-12,theussner79,DE,1447.54,-1.98,1555.77,-1.01,36.08,0.32,176,7.0,95,2.0,80,5.0,1,0.0,53.98,-1.05,2026-08-20,-,0,356.0
349,-16,trzeciakson,PL,1447.5,-3.13,1605.85,0.0,52.78,1.04,66,0.0,32,0.0,32,0.0,2,0.0,48.48,0.0,2026-05-23,P,6,244.0
350,-13,pote,TN,1447.19,-1.88,1709.02,0.0,87.28,0.63,27,0.0,16,0.0,11,0.0,0,0.0,59.26,0.0,2026-03-26,G,2,1262.0
-,-,ZRoronoaZ,CZ,1445.09,-3.28,1595.13,0.0,50.01,1.09,101,0.0,56,0.0,42,0.0,3,0.0,55.45,0.0,2025-03-25,-,0,939.0
351,-13,Borgmo,DE,1445.04,-2.03,1686.24,0.0,80.4,0.68,29,0.0,17,0.0,12,0.0,0,0.0,58.62,0.0,2026-04-06,G,2,410.0
352,-56,nerficya,US,1444.26,-30.94,1607.09,-42.6,54.28,-3.89,54,7.0,26,1.0,28,6.0,0,0.0,48.15,-5.04,2026-08-13,-,0,157.0
353,2,JSauve,-,1444.21,9.69,1652.94,0.24,69.57,-3.15,36,3.0,20,1.0,16,2.0,0,0.0,55.56,-2.02,2026-07-22,-,0,662.0
354,-14,borz.zrob,HU,1444.11,-2.23,1664.31,0.0,73.4,0.74,37,0.0,20,0.0,17,0.0,0,0.0,54.05,0.0,2026-03-22,P,4,85.0
355,-8,Trond79,-,1443.73,4.38,1654.78,-26.69,70.35,-10.36,30,7.0,20,3.0,10,4.0,0,0.0,66.67,-7.24,2026-08-11,-,0,1262.0
356,-45,TorbenOfHerpes,DE,1443.54,-19.17,1626.17,-38.33,60.88,-6.39,48,7.0,32,2.0,16,5.0,0,0.0,66.67,-6.5,2026-08-11,-,0,622.0
357,-18,Mattian12000,IT,1443.18,-3.59,1582.25,0.0,46.36,1.2,99,0.0,39,0.0,60,0.0,0,0.0,39.39,0.0,2026-03-25,G,2,278.0
-,-,peposqui,ES,1442.53,-2.69,1626.27,0.0,61.25,0.9,62,0.0,29,0.0,33,0.0,0,0.0,46.77,0.0,2024-08-11,G,4,208.0
358,-38,rabalder,NO,1441.9,-12.93,1564.93,-14.69,41.01,-0.58,122,7.0,62,2.0,60,5.0,0,0.0,50.82,-1.35,2026-08-13,-,0,383.0
359,-17,Mkucharz,CA,1440.29,-1.79,1713.33,0.0,91.01,0.6,24,0.0,15,0.0,8,0.0,1,0.0,62.5,0.0,2026-03-21,-,0,452.0
360,-3,Garghiii,IT,1438.66,5.31,1563.15,3.17,41.5,-0.71,102,7.0,53,3.0,48,4.0,1,0.0,51.96,-0.67,2026-08-09,-,0,359.0
361,-17,Dovi,PL,1438.56,-3.25,1590.1,0.0,50.51,1.08,101,0.0,57,0.0,44,0.0,0,0.0,56.44,0.0,2026-03-23,G,2,200.0
362,-31,Vi15So17,DE,1438.52,-12.91,1546.31,-10.99,35.93,0.64,181,7.0,94,3.0,87,4.0,0,0.0,51.93,-0.37,2026-08-12,-,0,365.0
-,-,HomerJr,US,1438.28,-2.62,1626.91,0.0,62.88,0.87,48,0.0,30,0.0,18,0.0,0,0.0,62.5,0.0,2025-03-23,G,8,805.0
-,-,NoswordKnight,CN,1437.23,-2.37,1644.88,0.0,69.22,0.79,44,0.0,25,0.0,19,0.0,0,0.0,56.82,0.0,2025-03-25,-,0,805.0
-,-,jSan,-,1436.99,-2.29,1652.12,0.0,71.71,0.76,36,0.0,21,0.0,15,0.0,0,0.0,58.33,0.0,2025-02-17,-,0,343.0
-,-,AvPL,PL,1436.92,-1.62,1739.39,0.0,100.82,0.54,20,0.0,13,0.0,7,0.0,0,0.0,65.0,0.0,2023-10-22,-,0,-
363,-45,MrGekz,PL,1436.91,-19.37,1558.57,-19.51,40.55,-0.05,128,7.0,60,3.0,68,4.0,0,0.0,46.88,-0.23,2026-08-17,G,4,267.0
-,-,lfrantisek,FI,1435.37,-2.04,1675.4,0.0,80.01,0.68,29,0.0,15,0.0,14,0.0,0,0.0,51.72,0.0,2025-07-31,G,4,514.0
364,-16,Montu,US,1435.08,-2.07,1672.35,0.0,79.09,0.69,24,0.0,18,0.0,6,0.0,0,0.0,75.0,0.0,2025-11-30,-,0,596.0
365,-9,refs,NO,1434.56,1.06,1571.35,-1.26,45.6,-0.77,90,7.0,50,5.0,40,2.0,0,0.0,55.56,1.34,2026-08-12,-,0,394.0
-,-,Berfner,SE,1434.46,-1.7,1723.72,0.0,96.42,0.57,18,0.0,9,0.0,8,0.0,1,0.0,50.0,0.0,2025-03-22,-,0,757.0
366,-15,Gerti,DE,1434.06,-2.27,1650.35,0.0,72.1,0.76,36,0.0,23,0.0,12,0.0,1,0.0,63.89,0.0,2026-03-26,-,0,939.0
367,40,GoblinMatron,-,1433.6,30.72,1609.04,14.41,58.48,-5.44,45,7.0,23,4.0,22,3.0,0,0.0,51.11,1.11,2026-08-15,-,0,192.0
368,-18,BradSwan,US,1433.48,-3.33,1584.41,0.0,50.31,1.11,77,0.0,30,0.0,45,0.0,2,0.0,38.96,0.0,2025-11-30,G,14,548.0
-,-,Asbestos,US,1433.32,-3.18,1588.81,0.0,51.83,1.06,94,0.0,44,0.0,47,0.0,3,0.0,46.81,0.0,2025-03-25,G,8,695.0
-,-,fantasyyu,-,1433.09,-1.66,1728.88,0.0,98.59,0.55,20,0.0,16,0.0,4,0.0,0,0.0,80.0,0.0,2025-02-14,-,0,1112.0
369,6,tnawrocki,US,1432.99,9.41,1565.77,7.75,44.26,-0.55,87,7.0,48,6.0,39,1.0,0,0.0,55.17,2.67,2026-08-10,-,0,280.0
-,-,InfiniteZest,-,1432.34,-2.89,1602.9,0.0,56.85,0.96,66,0.0,30,0.0,35,0.0,1,0.0,45.45,0.0,2025-05-11,G,4,344.0
370,336,DieKrake89,-,1432.17,197.96,1737.83,77.69,101.89,-40.09,14,7.0,12,6.0,2,1.0,0,0.0,85.71,0.0,2026-08-12,G,2,-
371,-19,vendogs,RU,1432.03,-4.12,1552.33,0.0,40.1,1.37,157,0.0,83,0.0,74,0.0,0,0.0,52.87,0.0,2025-12-18,-,0,275.0
-,-,Kostello,-,1431.55,-1.87,1692.85,0.0,87.1,0.62,24,0.0,15,0.0,9,0.0,0,0.0,62.5,0.0,2024-02-11,-,0,-
-,-,follik,LV,1431.2,-2.09,1666.21,0.0,78.34,0.7,33,0.0,18,0.0,15,0.0,0,0.0,54.55,0.0,2023-11-15,G,2,-
372,-14,Kloef,-,1430.94,-2.11,1663.27,0.0,77.45,0.7,27,0.0,13,0.0,12,0.0,2,0.0,48.15,0.0,2026-05-22,-,0,922.0
-,-,Anderkent,PL,1429.36,-1.29,1808.11,0.0,126.25,0.43,14,0.0,11,0.0,3,0.0,0,0.0,78.57,0.0,2023-04-16,G,4,-
373,-13,ulkupayaya,-,1429.18,-1.72,1715.28,0.0,95.37,0.57,18,0.0,10,0.0,7,0.0,1,0.0,55.56,0.0,2026-04-08,-,0,578.0
374,-12,ImmoDoP,-,1429.14,-1.23,1827.21,0.0,132.69,0.41,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2026-05-13,-,0,-
375,-10,Beowls,-,1427.26,-2.02,1672.99,0.0,81.91,0.67,25,0.0,12,0.0,13,0.0,0,0.0,48.0,0.0,2026-05-14,-,0,321.0
376,-12,Bobisko,CZ,1426.96,-2.61,1616.98,0.0,63.34,0.87,42,0.0,24,0.0,18,0.0,0,0.0,57.14,0.0,2026-02-03,G,2,384.0
377,-11,Xterm,NO,1426.26,-2.32,1637.64,0.0,70.46,0.77,40,0.0,22,0.0,18,0.0,0,0.0,55.0,0.0,2026-05-20,G,10,167.0
378,-11,milanmar,-,1426.19,-1.81,1697.12,0.0,90.31,0.6,23,0.0,13,0.0,10,0.0,0,0.0,56.52,0.0,2026-03-27,-,0,662.0
379,-18,guppyfry,US,1426.15,-4.42,1534.94,-3.5,36.26,0.3,164,7.0,77,2.0,85,5.0,2,0.0,46.95,-0.82,2026-08-15,G,2,332.0
-,-,devilchn,-,1425.84,-1.5,1751.86,0.0,108.67,0.5,12,0.0,9,0.0,3,0.0,0,0.0,75.0,0.0,2025-05-16,-,0,496.0
380,-12,MrFigu,-,1425.83,-1.93,1680.07,0.0,84.75,0.64,26,0.0,16,0.0,9,0.0,1,0.0,61.54,0.0,2026-03-28,-,0,198.0
381,-38,haimke,-,1425.47,-16.52,1635.9,-25.68,70.14,-3.05,36,3.0,19,0.0,17,3.0,0,0.0,52.78,-4.8,2026-07-08,G,4,261.0
382,-11,Aruta,-,1424.81,-1.73,1708.17,0.0,94.45,0.58,17,0.0,11,0.0,6,0.0,0,0.0,64.71,0.0,2026-05-20,-,0,711.0
383,-13,GangwonTeacher,-,1424.61,-2.11,1657.89,0.0,77.76,0.7,34,0.0,21,0.0,13,0.0,0,0.0,61.76,0.0,2026-03-24,-,0,711.0
-,-,xyx,-,1424.33,-1.28,1807.1,0.0,127.59,0.43,15,0.0,14,0.0,1,0.0,0,0.0,93.33,0.0,2024-10-31,-,0,-
384,-15,Daniii,-,1424.0,-3.13,1581.44,0.0,52.48,1.04,70,0.0,36,0.0,34,0.0,0,0.0,51.43,0.0,2026-03-26,G,4,189.0
385,-12,Rumbleman,US,1423.59,-2.72,1604.69,0.0,60.37,0.91,44,0.0,22,0.0,22,0.0,0,0.0,50.0,0.0,2025-11-30,G,8,638.0
-,-,DukeAtreides,-,1423.58,-1.69,1713.7,0.0,96.71,0.56,23,0.0,15,0.0,8,0.0,0,0.0,65.22,0.0,2024-07-15,-,0,-
386,-40,M.T,-,1422.04,-18.35,1570.91,-24.82,49.62,-2.16,71,7.0,42,1.0,29,6.0,0,0.0,59.15,-4.91,2026-08-15,-,0,469.0
387,-13,nanoprince,-,1421.82,-2.47,1620.28,0.0,66.15,0.82,39,0.0,24,0.0,13,0.0,2,0.0,61.54,0.0,2026-05-20,-,0,382.0
-,-,DaemonCleaner,NO,1421.35,-2.42,1624.0,0.0,67.55,0.81,46,0.0,28,0.0,18,0.0,0,0.0,60.87,0.0,2024-10-31,-,0,-
388,-8,petki,-,1421.25,-1.32,1791.42,0.0,123.39,0.44,14,0.0,10,0.0,4,0.0,0,0.0,71.43,0.0,2026-02-05,-,0,-
-,-,SimTubez,AU,1420.93,-2.34,1632.06,0.0,70.38,0.78,45,0.0,26,0.0,19,0.0,0,0.0,57.78,0.0,2024-04-04,G,2,420.0
389,-11,WanderingWolf,AU,1420.89,-2.4,1625.7,0.0,68.27,0.8,42,0.0,19,0.0,22,0.0,1,0.0,45.24,0.0,2026-04-04,M,1,115.0
390,26,taltal,-,1420.23,20.96,1553.27,17.46,44.35,-1.17,92,7.0,50,4.0,42,3.0,0,0.0,54.35,0.23,2026-08-11,-,0,536.0
391,83,Bull3,-,1419.75,57.63,1646.7,18.93,75.65,-12.9,28,7.0,15,4.0,13,3.0,0,0.0,53.57,1.19,2026-08-24,-,0,805.0
392,-4,Michal_Kossakowski,-,1418.6,1.34,1554.12,-3.34,45.17,-1.56,86,7.0,45,3.0,39,4.0,2,0.0,52.33,-0.83,2026-08-10,-,0,416.0
-,-,FFAZ,HK,1418.48,-2.88,1592.6,0.0,58.04,0.96,62,0.0,34,0.0,28,0.0,0,0.0,54.84,0.0,2024-10-01,P,2,-
393,-11,mzotkiew,-,1418.38,-1.74,1699.32,0.0,93.65,0.58,20,0.0,13,0.0,7,0.0,0,0.0,65.0,0.0,2026-05-24,-,0,-
-,-,Z-man,-,1418.31,-1.23,1817.27,0.0,132.99,0.41,9,0.0,8,0.0,1,0.0,0,0.0,88.89,0.0,2025-03-26,-,0,805.0
-,-,Pat_the_Cat,-,1417.78,-1.69,1707.63,0.0,96.62,0.56,20,0.0,14,0.0,6,0.0,0,0.0,70.0,0.0,2024-08-11,-,0,-
394,-11,Darek79,-,1417.25,-2.51,1612.75,0.0,65.17,0.84,47,0.0,28,0.0,19,0.0,0,0.0,59.57,0.0,2026-03-26,-,0,922.0
395,-9,Shergar,GB,1416.96,-1.86,1680.18,0.0,87.74,0.62,20,0.0,11,0.0,9,0.0,0,0.0,55.0,0.0,2026-05-20,-,0,757.0
396,-9,danilius,IT,1416.38,-2.18,1641.49,0.0,75.04,0.73,34,0.0,19,0.0,14,0.0,1,0.0,55.88,0.0,2026-03-22,P,2,327.0
397,-21,MBlueMan,CA,1415.73,-7.81,1524.94,-7.0,36.41,0.27,189,7.0,93,2.0,92,5.0,4,0.0,49.21,-0.79,2026-08-13,-,0,463.0
-,-,VampireD,HK,1415.42,-1.99,1662.34,0.0,82.31,0.66,27,0.0,19,0.0,8,0.0,0,0.0,70.37,0.0,2025-05-16,-,0,219.0
-,-,Etherealz,CA,1415.38,-3.66,1550.33,0.0,44.98,1.22,135,0.0,64,0.0,71,0.0,0,0.0,47.41,0.0,2025-02-12,-,0,511.0
398,217,LordTheodore,-,1415.18,128.89,1764.06,40.13,116.29,-29.58,14,7.0,11,6.0,2,1.0,1,0.0,78.57,7.14,2026-08-31,-,0,-
-,-,Rivarama,-,1415.16,-2.26,1632.82,0.0,72.55,0.75,45,0.0,26,0.0,18,0.0,1,0.0,57.78,0.0,2023-11-15,G,2,-
-,-,AlbertoMariani91,-,1415.03,-1.44,1755.71,0.0,113.56,0.48,17,0.0,11,0.0,6,0.0,0,0.0,64.71,0.0,2023-04-16,G,2,-
-,-,Ronnan,-,1415.0,-1.6,1721.12,0.0,102.04,0.53,22,0.0,12,0.0,10,0.0,0,0.0,54.55,0.0,2023-04-16,P,2,-
-,-,Woodmouth,NO,1414.25,-2.09,1648.82,0.0,78.19,0.7,37,0.0,17,0.0,17,0.0,3,0.0,45.95,0.0,2023-11-15,-,0,-
399,-10,Hysen,GB,1413.91,-2.85,1586.79,0.0,57.63,0.95,61,0.0,37,0.0,24,0.0,0,0.0,60.66,0.0,2026-02-26,-,0,261.0
400,-9,Leeech,FI,1413.61,-1.75,1697.17,0.0,94.52,0.58,19,0.0,12,0.0,7,0.0,0,0.0,63.16,0.0,2026-05-16,-,0,805.0
401,-11,putih,-,1413.41,-2.0,1658.28,0.0,81.62,0.67,21,0.0,14,0.0,6,0.0,1,0.0,66.67,0.0,2026-05-13,-,0,1256.0
-,-,Fayebian,-,1413.04,-1.6,1719.92,0.0,102.29,0.53,17,0.0,9,0.0,8,0.0,0,0.0,52.94,0.0,2025-08-01,G,2,398.0
402,-10,Antigua,HU,1412.67,-1.65,1708.96,0.0,98.76,0.55,17,0.0,12,0.0,5,0.0,0,0.0,70.59,0.0,2026-03-28,-,0,757.0
-,-,jRune,-,1412.59,-1.81,1685.2,0.0,90.87,0.6,25,0.0,15,0.0,10,0.0,0,0.0,60.0,0.0,2024-08-11,P,6,327.0
403,-9,blackwave,CN,1411.27,-2.37,1618.41,0.0,69.05,0.79,35,0.0,23,0.0,12,0.0,0,0.0,65.71,0.0,2026-05-13,-,0,655.0
404,-9,sillysheep,HK,1410.81,-2.74,1591.05,0.0,60.08,0.91,59,0.0,31,0.0,28,0.0,0,0.0,52.54,0.0,2026-05-12,G,6,757.0
-,-,jzebra,US,1409.95,-1.71,1696.91,0.0,95.65,0.57,30,0.0,11,0.0,18,0.0,1,0.0,36.67,0.0,2023-11-15,P,12,-
405,-21,BirdOfPreyyy,RU,1409.67,-9.57,1531.34,-10.57,40.56,-0.33,125,6.0,69,2.0,56,4.0,0,0.0,55.2,-1.1,2026-08-09,-,0,210.0
-,-,EvilBen,GB,1409.17,-1.4,1759.95,0.0,116.93,0.47,17,0.0,12,0.0,5,0.0,0,0.0,70.59,0.0,2023-04-16,-,0,-
406,142,sergilicious,-,1408.95,89.72,1663.48,20.85,84.84,-22.96,23,7.0,15,4.0,8,3.0,0,0.0,65.22,-3.53,2026-08-13,-,0,-
407,-26,jonzewiespike,DE,1408.67,-13.3,1523.11,-13.55,38.15,-0.09,139,7.0,69,2.0,67,5.0,3,0.0,49.64,-1.12,2026-08-11,-,0,310.0
408,-12,justinkejs,-,1408.54,-3.27,1563.58,0.0,51.68,1.09,81,0.0,40,0.0,40,0.0,1,0.0,49.38,0.0,2026-05-27,G,6,805.0
409,-10,Mul,CA,1408.28,-2.94,1574.97,0.0,55.57,0.98,63,0.0,33,0.0,28,0.0,2,0.0,52.38,0.0,2026-03-31,-,0,319.0
410,-10,AxelKlaar,-,1408.12,-2.17,1634.01,0.0,75.3,0.72,30,0.0,17,0.0,13,0.0,0,0.0,56.67,0.0,2026-05-16,-,0,448.0
411,-10,FollowerOfCicero,-,1407.96,-1.27,1792.73,0.0,128.26,0.42,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2026-04-07,-,0,-
412,-15,Jappa,NL,1407.58,-4.14,1526.88,0.0,39.77,1.38,159,0.0,77,0.0,81,0.0,1,0.0,48.43,0.0,2025-12-14,G,4,313.0
-,-,Donni,DE,1407.16,-3.4,1551.45,0.0,48.1,1.13,96,0.0,43,0.0,53,0.0,0,0.0,44.79,0.0,2025-05-21,-,0,253.0
413,-9,mowangfeng,-,1406.31,-1.54,1724.46,0.0,106.05,0.51,15,0.0,11,0.0,4,0.0,0,0.0,73.33,0.0,2026-03-27,-,0,1375.0
