Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title,Title Count,Leaderboard Rank
9,0,Arne,DE,1862.09,13.92,1986.73,9.11,41.55,-1.6,99,10.0,67,7.0,32,3.0,0,0.0,67.68,0.26,2026-08-12,M,4,14.0
-,-,GZ95,CN,1861.86,-2.15,2090.69,0.0,76.28,0.72,37,0.0,35,0.0,2,0.0,0,0.0,94.59,0.0,2024-08-11,-,0,1106.0
10,0,wolvs,UA,1849.08,9.46,1953.49,7.32,34.8,-0.71,221,13.0,152,8.0,68,5.0,1,0.0,68.78,-0.45,2026-08-20,GM,3,5.0
11,0,Vovka,UA,1840.93,6.87,1986.19,-3.4,48.42,-3.42,69,10.0,52,6.0,17,4.0,0,0.0,75.36,-2.61,2026-08-21,-,0,43.0
12,19,dellcan,-,1839.66,87.37,2040.66,62.95,67.0,-8.14,37,7.0,35,7.0,2,0.0,0,0.0,94.59,1.26,2026-08-17,-,0,852.0
-,-,Airren,US,1836.6,-1.79,2110.52,0.0,91.31,0.6,22,0.0,18,0.0,4,0.0,0,0.0,81.82,0.0,2024-08-11,GM,5,622.0
13,0,Eepogi,FI,1820.7,-3.89,1947.04,0.0,42.11,1.3,125,0.0,83,0.0,40,0.0,2,0.0,66.4,0.0,2026-01-10,GM,1,2.0
14,-2,FirstOfDao,CN,1820.54,-11.6,1919.92,-11.39,33.12,0.07,227,11.0,147,4.0,78,6.0,2,1.0,64.76,-1.44,2026-08-31,P,2,29.0
15,-1,Palino,SK,1819.15,-2.4,2024.38,0.0,68.41,0.8,46,0.0,37,0.0,9,0.0,0,0.0,80.43,0.0,2025-10-11,GM,5,77.0
16,-1,Plunderteig,CN,1814.07,-1.81,2084.43,0.0,90.12,0.6,21,0.0,19,0.0,2,0.0,0,0.0,90.48,0.0,2025-10-11,-,0,102.0
17,4,totsilence,DE,1813.29,24.53,1941.42,22.85,42.71,-0.56,145,6.0,97,6.0,46,0.0,2,0.0,66.9,1.43,2026-08-31,GM,2,9.0
-,-,megumi,CN,1806.95,-2.62,1994.61,0.0,62.55,0.87,48,0.0,33,0.0,15,0.0,0,0.0,68.75,0.0,2025-05-14,-,0,90.0
18,-1,ben0728,KR,1805.44,-0.42,1912.84,1.3,35.8,0.57,207,7.0,140,5.0,67,2.0,0,0.0,67.63,0.13,2026-08-12,-,0,19.0
19,1,pajada,CZ,1801.02,4.71,1925.42,6.24,41.46,0.51,132,3.0,91,2.0,41,1.0,0,0.0,68.94,-0.05,2026-07-07,GM,11,12.0
-,-,Himmelstosh,RU,1799.1,-2.38,2006.05,0.0,68.98,0.79,55,0.0,41,0.0,13,0.0,1,0.0,74.55,0.0,2024-07-15,GM,1,-
20,-2,Wawrzyniec,PL,1790.21,-9.33,1959.97,-20.54,56.59,-3.74,65,6.0,45,2.0,20,4.0,0,0.0,69.23,-3.65,2026-08-31,GM,8,94.0
21,9,Yookie,CN,1789.8,33.81,1931.82,27.65,47.34,-2.05,93,7.0,76,6.0,16,1.0,1,0.0,81.72,0.32,2026-08-08,-,0,201.0
22,-3,Dazzy,CN,1785.71,-12.44,1884.57,-10.62,32.96,0.61,243,7.0,147,2.0,94,5.0,2,0.0,60.49,-0.95,2026-08-11,M,2,20.0
23,-7,Majondor,AU,1782.67,-29.4,1913.23,-39.22,43.52,-3.28,87,13.0,54,4.0,33,9.0,0,0.0,62.07,-5.5,2026-08-30,GM,5,8.0
24,16,Eske,DK,1777.29,46.85,1928.21,41.1,50.31,-1.92,76,6.0,50,6.0,25,0.0,1,0.0,65.79,2.93,2026-08-28,GM,4,110.0
25,9,Jaracz,PL,1775.19,29.11,1912.44,26.16,45.75,-0.98,112,6.0,84,6.0,25,0.0,3,0.0,75.0,1.42,2026-08-31,P,6,258.0
26,-4,Wanderlust,CN,1775.15,-3.51,1918.52,0.0,47.79,1.17,85,0.0,59,0.0,26,0.0,0,0.0,69.41,0.0,2025-11-30,-,0,25.0
27,-2,Lcfyx,FR,1773.54,-3.8,1903.95,0.0,43.47,1.27,123,0.0,74,0.0,49,0.0,0,0.0,60.16,0.0,2025-11-10,M,5,16.0
-,-,Sugoi,CA,1773.06,-2.69,1957.14,0.0,61.36,0.9,66,0.0,48,0.0,18,0.0,0,0.0,72.73,0.0,2024-07-01,P,2,-
28,32,Pitor,NL,1772.1,79.38,1969.12,23.17,65.67,-18.74,38,13.0,28,9.0,10,4.0,0,0.0,73.68,-2.32,2026-08-20,-,0,-
29,0,Kolo,IT,1769.51,12.86,1930.21,-5.8,53.57,-6.22,57,10.0,37,5.0,20,5.0,0,0.0,64.91,-3.18,2026-08-15,M,2,607.0
30,-4,Brightfuture,RU,1767.21,-7.19,1884.26,-4.84,39.02,0.78,178,3.0,120,1.0,56,2.0,2,0.0,67.42,-0.58,2026-07-18,P,7,48.0
-,-,Weida,CN,1765.14,-2.02,2008.09,0.0,80.98,0.67,33,0.0,22,0.0,11,0.0,0,0.0,66.67,0.0,2022-07-01,-,0,-
31,-4,Gilgamesh2,NL,1765.09,-4.68,1892.13,-7.35,42.35,-0.89,92,7.0,55,2.0,37,5.0,0,0.0,59.78,-2.57,2026-08-08,G,2,32.0
-,-,pigfans,CN,1763.82,-1.71,2050.75,0.0,95.64,0.57,24,0.0,20,0.0,4,0.0,0,0.0,83.33,0.0,2022-05-26,-,0,1057.0
32,-4,Gutemetralla,FR,1761.26,-0.64,1868.31,-3.75,35.69,-1.04,173,13.0,100,7.0,71,6.0,2,0.0,57.8,-0.33,2026-08-31,-,0,24.0
33,12,kyshantry,US,1757.72,37.75,1948.21,19.33,63.5,-6.14,42,6.0,30,4.0,12,2.0,0,0.0,71.43,-0.79,2026-08-31,M,1,53.0
34,-10,Drikhen,EE,1751.76,-25.63,1921.37,-45.59,56.54,-6.65,58,10.0,43,4.0,14,6.0,1,0.0,74.14,-7.11,2026-08-18,-,0,226.0
35,-12,zoldaria,US,1748.73,-29.04,1932.06,-41.35,61.11,-4.11,43,6.0,30,2.0,13,4.0,0,0.0,69.77,-5.91,2026-08-31,-,0,288.0
36,-4,Oprah,DK,1748.16,-3.55,1886.69,0.0,46.18,1.18,101,0.0,68,0.0,33,0.0,0,0.0,67.33,0.0,2025-11-30,GM,2,60.0
37,22,a440,CA,1740.61,47.37,1906.31,38.7,55.23,-2.89,64,6.0,40,5.0,22,1.0,2,0.0,62.5,2.16,2026-08-31,-,0,26.0
38,-2,mwi,PL,1738.85,-1.74,1849.57,-3.52,36.91,-0.6,154,10.0,84,4.0,70,6.0,0,0.0,54.55,-1.01,2026-08-09,M,1,13.0
39,0,Dantes,US,1736.94,4.86,1857.07,-1.92,40.04,-2.26,106,13.0,61,6.0,43,7.0,2,0.0,57.55,-1.59,2026-08-31,P,1,36.0
40,new,Kroplasowy,-,1734.38,1284.38,2174.32,674.32,146.65,146.65,8,8.0,7,7.0,1,1.0,0,0.0,87.5,87.5,2026-08-31,-,0,-
41,2,holy834,CN,1733.78,12.85,1849.42,9.95,38.55,-0.97,122,10.0,81,6.0,39,4.0,2,0.0,66.39,-0.57,2026-08-10,-,0,146.0
42,6,DrRerNate,DE,1733.56,16.24,1933.97,8.43,66.8,-2.6,45,3.0,32,2.0,12,1.0,1,0.0,71.11,-0.32,2026-07-18,GM,4,142.0
-,-,e5582768,CN,1730.68,-2.73,1911.08,0.0,60.13,0.91,59,0.0,38,0.0,21,0.0,0,0.0,64.41,0.0,2025-08-21,-,0,238.0
-,-,mbbchess,US,1728.91,-2.2,1952.48,0.0,74.52,0.73,39,0.0,28,0.0,11,0.0,0,0.0,71.79,0.0,2025-05-14,P,2,398.0
43,-8,321letsjam,DE,1727.41,-16.79,1867.93,-17.14,46.84,-0.12,103,3.0,68,0.0,34,3.0,1,0.0,66.02,-1.98,2026-07-20,G,5,67.0
-,-,Sohoof,NL,1725.9,-2.95,1894.66,0.0,56.25,0.98,69,0.0,48,0.0,21,0.0,0,0.0,69.57,0.0,2025-08-15,-,0,218.0
-,-,littlesquirrel,CN,1725.07,-2.45,1926.09,0.0,67.01,0.82,41,0.0,33,0.0,8,0.0,0,0.0,80.49,0.0,2025-08-13,-,0,138.0
44,5,Allfather,US,1724.43,11.33,1849.69,8.75,41.75,-0.86,105,7.0,66,4.0,39,3.0,0,0.0,62.86,-0.41,2026-08-08,-,0,30.0
45,-8,Lander90,BE,1723.82,-11.46,1847.83,-19.74,41.34,-2.76,107,13.0,77,5.0,29,8.0,1,0.0,71.96,-4.64,2026-08-31,-,0,80.0
46,73,tianren4561367,-,1723.74,104.87,1911.19,54.34,62.48,-16.84,40,14.0,34,11.0,6,3.0,0,0.0,85.0,-3.46,2026-08-31,-,0,-
47,-1,Gandin,CH,1722.96,3.71,1846.3,5.31,41.11,0.53,108,3.0,65,2.0,43,1.0,0,0.0,60.19,0.19,2026-07-14,M,4,15.0
48,-15,Angor,RU,1721.74,-27.98,1875.9,-29.24,51.39,-0.42,81,3.0,48,0.0,33,3.0,0,0.0,59.26,-2.28,2026-07-14,GM,1,104.0
49,-11,Cogito3,US,1720.27,-12.01,1833.7,-16.58,37.81,-1.52,125,13.0,79,6.0,46,7.0,0,0.0,63.2,-1.98,2026-08-31,G,1,34.0
50,-9,CaesarSalah,US,1718.68,-10.78,1815.6,-9.69,32.31,0.36,262,10.0,149,3.0,112,7.0,1,0.0,56.87,-1.07,2026-08-16,P,15,21.0
51,-4,RestlessMe,US,1715.07,-3.26,1811.75,-1.29,32.23,0.65,247,8.0,134,2.0,111,5.0,2,1.0,54.25,-0.98,2026-08-31,P,5,34.0
52,-2,BelieveDream,-,1710.45,-2.56,1902.46,0.0,64.0,0.85,43,0.0,32,0.0,10,0.0,1,0.0,74.42,0.0,2025-11-10,-,0,130.0
53,-2,KarlThomas,NO,1709.32,-2.6,1899.35,0.0,63.34,0.87,51,0.0,34,0.0,15,0.0,2,0.0,66.67,0.0,2025-10-15,M,4,-
54,-10,Sylvain,FR,1709.24,-11.35,1833.6,-12.43,41.45,-0.36,128,6.0,76,2.0,52,4.0,0,0.0,59.38,-1.28,2026-08-31,M,2,38.0
-,-,Draculade,-,1708.59,-2.45,1909.44,0.0,66.95,0.82,54,0.0,39,0.0,15,0.0,0,0.0,72.22,0.0,2024-07-01,P,2,653.0
55,6,Malakesh,DE,1708.38,17.15,1843.27,10.17,44.96,-2.33,86,10.0,60,7.0,26,3.0,0,0.0,69.77,0.03,2026-08-10,-,0,298.0
56,-14,Praetorianer,DE,1707.57,-19.82,1803.5,-18.87,31.98,0.32,258,10.0,143,2.0,112,8.0,3,0.0,55.43,-1.42,2026-08-16,GM,1,33.0
57,28,IdkIdcIdgaf,UA,1705.32,48.63,1927.21,20.29,73.97,-9.44,41,6.0,31,4.0,9,1.0,1,1.0,75.61,-1.53,2026-08-31,G,2,398.0
-,-,St4nkk,PL,1704.76,-2.26,1922.43,0.0,72.55,0.75,39,0.0,27,0.0,12,0.0,0,0.0,69.23,0.0,2025-08-19,M,1,265.0
58,31,ERock37,CA,1703.57,53.48,1829.27,44.72,41.9,-2.92,100,13.0,67,11.0,33,2.0,0,0.0,67.0,2.63,2026-08-31,-,0,51.0
59,-6,Huettengaudi,DE,1703.27,-3.72,1836.65,0.0,44.46,1.24,97,0.0,62,0.0,35,0.0,0,0.0,63.92,0.0,2026-05-19,P,6,71.0
60,-8,DrSniken,NO,1699.8,-9.98,1831.95,-9.28,44.05,0.23,93,3.0,57,1.0,35,2.0,1,0.0,61.29,-0.93,2026-07-23,-,0,72.0
-,-,Lemmingsplayer,GB,1699.69,-2.04,1940.52,0.0,80.28,0.68,31,0.0,20,0.0,10,0.0,1,0.0,64.52,0.0,2024-10-31,GM,1,-
61,-7,Boromir7,PL,1699.59,-3.88,1827.2,0.0,42.54,1.29,132,0.0,78,0.0,51,0.0,3,0.0,59.09,0.0,2026-05-20,M,8,31.0
62,0,GerisNezus,LT,1699.41,10.81,1801.15,9.8,33.91,-0.34,219,13.0,133,7.0,84,6.0,2,0.0,60.73,-0.44,2026-08-30,P,3,45.0
63,65,FCKAFD,DE,1697.4,88.99,1916.76,57.05,73.12,-10.64,26,6.0,18,5.0,8,1.0,0,0.0,69.23,4.23,2026-08-31,-,0,100.0
64,-9,Vantablack,MO,1697.16,-3.73,1830.65,0.0,44.5,1.24,136,0.0,83,0.0,53,0.0,0,0.0,61.03,0.0,2026-05-20,GM,1,84.0
65,-8,Raffaello,DE,1696.0,-2.39,1820.77,-6.85,41.59,-1.49,101,10.0,62,3.0,39,7.0,0,0.0,61.39,-3.45,2026-08-19,G,2,39.0
66,-8,barboucha,FR,1694.04,-2.55,1887.57,0.0,64.51,0.85,46,0.0,31,0.0,15,0.0,0,0.0,67.39,0.0,2025-11-21,GM,1,50.0
-,-,Dirkules,DE,1692.57,-2.15,1921.02,0.0,76.15,0.72,39,0.0,27,0.0,12,0.0,0,0.0,69.23,0.0,2024-07-15,GM,3,-
67,6,jantteri,-,1687.62,15.26,1791.54,13.75,34.64,-0.5,171,12.0,103,9.0,68,3.0,0,0.0,60.23,1.11,2026-08-31,G,5,46.0
68,-5,moemoe,DE,1682.65,-3.91,1810.41,0.0,42.59,1.3,96,0.0,63,0.0,32,0.0,1,0.0,65.62,0.0,2026-05-25,-,0,65.0
69,-13,syras,-,1679.52,-20.71,1819.14,-25.97,46.54,-1.75,78,7.0,49,1.0,29,6.0,0,0.0,62.82,-4.79,2026-08-19,-,0,254.0
70,-6,Tordread,US,1679.46,-4.73,1787.13,0.0,35.89,1.58,202,0.0,111,0.0,89,0.0,2,0.0,54.95,0.0,2026-05-26,GM,3,44.0
71,-1,MidnightFox,SE,1678.54,2.52,1805.9,-0.64,42.45,-1.05,102,7.0,60,3.0,41,3.0,1,1.0,58.82,-1.18,2026-08-12,G,2,62.0
72,-7,LittleBob,TW,1676.35,-5.04,1784.71,-4.47,36.12,0.19,157,7.0,88,2.0,68,5.0,1,0.0,56.05,-1.28,2026-08-08,P,14,68.0
73,-4,Spartan1337,NL,1676.21,-1.79,1773.74,-2.34,32.51,-0.19,237,13.0,128,7.0,105,6.0,4,0.0,54.01,-0.01,2026-08-31,P,10,37.0
74,-8,Fourierrr,BR,1675.98,-3.01,1840.69,0.0,54.9,1.0,66,0.0,38,0.0,28,0.0,0,0.0,57.58,0.0,2026-05-20,M,2,49.0
75,-7,darwinian,GB,1675.44,-2.57,1794.45,-5.89,39.67,-1.11,115,10.0,67,3.0,47,7.0,1,0.0,58.26,-2.69,2026-08-21,P,2,91.0
76,-9,scipio238,GB,1675.08,-3.28,1825.54,0.0,50.15,1.09,67,0.0,42,0.0,25,0.0,0,0.0,62.69,0.0,2026-02-10,P,3,41.0
77,54,Icallhimtest,-,1672.19,65.5,1885.89,18.41,71.23,-15.7,28,10.0,20,7.0,8,3.0,0,0.0,71.43,-0.79,2026-08-11,-,0,-
78,57,dannyboy14,US,1671.56,67.22,1862.46,48.67,63.63,-6.18,45,6.0,29,5.0,16,1.0,0,0.0,64.44,2.9,2026-08-31,GM,2,23.0
79,0,Sektat,CH,1670.06,5.21,1788.66,1.12,39.53,-1.37,114,10.0,59,5.0,55,5.0,0,0.0,51.75,-0.17,2026-08-16,M,11,18.0
80,-8,WowaduHek,-,1669.8,-3.14,1826.87,0.0,52.36,1.05,62,0.0,44,0.0,18,0.0,0,0.0,70.97,0.0,2026-05-12,-,0,318.0
82,-8,Snucka,US,1668.91,-3.25,1823.32,0.0,51.47,1.08,73,0.0,50,0.0,23,0.0,0,0.0,68.49,0.0,2025-11-30,-,0,128.0
81,16,Unterjochen,DE,1668.91,25.44,1790.73,23.12,40.61,-0.77,100,8.0,64,6.0,35,2.0,1,0.0,64.0,0.96,2026-08-31,-,0,100.0
-,-,Binki,RU,1667.35,-2.51,1864.84,0.0,65.83,0.84,63,0.0,42,0.0,21,0.0,0,0.0,66.67,0.0,2023-11-15,GM,3,-
83,-12,daimx,-,1667.19,-8.69,1770.99,-7.68,34.6,0.34,177,7.0,97,2.0,79,5.0,1,0.0,54.8,-1.08,2026-08-16,P,4,63.0
84,-4,BlixLT,LT,1664.97,1.55,1762.51,2.92,32.52,0.46,268,9.0,150,5.0,116,4.0,2,0.0,55.97,-0.01,2026-08-31,P,18,56.0
85,-8,iyakhoop,TH,1664.56,-3.75,1795.84,0.0,43.76,1.25,130,0.0,76,0.0,51,0.0,3,0.0,58.46,0.0,2025-11-30,GM,1,297.0
86,5,belowfox,CN,1664.43,15.43,1805.67,11.53,47.08,-1.3,84,7.0,59,6.0,23,1.0,2,0.0,70.24,1.41,2026-08-09,-,0,155.0
-,-,Raulone,ES,1662.98,-2.61,1851.66,0.0,62.89,0.87,43,0.0,28,0.0,15,0.0,0,0.0,65.12,0.0,2025-08-26,G,5,93.0
-,-,sdzy,-,1662.51,-2.02,1905.28,0.0,80.92,0.67,34,0.0,26,0.0,7,0.0,1,0.0,76.47,0.0,2025-07-02,-,0,321.0
87,0,HCsquared,CA,1662.01,8.12,1804.08,7.69,47.36,-0.14,94,3.0,56,2.0,38,1.0,0,0.0,59.57,0.23,2026-07-17,P,6,66.0
-,-,DJLAODIE,CN,1661.67,-3.28,1812.23,0.0,50.19,1.09,95,0.0,60,0.0,32,0.0,3,0.0,63.16,0.0,2025-07-02,-,0,340.0
88,-7,yliu386,AU,1661.4,-1.96,1910.73,0.0,83.11,0.65,30,0.0,26,0.0,4,0.0,0,0.0,86.67,0.0,2026-05-27,-,0,529.0
89,-5,Masox,DE,1661.07,3.31,1758.75,4.07,32.56,0.25,250,10.0,141,6.0,106,4.0,3,0.0,56.4,0.15,2026-08-20,P,2,92.0
90,-12,Ristey,GB,1660.74,-5.0,1759.42,0.0,32.89,1.67,258,0.0,144,0.0,113,0.0,1,0.0,55.81,0.0,2026-05-31,P,3,52.0
91,-15,zadokk,BE,1658.59,-9.89,1775.52,-9.42,38.98,0.16,142,6.0,75,1.0,65,5.0,2,0.0,52.82,-1.59,2026-08-31,P,14,80.0
-,-,DJParson,DE,1658.23,-2.24,1878.15,0.0,73.31,0.75,38,0.0,26,0.0,12,0.0,0,0.0,68.42,0.0,2025-07-07,GM,8,321.0
92,-10,jezza101,AU,1655.87,-6.04,1785.81,-5.29,43.31,0.25,101,3.0,51,1.0,47,2.0,3,0.0,50.5,-0.52,2026-07-17,G,4,40.0
93,2,roverandom,HR,1654.45,9.92,1755.44,11.73,33.66,0.61,216,7.0,119,5.0,95,2.0,2,0.0,55.09,0.54,2026-08-11,P,10,121.0
94,-11,Kesterer,GB,1653.37,-6.14,1868.44,-59.86,71.69,-17.91,29,10.0,20,4.0,9,6.0,0,0.0,68.97,-15.24,2026-08-09,-,0,-
95,-9,Reenter73,-,1652.83,-2.61,1841.08,0.0,62.75,0.87,57,0.0,38,0.0,18,0.0,1,0.0,66.67,0.0,2026-05-31,M,5,154.0
96,-4,Fjantarik,-,1651.32,3.27,1852.27,-5.85,66.98,-3.04,36,3.0,21,1.0,15,2.0,0,0.0,58.33,-2.28,2026-07-18,P,2,58.0
97,3,Lech,PL,1650.5,13.69,1785.29,11.73,44.93,-0.65,90,6.0,48,3.0,41,3.0,1,0.0,53.33,-0.24,2026-08-20,M,3,17.0
98,-10,whsvin,HK,1648.97,-2.01,1893.9,0.0,81.64,0.67,30,0.0,20,0.0,9,0.0,1,0.0,66.67,0.0,2026-05-17,GM,6,64.0
99,-9,delonecarter,GB,1647.06,-2.62,1835.27,0.0,62.74,0.87,56,0.0,40,0.0,14,0.0,2,0.0,71.43,0.0,2026-05-23,G,15,243.0
-,-,Maxxxx,-,1646.31,-1.69,1936.96,0.0,96.89,0.56,24,0.0,19,0.0,5,0.0,0,0.0,79.17,0.0,2023-07-18,P,4,-
100,39,MrBiz,US,1645.78,43.67,1813.9,20.5,56.04,-7.72,51,10.0,38,6.0,13,4.0,0,0.0,74.51,-3.54,2026-08-16,-,0,480.0
-,-,Xxyu,CN,1643.5,-1.97,1892.3,0.0,82.94,0.66,30,0.0,22,0.0,8,0.0,0,0.0,73.33,0.0,2024-10-31,-,0,845.0
101,69,bryanckh,SG,1642.95,67.87,1851.68,40.66,69.58,-9.07,33,8.0,28,7.0,5,1.0,0,0.0,84.85,0.85,2026-08-13,-,0,1262.0
102,0,Gavatron,CA,1642.86,7.28,1826.36,2.29,61.16,-1.67,57,3.0,39,2.0,18,1.0,0,0.0,68.42,-0.1,2026-07-18,P,3,155.0
103,-10,speedstone,PL,1642.34,-4.15,1762.9,0.0,40.18,1.38,134,0.0,71,0.0,58,0.0,5,0.0,52.99,0.0,2026-05-19,-,0,108.0
104,-8,daggsea,CN,1641.83,-2.29,1793.54,-10.54,50.57,-2.75,65,7.0,43,2.0,22,5.0,0,0.0,66.15,-4.54,2026-08-16,-,0,304.0
105,-7,Rob_Stedman,AU,1638.84,-4.21,1756.42,0.0,39.19,1.4,163,0.0,92,0.0,70,0.0,1,0.0,56.44,0.0,2026-05-20,M,1,122.0
106,1,BoatyMcBoatface,US,1637.67,7.98,1754.53,4.33,38.95,-1.22,130,10.0,73,6.0,55,4.0,2,0.0,56.15,0.32,2026-08-14,P,2,88.0
107,-8,vodka,CZ,1637.15,-3.21,1791.38,0.0,51.41,1.07,71,0.0,53,0.0,17,0.0,1,0.0,74.65,0.0,2026-05-22,G,4,228.0
-,-,xRen1101,LT,1636.64,-1.55,1952.11,0.0,105.16,0.52,19,0.0,15,0.0,4,0.0,0,0.0,78.95,0.0,2023-03-01,P,4,-
-,-,Lambda,ES,1635.43,-1.34,2001.9,0.0,122.16,0.45,12,0.0,11,0.0,1,0.0,0,0.0,91.67,0.0,2023-06-06,GM,2,22.0
-,-,Musan,US,1634.08,-3.58,1772.16,0.0,46.03,1.19,123,0.0,79,0.0,44,0.0,0,0.0,64.23,0.0,2025-03-21,P,4,291.0
108,-4,Nickeberg,-,1633.53,-1.6,1806.21,-5.51,57.56,-1.3,59,3.0,34,1.0,25,2.0,0,0.0,57.63,-1.3,2026-07-14,P,2,216.0
109,70,ysiad,-,1632.79,66.46,1777.79,57.28,48.34,-3.06,68,9.0,45,8.0,23,1.0,0,0.0,66.18,3.47,2026-08-31,-,0,460.0
110,-9,Kay,HK,1632.32,-4.23,1749.25,0.0,38.97,1.41,148,0.0,98,0.0,49,0.0,1,0.0,66.22,0.0,2026-05-26,P,2,61.0
-,-,sqwndw,CN,1631.78,-3.56,1779.9,0.0,49.38,1.19,115,0.0,66,0.0,47,0.0,2,0.0,57.39,0.0,2024-10-01,GM,2,-
111,2,Jorrig,CH,1631.52,6.78,1771.02,6.68,46.5,-0.03,107,3.0,65,2.0,42,1.0,0,0.0,60.75,0.17,2026-07-12,M,1,79.0
112,-7,Shagrat,CZ,1631.06,-0.89,1738.21,-2.34,35.72,-0.48,151,10.0,93,5.0,56,5.0,2,0.0,61.59,-0.82,2026-08-20,G,1,112.0
113,-19,Flackk,BG,1629.17,-16.22,1746.2,-14.04,39.01,0.73,123,3.0,59,0.0,63,3.0,1,0.0,47.97,-1.2,2026-07-12,P,5,47.0
114,-2,MindKillazz,CA,1628.4,2.84,1732.06,4.25,34.56,0.47,188,7.0,106,5.0,79,2.0,3,0.0,56.38,0.58,2026-08-17,P,2,134.0
-,-,WDD,CN,1628.37,-2.5,1824.35,0.0,65.33,0.83,43,0.0,30,0.0,13,0.0,0,0.0,69.77,0.0,2025-07-01,-,0,224.0
-,-,gorozei-12ans,CH,1627.45,-1.4,1978.42,0.0,116.99,0.47,16,0.0,14,0.0,2,0.0,0,0.0,87.5,0.0,2023-06-06,G,2,-
-,-,SnailZane,CN,1627.17,-2.35,1836.04,0.0,69.62,0.78,47,0.0,30,0.0,17,0.0,0,0.0,63.83,0.0,2024-08-11,M,6,757.0
-,-,SuperDon,-,1626.25,-1.44,1966.63,0.0,113.46,0.48,16,0.0,13,0.0,3,0.0,0,0.0,81.25,0.0,2022-03-01,-,0,-
115,-5,Cmacu,-,1625.46,-2.17,1851.06,0.0,75.2,0.72,36,0.0,25,0.0,11,0.0,0,0.0,69.44,0.0,2026-03-25,-,0,321.0
116,-8,vaLfizzL,DE,1625.26,-4.32,1739.45,0.0,38.06,1.44,186,0.0,97,0.0,88,0.0,1,0.0,52.15,0.0,2025-11-30,M,4,109.0
117,24,drodriguez,-,1624.25,24.08,1767.28,13.33,47.68,-3.58,73,10.0,48,6.0,25,4.0,0,0.0,65.75,-0.92,2026-08-10,-,0,126.0
-,-,Crey,-,1624.23,-1.87,1886.93,0.0,87.57,0.62,26,0.0,18,0.0,7,0.0,1,0.0,69.23,0.0,2025-07-09,G,2,299.0
118,-9,ElChupacabra,MK,1624.11,-3.93,1750.04,0.0,41.98,1.31,100,0.0,51,0.0,49,0.0,0,0.0,51.0,0.0,2026-03-22,M,1,42.0
119,87,DarKStyle,-,1623.51,78.09,1828.28,18.76,68.26,-19.78,31,12.0,19,7.0,12,5.0,0,0.0,61.29,-1.87,2026-08-31,-,0,-
120,-2,Doobie,CN,1622.72,3.57,1720.76,2.92,32.68,-0.22,230,13.0,116,5.0,107,7.0,7,1.0,50.43,-0.72,2026-08-31,G,21,87.0
121,-10,Garri,ES,1622.4,-4.11,1742.81,0.0,40.14,1.37,174,0.0,99,0.0,73,0.0,2,0.0,56.9,0.0,2026-05-25,G,6,145.0
122,-5,Rajeev,-,1621.26,0.84,1759.23,-3.2,45.99,-1.35,81,7.0,48,2.0,33,5.0,0,0.0,59.26,-2.9,2026-08-17,G,1,129.0
