Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title,Title Count,Leaderboard Rank
1,0,DireNTropy,US,1894.73,-4.69,2006.82,-6.33,37.36,-0.55,284,10.0,220,6.0,63,4.0,1,0.0,77.46,-0.64,2026-08-15,GM,3,-
-,-,Airren,US,1887.54,-2.7,2069.52,0.0,60.66,0.9,96,0.0,85,0.0,11,0.0,0,0.0,88.54,0.0,2023-09-14,GM,5,622.0
2,2,Grozz,RU,1876.27,33.78,1951.37,33.43,25.03,-0.12,390,36.0,283,30.0,104,6.0,3,0.0,72.56,1.09,2026-08-28,M,1,6.0
3,0,Weidenbaum,DE,1868.71,-5.63,1945.15,-5.71,25.48,-0.03,750,32.0,503,18.0,236,13.0,11,1.0,67.07,-0.48,2026-08-28,GM,27,10.0
4,-2,Wawrzyniec,PL,1862.64,-18.1,1977.99,-22.02,38.45,-1.31,236,12.0,169,5.0,64,7.0,3,0.0,71.61,-1.6,2026-08-26,GM,8,94.0
5,0,wolvs,UA,1854.71,12.66,1926.04,13.92,23.77,0.42,734,38.0,500,27.0,229,11.0,5,0.0,68.12,0.16,2026-08-31,GM,3,5.0
6,7,a440,CA,1837.7,33.85,1950.03,30.34,37.45,-1.17,234,12.0,164,10.0,69,2.0,1,0.0,70.09,0.72,2026-08-26,-,0,26.0
7,-1,Martin_Pecheur,FR,1834.73,-3.24,1907.32,-2.85,24.19,0.13,798,34.0,512,17.0,280,17.0,6,0.0,64.16,-0.63,2026-08-28,GM,15,1.0
8,0,St4nkk,PL,1823.16,-3.57,1948.68,-1.28,41.84,0.76,194,2.0,153,1.0,40,1.0,1,0.0,78.87,-0.3,2026-07-04,M,1,265.0
9,0,mwi,PL,1821.93,-0.5,1903.2,0.85,27.09,0.45,352,20.0,251,13.0,99,7.0,2,0.0,71.31,-0.38,2026-07-29,M,1,13.0
10,-3,Genghisip,UA,1820.42,-10.96,1930.65,-10.35,36.74,0.2,224,6.0,146,2.0,78,4.0,0,0.0,65.18,-0.88,2026-07-25,GM,9,27.0
11,-1,whsvin,HK,1813.89,-4.55,1929.27,0.0,38.46,1.52,324,0.0,250,0.0,74,0.0,0,0.0,77.16,0.0,2026-05-15,GM,6,64.0
12,0,Palino,SK,1812.32,-0.01,1907.14,2.14,31.61,0.72,558,8.0,363,5.0,195,3.0,0,0.0,65.05,-0.04,2026-08-14,GM,5,77.0
13,2,Majondor,AU,1807.83,6.22,1885.08,7.22,25.75,0.33,534,24.0,341,15.0,187,9.0,6,0.0,63.86,-0.06,2026-08-24,GM,5,8.0
14,0,funestus,NO,1805.19,2.45,1895.01,6.07,29.94,1.21,342,6.0,231,4.0,109,2.0,2,0.0,67.54,-0.02,2026-07-25,GM,2,11.0
15,-4,pv4,BE,1800.71,-13.68,1885.33,-10.86,28.21,0.94,518,12.0,308,5.0,205,7.0,5,0.0,59.46,-0.42,2026-08-19,GM,14,3.0
16,0,totsilence,DE,1793.02,-6.14,1871.95,-4.64,26.31,0.5,662,22.0,436,12.0,221,10.0,5,0.0,65.86,-0.39,2026-08-31,GM,2,9.0
17,2,Arne,DE,1791.0,-1.44,1872.93,0.59,27.31,0.68,334,16.0,223,10.0,109,6.0,2,0.0,66.77,-0.21,2026-07-21,M,4,14.0
18,2,Lcfyx,FR,1790.98,4.21,1879.96,8.07,29.66,1.29,396,6.0,262,5.0,132,1.0,2,0.0,66.16,0.26,2026-07-10,M,5,16.0
-,-,Dirkules,DE,1790.51,-3.53,1937.33,0.0,48.94,1.18,126,0.0,93,0.0,33,0.0,0,0.0,73.81,0.0,2024-07-15,GM,3,-
-,-,Pascalotopia,CA,1786.95,-3.34,1933.73,0.0,48.93,1.11,116,0.0,79,0.0,37,0.0,0,0.0,68.1,0.0,2024-09-10,GM,5,-
19,-1,barboucha,FR,1786.42,-7.28,1881.48,-2.38,31.69,1.63,314,4.0,218,3.0,92,1.0,4,0.0,69.43,0.08,2026-07-20,GM,1,50.0
20,16,Kolo,IT,1780.78,32.53,1915.48,21.37,44.9,-3.72,132,12.0,107,9.0,24,3.0,1,0.0,81.06,-0.61,2026-07-16,M,2,607.0
21,5,dannyboy14,US,1777.8,5.77,1860.18,6.79,27.46,0.34,396,18.0,241,12.0,151,6.0,4,0.0,60.86,0.28,2026-08-31,GM,2,23.0
22,2,Eepogi,FI,1777.62,5.01,1856.34,9.51,26.24,1.5,640,10.0,383,7.0,254,3.0,3,0.0,59.84,0.16,2026-07-20,GM,1,2.0
23,2,DANeo,DE,1777.58,5.24,1866.61,6.8,29.68,0.52,316,12.0,189,7.0,124,5.0,3,0.0,59.81,-0.06,2026-08-30,GM,3,7.0
24,-2,Eske,DK,1777.32,0.67,1882.32,-1.1,35.0,-0.59,356,12.0,238,7.0,115,5.0,3,0.0,66.85,-0.3,2026-08-20,GM,4,110.0
-,-,Sandwhale,US,1777.06,-3.38,1925.3,0.0,49.41,1.13,152,0.0,109,0.0,43,0.0,0,0.0,71.71,0.0,2025-07-27,GM,2,82.0
25,-8,Vovka,UA,1776.92,-20.67,1870.36,-22.6,31.15,-0.64,188,18.0,130,6.0,57,12.0,1,0.0,69.15,-3.79,2026-08-19,-,0,43.0
-,-,silent_x111,US,1771.93,-3.17,1934.4,0.0,54.16,1.06,246,0.0,183,0.0,63,0.0,0,0.0,74.39,0.0,2022-07-06,GM,14,-
26,2,ERock37,CA,1765.33,2.97,1851.23,3.74,28.63,0.26,244,16.0,156,9.0,87,7.0,1,0.0,63.93,-0.54,2026-08-31,-,0,51.0
27,-6,zoldaria,US,1763.23,-20.55,1873.88,-30.45,36.89,-3.3,142,22.0,107,10.0,33,12.0,2,0.0,75.35,-5.48,2026-08-24,-,0,288.0
28,-1,AaronGreen,US,1760.79,-2.25,1857.51,-3.74,32.24,-0.5,578,16.0,331,8.0,243,8.0,4,0.0,57.27,-0.2,2026-08-24,GM,7,729.0
29,9,Dantes,US,1758.56,13.89,1839.05,12.73,26.83,-0.39,258,28.0,159,18.0,98,10.0,1,0.0,61.63,0.33,2026-08-31,P,1,36.0
30,0,Tamirys,US,1754.21,-5.44,1835.89,-1.48,27.23,1.32,700,10.0,406,5.0,287,5.0,7,0.0,58.0,-0.12,2026-07-20,GM,9,69.0
31,0,Gandin,CH,1753.88,-5.65,1838.92,-3.29,28.34,0.79,376,12.0,237,5.0,137,7.0,2,0.0,63.03,-0.71,2026-08-07,M,4,15.0
-,-,Binki,RU,1752.39,-3.8,1882.13,0.0,43.25,1.27,256,0.0,170,0.0,84,0.0,2,0.0,66.41,0.0,2023-12-03,GM,3,-
32,24,kyshantry,US,1749.94,26.14,1868.9,20.12,39.65,-2.01,170,12.0,100,8.0,70,4.0,0,0.0,58.82,0.59,2026-08-31,M,1,53.0
33,14,Jaracz,PL,1749.16,20.29,1853.32,19.18,34.72,-0.37,256,12.0,184,10.0,70,2.0,2,0.0,71.88,0.57,2026-08-24,P,6,258.0
34,-11,Tim248,-,1748.75,-24.97,1943.11,-29.06,64.79,-1.36,56,2.0,50,0.0,6,2.0,0,0.0,89.29,-3.3,2026-07-04,-,0,863.0
35,206,SandHippo,CN,1747.88,175.53,2026.14,-27.79,92.75,-67.77,18,12.0,13,8.0,5,4.0,0,0.0,72.22,-11.11,2026-08-26,-,0,238.0
36,3,Dots,DE,1747.78,4.83,1877.96,2.62,43.39,-0.74,162,6.0,110,4.0,52,2.0,0,0.0,67.9,-0.05,2026-07-09,GM,2,123.0
37,-3,Sektat,CH,1747.69,-3.85,1824.99,-1.53,25.76,0.78,458,18.0,282,9.0,174,9.0,2,0.0,61.57,-0.48,2026-07-21,M,11,18.0
38,-1,Sellux,IT,1747.24,2.3,1893.11,-9.68,48.63,-3.99,78,10.0,58,5.0,20,5.0,0,0.0,74.36,-3.58,2026-08-22,-,0,203.0
39,-10,pajada,CZ,1747.14,-12.74,1823.15,-9.74,25.34,1.0,904,20.0,508,8.0,386,12.0,10,0.0,56.19,-0.37,2026-07-28,GM,11,12.0
40,-5,Lambda,ES,1746.53,-4.08,1867.8,0.0,40.42,1.36,162,0.0,112,0.0,49,0.0,1,0.0,69.14,0.0,2026-04-14,GM,2,22.0
41,-8,Pitor,NL,1746.48,-5.98,1876.96,-27.61,43.49,-7.21,96,22.0,75,12.0,21,10.0,0,0.0,78.12,-7.02,2026-08-16,-,0,-
42,21,FCKAFD,DE,1737.92,27.69,1867.77,18.58,43.28,-3.04,90,12.0,67,9.0,23,3.0,0,0.0,74.44,0.08,2026-08-31,-,0,100.0
43,10,IdkIdcIdgaf,UA,1737.63,12.58,1856.8,2.39,39.72,-3.4,118,16.0,84,9.0,33,7.0,1,0.0,71.19,-2.34,2026-08-31,G,2,398.0
44,-4,Gutemetralla,FR,1737.03,-4.32,1828.85,-5.18,30.61,-0.29,238,16.0,167,7.0,70,9.0,1,0.0,70.17,-1.9,2026-08-31,-,0,24.0
45,10,Angor,RU,1736.51,12.43,1838.11,11.3,33.87,-0.38,288,12.0,191,8.0,94,4.0,3,0.0,66.32,0.02,2026-07-13,GM,1,104.0
-,-,Lemmingsplayer,GB,1735.79,-2.78,1915.38,0.0,59.86,0.93,96,0.0,79,0.0,17,0.0,0,0.0,82.29,0.0,2022-09-04,GM,1,-
46,-14,saru,CN,1735.6,-19.66,1812.13,-14.98,25.51,1.56,722,22.0,433,8.0,274,14.0,15,0.0,59.97,-0.74,2026-08-31,M,3,4.0
47,-6,Cogito3,US,1734.89,-5.02,1812.65,-4.83,25.92,0.06,316,26.0,204,14.0,109,12.0,3,0.0,64.56,-0.96,2026-08-30,G,1,34.0
48,23,maximpodg,-,1732.83,32.41,1870.56,18.96,45.91,-4.48,108,12.0,74,7.0,34,5.0,0,0.0,68.52,-1.27,2026-08-18,M,2,-
49,18,tianren4561367,-,1732.1,24.2,1891.24,-14.52,53.05,-12.9,54,18.0,43,10.0,10,7.0,1,1.0,79.63,-12.04,2026-08-30,-,0,-
50,-2,321letsjam,DE,1731.13,2.44,1823.35,7.22,30.74,1.59,304,6.0,197,4.0,105,2.0,2,0.0,64.8,0.03,2026-07-10,G,5,67.0
52,-9,Lech,PL,1730.98,-4.4,1812.03,-3.83,27.02,0.19,440,22.0,265,9.0,173,13.0,2,0.0,60.23,-1.01,2026-08-16,M,3,17.0
51,-9,iyakhoop,TH,1730.98,-4.47,1841.36,0.0,36.79,1.49,406,0.0,249,0.0,148,0.0,9,0.0,61.33,0.0,2025-11-30,GM,1,297.0
53,-2,Raffaello,DE,1729.68,2.99,1810.25,4.1,26.86,0.37,296,20.0,197,12.0,97,8.0,2,0.0,66.55,-0.48,2026-07-28,G,2,39.0
-,-,Sohoof,NL,1725.03,-3.64,1864.97,0.0,46.65,1.21,120,0.0,87,0.0,32,0.0,1,0.0,72.5,0.0,2025-08-18,-,0,218.0
54,-4,Spartan1337,NL,1724.25,-2.77,1803.37,-0.78,26.37,0.66,510,18.0,321,8.0,183,9.0,6,1.0,62.94,-0.68,2026-08-31,P,10,37.0
55,4,Fourierrr,BR,1723.65,6.41,1804.34,10.55,26.9,1.38,446,8.0,282,7.0,162,1.0,2,0.0,63.23,0.44,2026-07-26,M,2,49.0
56,-11,Lander90,BE,1722.28,-8.93,1805.25,-10.15,27.66,-0.41,248,26.0,166,11.0,80,15.0,2,0.0,66.94,-2.88,2026-08-31,-,0,80.0
57,-11,jezza101,AU,1721.09,-8.2,1807.02,-5.89,28.64,0.77,306,12.0,202,6.0,101,6.0,3,0.0,66.01,-0.66,2026-07-18,G,4,40.0
58,-14,scipio238,GB,1719.2,-13.17,1810.76,-9.63,30.52,1.18,282,6.0,173,1.0,109,5.0,0,0.0,61.35,-0.97,2026-07-09,P,3,41.0
59,-5,Boromir7,PL,1718.46,-5.79,1800.62,-0.96,27.39,1.61,560,6.0,342,3.0,215,3.0,3,0.0,61.07,-0.12,2026-08-03,M,8,31.0
60,-8,Allfather,US,1717.59,-8.9,1808.42,-5.52,30.27,1.13,226,6.0,143,2.0,81,4.0,2,0.0,63.27,-0.82,2026-07-15,-,0,30.0
61,0,Sylvain,FR,1716.92,1.05,1797.91,2.9,27.0,0.62,590,16.0,342,8.0,246,7.0,2,1.0,57.97,-0.22,2026-08-31,M,2,38.0
62,3,SpartacusImperator,DK,1715.56,6.21,1825.0,6.91,36.48,0.23,240,6.0,152,4.0,85,2.0,3,0.0,63.33,0.08,2026-07-02,P,6,133.0
63,34,DarKStyle,-,1714.13,39.34,1842.04,24.93,42.64,-4.8,88,18.0,70,14.0,17,4.0,1,0.0,79.55,-0.45,2026-07-29,-,0,-
64,26,lhrljr,SG,1714.12,35.5,1837.52,25.29,41.13,-3.4,98,16.0,76,13.0,21,3.0,1,0.0,77.55,0.72,2026-08-30,-,0,852.0
65,-8,Doughnut,GB,1712.92,-8.56,1824.35,-7.98,37.14,0.19,182,6.0,128,2.0,53,4.0,1,0.0,70.33,-1.26,2026-07-05,G,6,308.0
66,-4,FirstOfDao,CN,1710.9,-4.55,1787.98,-1.26,25.69,1.1,496,16.0,297,8.0,196,8.0,3,0.0,59.88,-0.33,2026-08-14,P,2,29.0
-,-,devilchn,-,1709.84,-2.27,1925.86,0.0,72.0,0.76,42,0.0,37,0.0,5,0.0,0,0.0,88.1,0.0,2025-07-04,-,0,496.0
-,-,Veivi,FI,1708.47,-2.86,1879.45,0.0,56.99,0.95,130,0.0,85,0.0,44,0.0,1,0.0,65.38,0.0,2022-03-06,GM,4,-
67,-18,Drikhen,EE,1707.47,-19.85,1820.81,-24.27,37.78,-1.47,142,12.0,108,3.0,33,8.0,1,1.0,76.06,-4.71,2026-08-07,-,0,226.0
68,54,Icallhimtest,-,1706.31,52.49,1908.37,30.04,67.35,-7.48,30,6.0,25,5.0,5,1.0,0,0.0,83.33,0.0,2026-07-04,-,0,-
69,3,jantteri,-,1706.1,6.27,1783.61,9.42,25.84,1.05,406,16.0,245,11.0,158,5.0,3,0.0,60.34,0.34,2026-08-07,G,5,46.0
-,-,Cleanbulk,NL,1705.18,-3.43,1846.56,0.0,47.13,1.14,204,0.0,131,0.0,72,0.0,1,0.0,64.22,0.0,2023-08-30,M,5,-
70,-10,Dazzy,CN,1705.01,-11.74,1789.52,-6.72,28.17,1.67,440,4.0,272,0.0,160,4.0,8,0.0,61.82,-0.57,2026-07-27,M,2,20.0
-,-,Andrethegiant,NO,1704.17,-3.36,1853.29,0.0,49.7,1.12,166,0.0,115,0.0,51,0.0,0,0.0,69.28,0.0,2023-07-18,GM,1,-
71,6,Nickeberg,-,1703.77,12.12,1826.67,11.14,40.97,-0.33,156,6.0,102,4.0,54,2.0,0,0.0,65.38,0.05,2026-07-10,P,2,216.0
72,-4,Magnetiseur,DE,1702.11,-5.27,1797.27,0.0,31.72,1.76,416,0.0,265,0.0,146,0.0,5,0.0,63.7,0.0,2026-05-19,P,10,57.0
73,0,tupper,CA,1701.34,6.19,1780.27,8.93,26.31,0.91,370,16.0,234,10.0,131,6.0,5,0.0,63.24,-0.04,2026-07-26,G,3,78.0
-,-,DJParson,DE,1699.77,-4.3,1814.53,0.0,38.25,1.43,464,0.0,262,0.0,201,0.0,1,0.0,56.47,0.0,2025-06-26,GM,8,321.0
74,-5,takusto_II,JP,1699.22,-5.93,1775.53,-4.25,25.44,0.56,860,22.0,459,9.0,396,13.0,5,0.0,53.37,-0.33,2026-08-30,M,3,59.0
75,-17,Momomillion,DE,1698.22,-19.14,1785.43,-18.52,29.07,0.21,224,16.0,142,4.0,81,12.0,1,0.0,63.39,-2.96,2026-08-02,-,0,83.0
76,15,Doobie,CN,1694.76,16.6,1775.2,19.34,26.81,0.91,518,18.0,294,12.0,222,6.0,2,0.0,56.76,0.36,2026-08-28,G,21,87.0
77,5,Huettengaudi,DE,1692.9,5.66,1769.78,9.34,25.63,1.23,534,14.0,310,8.0,222,6.0,2,0.0,58.05,-0.03,2026-07-26,P,6,71.0
78,81,bluecube,-,1691.7,62.74,1853.16,37.13,53.82,-8.53,54,12.0,41,7.0,12,4.0,1,1.0,75.93,-5.02,2026-08-28,-,0,1287.0
79,-9,GerisNezus,LT,1689.52,-15.39,1767.99,-13.24,26.15,0.72,550,26.0,328,10.0,218,16.0,4,0.0,59.64,-1.05,2026-08-24,P,3,45.0
80,-4,invalidName,NO,1688.61,-4.03,1815.26,0.0,42.22,1.34,272,0.0,178,0.0,93,0.0,1,0.0,65.44,0.0,2026-05-31,GM,2,-
81,-2,Gagic,CZ,1688.32,-2.09,1767.8,1.94,26.49,1.34,390,10.0,228,6.0,159,4.0,3,0.0,58.46,0.04,2026-08-07,G,5,73.0
82,-8,Phalanxx,US,1688.29,-4.84,1790.81,0.0,34.17,1.61,162,0.0,108,0.0,54,0.0,0,0.0,66.67,0.0,2026-05-20,-,0,95.0
-,-,gothark,PL,1687.82,-3.8,1818.52,0.0,43.57,1.27,128,0.0,97,0.0,30,0.0,1,0.0,75.78,0.0,2025-05-31,G,2,74.0
83,10,zoiedberg,BE,1687.68,10.9,1821.61,7.59,44.64,-1.1,84,6.0,55,4.0,29,2.0,0,0.0,65.48,0.1,2026-07-03,-,0,265.0
84,0,Brightfuture,RU,1687.41,2.68,1764.67,5.73,25.75,1.02,518,16.0,313,9.0,200,6.0,5,1.0,60.42,-0.14,2026-07-30,P,7,48.0
85,-5,drodriguez,-,1686.93,-1.83,1778.03,-2.56,30.36,-0.24,192,16.0,126,8.0,66,8.0,0,0.0,65.62,-1.43,2026-08-09,-,0,126.0
86,-8,Gilgamesh2,NL,1686.76,-4.67,1793.77,0.0,35.67,1.56,194,0.0,134,0.0,58,0.0,2,0.0,69.07,0.0,2026-03-22,G,2,32.0
87,32,Dethar,PL,1683.51,28.06,1794.92,23.3,37.13,-1.59,116,14.0,80,9.0,36,5.0,0,0.0,68.97,-0.64,2026-08-22,-,0,302.0
-,-,Rabbles,AU,1681.56,-2.97,1846.86,0.0,55.1,0.99,132,0.0,94,0.0,37,0.0,1,0.0,71.21,0.0,2023-09-03,M,1,-
88,-24,Vantablack,MO,1681.53,-28.49,1764.65,-25.14,27.71,1.12,558,12.0,324,0.0,229,12.0,5,0.0,58.06,-1.28,2026-07-16,GM,1,84.0
89,-6,yaba,PL,1680.98,-6.22,1766.07,0.0,28.36,2.07,480,0.0,272,0.0,203,0.0,5,0.0,56.67,0.0,2026-05-31,M,6,55.0
90,12,Turdle,AT,1680.35,8.63,1755.33,11.63,24.99,1.0,452,24.0,264,13.0,183,11.0,5,0.0,58.41,-0.23,2026-08-27,P,4,111.0
-,-,Himmelstosh,RU,1679.54,-3.93,1811.88,0.0,44.11,1.31,282,0.0,162,0.0,115,0.0,5,0.0,57.45,0.0,2024-07-15,GM,1,-
91,-3,BlixLT,LT,1679.41,-0.31,1751.12,4.43,23.9,1.58,1146,14.0,624,8.0,518,5.0,4,1.0,54.45,0.03,2026-08-07,P,18,56.0
92,3,CaesarSalah,US,1678.76,3.04,1754.0,6.76,25.08,1.24,728,16.0,404,9.0,318,7.0,6,0.0,55.49,0.01,2026-08-03,P,15,21.0
-,-,LeonC,TW,1676.13,-2.25,1895.29,0.0,73.05,0.75,78,0.0,58,0.0,20,0.0,0,0.0,74.36,0.0,2020-10-28,-,0,-
-,-,Draculade,-,1675.66,-3.96,1801.87,0.0,42.07,1.32,248,0.0,165,0.0,80,0.0,3,0.0,66.53,0.0,2024-12-04,P,2,653.0
93,-18,zadokk,BE,1675.37,-17.3,1760.39,-16.21,28.34,0.36,424,18.0,247,4.0,175,14.0,2,0.0,58.25,-1.6,2026-08-24,P,14,80.0
94,16,Obinger_Alphons,AT,1674.06,9.17,1782.16,10.38,36.03,0.41,158,6.0,109,5.0,48,1.0,1,0.0,68.99,0.57,2026-07-23,-,0,125.0
95,3,DrSniken,NO,1673.88,1.11,1820.4,-4.55,48.84,-1.88,72,6.0,51,3.0,21,3.0,0,0.0,70.83,-1.9,2026-07-15,-,0,72.0
-,-,Ktung,-,1672.78,-3.5,1816.31,0.0,47.84,1.17,228,0.0,143,0.0,84,0.0,1,0.0,62.72,0.0,2023-06-04,M,5,-
96,11,yaop,CN,1672.47,3.03,1753.04,5.8,26.85,0.92,300,16.0,173,8.0,124,8.0,3,0.0,57.67,-0.43,2026-07-28,G,1,28.0
97,-12,Tordread,US,1672.13,-10.5,1757.38,-7.72,28.42,0.93,582,12.0,336,4.0,242,8.0,4,0.0,57.73,-0.52,2026-08-03,GM,3,44.0
98,7,RestlessMe,US,1671.16,0.61,1749.0,4.91,25.95,1.44,602,10.0,343,6.0,254,4.0,5,0.0,56.98,0.05,2026-08-09,P,5,34.0
99,-3,gomensky,CZ,1670.91,-4.7,1777.38,0.0,35.49,1.57,210,0.0,144,0.0,66,0.0,0,0.0,68.57,0.0,2026-05-21,G,2,96.0
100,29,jhutc,GB,1670.52,21.43,1763.99,18.42,31.15,-1.0,196,20.0,132,14.0,64,6.0,0,0.0,67.35,0.3,2026-08-07,-,0,113.0
101,8,moemoe,DE,1670.44,5.15,1753.17,9.91,27.58,1.59,316,8.0,187,5.0,125,3.0,4,0.0,59.18,0.09,2026-08-22,-,0,65.0
-,-,Sjir,NL,1670.44,-3.92,1797.54,0.0,42.37,1.31,268,0.0,162,0.0,105,0.0,1,0.0,60.45,0.0,2024-07-15,M,5,-
102,-2,Plunderteig,CN,1669.32,-2.51,1867.38,0.0,66.02,0.84,42,0.0,30,0.0,12,0.0,0,0.0,71.43,0.0,2025-09-27,-,0,102.0
-,-,Hierostrafio,SE,1668.89,-2.95,1837.1,0.0,56.07,0.98,132,0.0,81,0.0,51,0.0,0,0.0,61.36,0.0,2022-05-28,GM,3,-
-,-,Veikka,FI,1667.5,-3.78,1804.84,0.0,45.78,1.26,274,0.0,172,0.0,100,0.0,2,0.0,62.77,0.0,2023-11-15,P,10,-
-,-,Zulda,-,1667.23,-2.94,1836.77,0.0,56.51,0.98,114,0.0,73,0.0,36,0.0,5,0.0,64.04,0.0,2022-05-23,M,1,-
103,-2,Raulone,ES,1667.04,-4.73,1772.39,0.0,35.12,1.58,222,0.0,144,0.0,78,0.0,0,0.0,64.86,0.0,2026-02-26,G,5,93.0
104,10,NFGM,DE,1666.43,3.11,1766.62,3.08,33.4,-0.01,146,10.0,98,6.0,45,4.0,3,0.0,67.12,-0.53,2026-08-07,-,0,306.0
105,-2,Oprah,DK,1665.73,-5.79,1758.53,0.0,30.94,1.93,556,0.0,315,0.0,238,0.0,3,0.0,56.65,0.0,2025-11-30,GM,2,60.0
-,-,SnailZane,CN,1665.41,-4.01,1791.6,0.0,42.06,1.34,210,0.0,120,0.0,90,0.0,0,0.0,57.14,0.0,2024-09-15,M,6,757.0
-,-,edan92,-,1665.34,-3.34,1816.94,0.0,50.53,1.11,258,0.0,176,0.0,81,0.0,1,0.0,68.22,0.0,2022-11-29,M,4,-
106,44,MrBiz,US,1664.41,29.87,1772.84,26.02,36.14,-1.29,128,14.0,92,10.0,35,3.0,1,1.0,71.88,-0.05,2026-07-26,-,0,480.0
107,5,WanderingWolf,AU,1664.36,0.17,1750.87,4.56,28.83,1.46,498,6.0,289,4.0,202,2.0,7,0.0,58.03,0.1,2026-07-22,M,1,115.0
108,-2,BoatyMcBoatface,US,1664.14,-6.41,1744.67,-4.26,26.84,0.72,414,16.0,250,7.0,162,8.0,2,1.0,60.39,-0.67,2026-07-29,P,2,88.0
109,-5,weisswurst,NL,1663.8,-7.11,1761.86,-4.62,32.69,0.83,380,6.0,233,2.0,143,4.0,4,0.0,61.32,-0.44,2026-07-11,M,4,120.0
110,102,W1TCH0R,-,1663.42,74.44,1885.3,35.68,73.96,-12.92,30,10.0,27,9.0,3,1.0,0,0.0,90.0,0.0,2026-08-06,-,0,-
111,-30,discodancer,-,1663.09,-24.92,1778.39,-24.97,38.43,-0.02,150,6.0,97,0.0,53,6.0,0,0.0,64.67,-2.69,2026-07-09,P,4,130.0
112,30,Kesterer,GB,1662.7,21.94,1839.2,8.27,58.83,-4.56,58,6.0,44,4.0,14,2.0,0,0.0,75.86,-1.06,2026-06-27,-,0,-
113,-5,heisenberg_97,IT,1662.24,-3.34,1752.81,-0.03,30.19,1.1,378,6.0,227,3.0,146,2.0,5,1.0,60.05,-0.17,2026-07-01,P,4,118.0
114,-20,DrRerNate,DE,1661.99,-14.23,1747.5,-10.94,28.5,1.1,742,10.0,414,2.0,320,8.0,8,0.0,55.8,-0.48,2026-08-07,GM,4,142.0
115,1,Shagrat,CZ,1661.56,3.88,1742.12,5.72,26.85,0.61,324,16.0,207,9.0,114,6.0,3,1.0,63.89,-0.4,2026-08-13,G,1,112.0
116,-5,gregt,-,1659.95,-4.76,1763.9,0.0,34.65,1.59,304,0.0,202,0.0,101,0.0,1,0.0,66.45,0.0,2026-05-21,P,4,321.0
117,-25,Fjantarik,-,1659.92,-17.73,1747.09,-15.27,29.06,0.82,300,12.0,179,3.0,120,9.0,1,0.0,59.67,-1.44,2026-07-21,P,2,58.0
118,194,FrenkDeTank,NL,1659.26,120.32,1867.25,81.52,69.33,-12.93,32,10.0,31,10.0,1,0.0,0,0.0,96.88,1.43,2026-08-09,-,0,-
119,-20,DiddleySquat,BE,1659.06,-12.91,1738.7,-9.47,26.55,1.15,540,12.0,319,3.0,217,9.0,4,0.0,59.07,-0.78,2026-08-31,GM,1,98.0
-,-,Sugoi,CA,1658.59,-2.91,1827.25,0.0,56.22,0.97,78,0.0,55,0.0,23,0.0,0,0.0,70.51,0.0,2024-07-01,P,2,-
-,-,ArtPlay,FR,1658.18,-3.27,1808.42,0.0,50.08,1.09,162,0.0,109,0.0,53,0.0,0,0.0,67.28,0.0,2023-11-15,P,4,-
120,-5,Footloop,CA,1657.47,-4.08,1785.16,0.0,42.56,1.36,248,0.0,143,0.0,99,0.0,6,0.0,57.66,0.0,2026-05-02,GM,7,-
-,-,DJLAODIE,CN,1656.82,-3.12,1815.31,0.0,52.83,1.04,78,0.0,56,0.0,21,0.0,1,0.0,71.79,0.0,2025-06-24,-,0,340.0
121,2,borz.zrob,HU,1654.76,1.2,1742.06,5.07,29.1,1.29,452,6.0,263,4.0,186,2.0,3,0.0,58.19,0.12,2026-07-06,P,4,85.0
122,-33,HCsquared,CA,1654.02,-25.41,1738.61,-22.62,28.2,0.93,476,12.0,289,1.0,184,11.0,3,0.0,60.71,-1.36,2026-07-14,P,6,66.0
-,-,e5582768,CN,1653.66,-2.91,1823.38,0.0,56.57,0.97,54,0.0,29,0.0,24,0.0,1,0.0,53.7,0.0,2025-08-17,-,0,238.0
123,-57,Michiel,BE,1653.48,-55.06,1816.87,-81.29,54.46,-8.74,48,12.0,29,2.0,19,10.0,0,0.0,60.42,-14.58,2026-08-30,-,0,176.0
124,-37,mlhibou,US,1653.18,-26.7,1775.48,-25.65,40.77,0.35,216,4.0,143,0.0,73,4.0,0,0.0,66.2,-1.25,2026-07-28,GM,1,-
125,-12,Reenter73,-,1652.99,-11.15,1744.97,-7.42,30.66,1.25,496,6.0,296,2.0,196,4.0,4,0.0,59.68,-0.32,2026-07-28,M,5,154.0
126,-6,Xterm,NO,1652.03,-2.94,1750.07,-0.55,32.68,0.8,362,6.0,224,3.0,134,3.0,4,0.0,61.88,-0.2,2026-07-17,G,10,167.0
127,-6,RudyRunner666,IT,1651.65,-3.17,1745.62,-0.16,31.32,1.01,312,6.0,192,3.0,115,3.0,5,0.0,61.54,-0.22,2026-07-10,G,4,220.0
128,-42,bobaboba,-,1651.27,-29.28,1822.14,-39.63,56.96,-3.45,62,6.0,45,2.0,17,4.0,0,0.0,72.58,-4.21,2026-07-06,-,0,-
