Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title,Title Count,Leaderboard Rank
-,-,Goldan,-,1559.69,-2.94,1732.19,0.0,57.5,0.98,96,0.0,60,0.0,36,0.0,0,0.0,62.5,0.0,2022-09-04,G,10,-
328,-19,BradSwan,US,1559.03,-4.45,1673.44,0.0,38.14,1.48,183,0.0,99,0.0,82,0.0,2,0.0,54.1,0.0,2025-11-17,G,14,548.0
329,-5,bcnoexceptions,US,1558.92,4.68,1646.78,7.52,29.29,0.95,498,12.0,273,9.0,218,3.0,7,0.0,54.82,0.5,2026-07-22,G,4,273.0
330,152,Aekk,-,1558.31,87.72,1804.6,58.29,82.09,-9.81,24,6.0,17,6.0,7,0.0,0,0.0,70.83,9.72,2026-07-28,-,0,-
331,-52,Dovi,PL,1557.92,-17.63,1649.13,-18.35,30.4,-0.24,315,18.0,180,7.0,133,11.0,2,0.0,57.14,-1.11,2026-07-28,G,2,200.0
332,4,gamblerch,CL,1556.85,8.03,1659.89,8.06,34.35,0.01,177,12.0,100,9.0,75,2.0,2,1.0,56.5,1.35,2026-08-05,-,0,306.0
333,25,Sergeeeee,GB,1556.84,16.39,1635.18,17.97,26.12,0.53,492,24.0,280,18.0,210,6.0,2,0.0,56.91,0.93,2026-07-20,G,2,234.0
334,-18,Kloef,-,1556.83,-2.85,1730.6,0.0,57.93,0.95,54,0.0,33,0.0,21,0.0,0,0.0,61.11,0.0,2026-04-28,-,0,922.0
335,-17,PacificKonradin,-,1556.77,-2.31,1769.64,0.0,70.96,0.77,39,0.0,28,0.0,9,0.0,2,0.0,71.79,0.0,2025-09-23,-,0,711.0
336,-26,Panthera,PL,1556.76,-6.62,1638.73,-5.76,27.32,0.29,447,21.0,259,9.0,184,12.0,4,0.0,57.94,-0.75,2026-07-27,-,0,255.0
-,-,V0jta,CZ,1556.24,-3.5,1700.51,0.0,48.09,1.17,168,0.0,87,0.0,79,0.0,2,0.0,51.79,0.0,2023-11-15,G,16,-
-,-,cpp,-,1555.83,-3.72,1686.04,0.0,43.4,1.24,228,0.0,124,0.0,103,0.0,1,0.0,54.39,0.0,2024-09-04,G,12,-
337,7,DarthVaderDLotS,-,1555.78,9.06,1649.14,10.41,31.12,0.45,396,12.0,209,6.0,183,5.0,4,1.0,52.78,-0.08,2026-07-27,M,2,277.0
338,-36,Shadowiscool500,US,1555.37,-12.09,1646.42,-10.51,30.35,0.53,393,12.0,194,3.0,196,9.0,3,0.0,49.36,-0.77,2026-08-08,G,2,116.0
339,7,fugg,US,1555.29,9.02,1656.26,12.37,33.66,1.12,255,6.0,128,6.0,126,0.0,1,0.0,50.2,1.2,2026-07-27,G,2,473.0
-,-,Runawaaayyy,CH,1555.05,-3.44,1697.37,0.0,47.44,1.15,165,0.0,97,0.0,68,0.0,0,0.0,58.79,0.0,2024-04-04,G,2,-
-,-,busti,BE,1555.0,-3.03,1733.89,0.0,59.63,1.01,75,0.0,50,0.0,25,0.0,0,0.0,66.67,0.0,2023-09-14,-,0,-
340,23,pessen,-,1554.94,17.34,1701.27,10.2,48.78,-2.38,78,9.0,47,6.0,31,3.0,0,0.0,60.26,0.84,2026-08-06,-,0,549.0
341,33,BuWu,DE,1554.67,24.55,1643.73,22.94,29.69,-0.53,213,24.0,128,19.0,84,5.0,1,0.0,60.09,2.42,2026-08-10,-,0,371.0
-,-,Andrew_Davidson,-,1554.55,-4.09,1676.64,0.0,40.7,1.36,258,0.0,159,0.0,98,0.0,1,0.0,61.63,0.0,2025-05-02,-,0,684.0
342,-7,ben0728,KR,1554.45,5.4,1659.97,7.31,35.17,0.64,198,6.0,97,4.0,100,2.0,1,0.0,48.99,0.55,2026-07-27,-,0,19.0
343,7,FlyGon,-,1554.16,10.48,1696.78,-15.02,47.54,-8.5,72,18.0,50,9.0,22,9.0,0,0.0,69.44,-6.49,2026-07-27,-,0,1243.0
344,-17,ChosenWizard,-,1553.31,0.67,1654.03,1.17,33.57,0.17,354,12.0,196,9.0,151,3.0,7,0.0,55.37,0.69,2026-07-27,G,12,177.0
-,-,chrroom,-,1553.09,-2.68,1739.34,0.0,62.09,0.89,96,0.0,56,0.0,37,0.0,3,0.0,58.33,0.0,2022-03-06,P,2,-
-,-,ArtPlay,FR,1552.88,-2.88,1725.22,0.0,57.45,0.96,90,0.0,55,0.0,34,0.0,1,0.0,61.11,0.0,2023-11-15,P,4,-
345,-19,arthurlam90,-,1552.15,-1.68,1678.22,-10.01,42.03,-2.78,96,12.0,62,4.0,33,8.0,1,0.0,64.58,-4.47,2026-07-17,-,0,389.0
-,-,jerre8,-,1551.21,-1.52,1874.14,0.0,107.64,0.51,18,0.0,16,0.0,2,0.0,0,0.0,88.89,0.0,2024-04-04,-,0,-
346,-21,Naleenae,BE,1550.98,-2.89,1722.95,0.0,57.32,0.96,54,0.0,31,0.0,23,0.0,0,0.0,57.41,0.0,2026-03-05,-,0,757.0
-,-,xRen1101,LT,1550.88,-2.34,1762.7,0.0,70.61,0.78,57,0.0,38,0.0,18,0.0,1,0.0,66.67,0.0,2023-03-01,P,4,-
347,-24,JensIV,DE,1550.81,-4.79,1657.4,0.0,35.53,1.6,159,0.0,88,0.0,69,0.0,2,0.0,55.35,0.0,2026-04-21,G,1,158.0
348,399,MysteriousWizard,-,1550.49,210.17,1796.3,103.12,81.94,-35.68,24,12.0,21,11.0,3,1.0,0,0.0,87.5,4.17,2026-07-17,-,0,-
-,-,JohnnyD144,-,1549.92,-2.06,1789.51,0.0,79.86,0.69,36,0.0,31,0.0,5,0.0,0,0.0,86.11,0.0,2022-03-06,-,0,-
349,-52,JimmyLin,TW,1549.49,-20.53,1629.19,-19.98,26.57,0.18,591,24.0,279,8.0,305,15.0,7,1.0,47.21,-0.59,2026-07-31,M,2,152.0
350,-20,Jelen117,-,1548.54,-3.03,1711.56,0.0,54.34,1.01,57,0.0,36,0.0,20,0.0,1,0.0,63.16,0.0,2026-05-15,-,0,-
-,-,syras,-,1548.11,-1.77,1824.7,0.0,92.2,0.59,24,0.0,19,0.0,5,0.0,0,0.0,79.17,0.0,2024-07-01,-,0,254.0
351,-2,hypodg,IT,1547.65,3.88,1637.27,5.74,29.87,0.62,405,12.0,217,6.0,185,6.0,3,0.0,53.58,-0.11,2026-08-04,-,0,359.0
-,-,ugglor,-,1547.5,-4.79,1665.98,0.0,39.49,1.6,339,0.0,196,0.0,139,0.0,4,0.0,57.82,0.0,2025-03-01,G,2,757.0
352,40,Pavnco,-,1546.91,23.16,1759.49,1.05,70.86,-7.37,30,6.0,18,4.0,12,2.0,0,0.0,60.0,1.67,2026-07-25,-,0,-
-,-,GrafZahl,DE,1546.75,-2.09,1786.75,0.0,80.0,0.7,54,0.0,44,0.0,9,0.0,1,0.0,81.48,0.0,2025-04-27,-,0,872.0
353,76,gaitimes,-,1546.52,47.55,1701.69,42.76,51.72,-1.6,63,6.0,41,6.0,21,0.0,1,0.0,65.08,3.68,2026-07-31,-,0,783.0
-,-,Winston11tw,-,1546.34,-2.62,1732.87,0.0,62.18,0.87,84,0.0,49,0.0,35,0.0,0,0.0,58.33,0.0,2021-12-05,P,4,-
-,-,Diluvian,-,1546.21,-2.55,1740.62,0.0,64.81,0.85,60,0.0,44,0.0,16,0.0,0,0.0,73.33,0.0,2022-09-04,-,0,-
354,-17,Shergar,GB,1546.17,-2.62,1734.51,0.0,62.78,0.87,42,0.0,27,0.0,13,0.0,2,0.0,64.29,0.0,2026-05-01,-,0,757.0
355,117,poikai2,-,1546.07,69.87,1766.58,6.19,73.5,-21.23,36,12.0,23,7.0,13,5.0,0,0.0,63.89,-2.78,2026-08-01,-,0,-
356,-24,Thronx,DE,1545.55,-5.36,1645.01,0.0,33.15,1.79,414,0.0,237,0.0,174,0.0,3,0.0,57.25,0.0,2026-03-08,G,4,396.0
357,-24,ThomRun974,FR,1545.45,-5.06,1648.66,0.0,34.4,1.69,333,0.0,164,0.0,167,0.0,2,0.0,49.25,0.0,2026-05-02,G,6,543.0
358,-16,matinghiasi,-,1545.33,-2.06,1786.71,0.0,80.46,0.69,30,0.0,21,0.0,9,0.0,0,0.0,70.0,0.0,2026-01-11,-,0,440.0
359,2,Jiffy,HK,1544.09,6.11,1691.73,-0.17,49.21,-2.09,66,6.0,37,3.0,28,3.0,1,0.0,56.06,-0.61,2026-07-29,-,0,351.0
360,-19,LuckyAnesa,-,1543.98,-3.51,1686.29,0.0,47.44,1.17,120,0.0,72,0.0,47,0.0,1,0.0,60.0,0.0,2026-03-01,-,0,271.0
361,-5,gabev,US,1543.86,3.36,1659.77,3.28,38.63,-0.03,114,6.0,63,3.0,50,3.0,1,0.0,55.26,-0.3,2026-07-23,-,0,349.0
362,-23,KenoshaKid,-,1543.27,-4.82,1652.49,0.0,36.41,1.61,234,0.0,142,0.0,90,0.0,2,0.0,60.68,0.0,2026-04-11,-,0,261.0
-,-,Asbestos,US,1542.41,-4.2,1664.06,0.0,40.55,1.4,258,0.0,144,0.0,110,0.0,4,0.0,55.81,0.0,2025-03-08,G,8,695.0
-,-,hihihiji,HK,1542.09,-2.64,1730.2,0.0,62.7,0.88,108,0.0,53,0.0,52,0.0,3,0.0,49.07,0.0,2022-03-06,M,1,-
363,180,Bull3,-,1542.02,106.72,1689.77,70.12,49.25,-12.2,66,24.0,43,20.0,23,4.0,0,0.0,65.15,10.39,2026-08-03,-,0,805.0
364,-17,sillysheep,HK,1541.82,-3.23,1695.29,0.0,51.16,1.08,72,0.0,45,0.0,27,0.0,0,0.0,62.5,0.0,2026-04-26,G,6,757.0
-,-,JohnFreshKennedy,DE,1541.26,-3.59,1681.64,0.0,46.79,1.2,147,0.0,80,0.0,66,0.0,1,0.0,54.42,0.0,2024-07-01,G,10,-
365,-97,phoang,-,1541.06,-44.06,1648.07,-49.17,35.67,-1.7,144,18.0,80,2.0,63,16.0,1,0.0,55.56,-6.34,2026-08-04,-,0,255.0
366,144,wombats111,-,1540.53,84.31,1703.7,61.78,54.39,-7.51,84,12.0,48,11.0,35,1.0,1,0.0,57.14,5.75,2026-07-31,G,4,-
367,-38,MoreHat,US,1540.29,-11.93,1661.51,-18.04,40.41,-2.04,105,12.0,54,5.0,50,7.0,1,0.0,51.43,-1.26,2026-07-22,-,0,670.0
368,-17,rcia,ES,1540.0,-2.92,1629.26,-2.48,29.75,0.15,447,18.0,245,10.0,197,8.0,5,0.0,54.81,0.03,2026-07-26,G,16,502.0
369,22,Aaronwebber,-,1539.88,15.95,1624.84,16.06,28.32,0.04,444,21.0,227,14.0,216,6.0,1,1.0,51.13,0.78,2026-07-27,P,4,249.0
370,-18,baodalanxin,CN,1539.85,-3.03,1621.35,-2.46,27.17,0.19,453,24.0,227,12.0,224,12.0,2,0.0,50.11,-0.01,2026-07-27,G,2,248.0
371,-59,LordMichael,DE,1539.17,-22.93,1629.41,-23.43,30.08,-0.17,267,18.0,140,6.0,125,12.0,2,0.0,52.43,-1.39,2026-07-23,G,8,233.0
-,-,zbert,DE,1539.03,-4.72,1648.47,0.0,36.48,1.57,291,0.0,164,0.0,126,0.0,1,0.0,56.36,0.0,2025-07-15,G,2,295.0
-,-,Barnstormer,-,1538.87,-3.25,1694.37,0.0,51.83,1.08,120,0.0,78,0.0,42,0.0,0,0.0,65.0,0.0,2024-07-01,-,0,-
-,-,mlhibou,US,1538.66,-2.07,1775.37,0.0,78.9,0.69,36,0.0,23,0.0,13,0.0,0,0.0,63.89,0.0,2020-12-06,GM,1,-
-,-,buste,-,1538.66,-3.8,1672.65,0.0,44.66,1.27,258,0.0,137,0.0,121,0.0,0,0.0,53.1,0.0,2024-06-02,G,14,-
372,-17,MrFigu,-,1538.0,-2.81,1714.79,0.0,58.93,0.94,54,0.0,35,0.0,19,0.0,0,0.0,64.81,0.0,2026-03-03,-,0,198.0
373,13,vagrantil,AU,1537.63,10.41,1666.08,2.06,42.82,-2.78,87,12.0,50,7.0,37,5.0,0,0.0,57.47,0.14,2026-07-30,-,0,264.0
374,-17,Kristin,-,1537.48,-2.99,1701.94,0.0,54.82,1.0,72,0.0,48,0.0,24,0.0,0,0.0,66.67,0.0,2026-05-07,-,0,578.0
-,-,MugiwaraNoLofwyr,-,1536.35,-2.84,1709.46,0.0,57.7,0.95,120,0.0,63,0.0,57,0.0,0,0.0,52.5,0.0,2022-03-06,P,6,-
-,-,Dunedain,US,1535.06,-3.91,1667.89,0.0,44.28,1.3,204,0.0,104,0.0,99,0.0,1,0.0,50.98,0.0,2024-06-02,G,12,-
375,-15,jhamra,DE,1534.79,-3.29,1684.07,0.0,49.76,1.1,78,0.0,47,0.0,31,0.0,0,0.0,60.26,0.0,2026-05-05,-,0,372.0
-,-,Fayebian,-,1534.43,-2.83,1712.63,0.0,59.4,0.94,78,0.0,50,0.0,28,0.0,0,0.0,64.1,0.0,2025-06-24,G,2,398.0
376,13,khyung,US,1534.32,9.5,1628.1,9.3,31.26,-0.07,369,15.0,209,9.0,160,6.0,0,0.0,56.64,0.14,2026-07-10,G,4,466.0
-,-,HealingAura,-,1533.9,-3.06,1696.04,0.0,54.05,1.02,72,0.0,45,0.0,27,0.0,0,0.0,62.5,0.0,2025-03-07,-,0,757.0
377,22,Zaij,-,1533.42,14.5,1625.92,15.87,30.83,0.46,405,12.0,216,8.0,189,4.0,0,0.0,53.33,0.4,2026-07-21,G,2,329.0
378,-14,Tharkis,-,1533.31,-3.73,1670.86,0.0,45.85,1.24,123,0.0,63,0.0,59,0.0,1,0.0,51.22,0.0,2026-05-01,P,2,1060.0
379,15,FunkcniPC,-,1533.28,10.31,1683.19,5.44,49.97,-1.62,69,6.0,42,4.0,27,2.0,0,0.0,60.87,0.55,2026-07-24,-,0,872.0
-,-,laozhang,-,1533.01,-3.42,1682.52,0.0,49.83,1.14,138,0.0,74,0.0,61,0.0,3,0.0,53.62,0.0,2023-11-15,G,2,-
-,-,wallimaendu,-,1532.5,-2.91,1707.15,0.0,58.21,0.97,108,0.0,59,0.0,48,0.0,1,0.0,54.63,0.0,2022-06-05,G,8,-
380,17,Crowther,-,1532.13,12.71,1687.46,8.37,51.78,-1.45,72,6.0,44,5.0,28,1.0,0,0.0,61.11,2.02,2026-07-31,G,6,563.0
-,-,Berfner,SE,1531.72,-3.47,1679.18,0.0,49.15,1.16,99,0.0,55,0.0,44,0.0,0,0.0,55.56,0.0,2025-03-01,-,0,757.0
381,-28,Medgar,-,1531.24,-9.92,1629.85,-10.07,32.87,-0.05,216,12.0,125,3.0,89,9.0,2,0.0,57.87,-1.93,2026-07-22,-,0,398.0
382,2,Daemon3142,GB,1530.99,2.63,1611.62,2.96,26.88,0.11,504,24.0,275,15.0,224,9.0,5,0.0,54.56,0.39,2026-07-23,-,0,301.0
383,-17,Bulten,-,1530.96,-3.95,1658.21,0.0,42.42,1.32,138,0.0,84,0.0,54,0.0,0,0.0,60.87,0.0,2026-04-30,G,1,294.0
384,-25,vodka,CZ,1530.59,-8.05,1616.62,-6.69,28.68,0.45,414,18.0,221,10.0,191,8.0,2,0.0,53.38,0.1,2026-08-04,G,4,228.0
385,-18,Agnsild,NO,1530.57,-4.32,1648.78,0.0,39.4,1.44,141,0.0,77,0.0,63,0.0,1,0.0,54.61,0.0,2026-05-05,-,0,269.0
386,61,SvenSvift,AT,1530.14,41.1,1743.86,28.76,71.24,-4.11,36,6.0,25,6.0,11,0.0,0,0.0,69.44,6.11,2026-08-08,-,0,757.0
387,17,rap2,HK,1530.05,13.73,1619.88,13.8,29.95,0.02,351,18.0,170,11.0,178,7.0,3,0.0,48.43,0.68,2026-08-09,G,6,202.0
388,-103,Limubai,-,1529.98,-44.49,1718.93,-54.15,62.99,-3.22,42,6.0,26,2.0,16,4.0,0,0.0,61.9,-4.77,2026-07-26,-,0,757.0
389,-17,Darain,SG,1529.61,-1.04,1663.73,-3.02,44.71,-0.66,78,6.0,49,4.0,29,2.0,0,0.0,62.82,0.32,2026-06-30,-,0,630.0
390,281,bryanckh,SG,1529.37,147.69,1697.69,112.63,56.11,-11.69,54,18.0,33,15.0,21,3.0,0,0.0,61.11,11.11,2026-07-24,-,0,1262.0
-,-,Finglove,-,1529.06,-3.97,1659.61,0.0,43.51,1.32,234,0.0,140,0.0,94,0.0,0,0.0,59.83,0.0,2024-09-04,G,2,-
-,-,Dr.Ampelmann,-,1528.96,-2.77,1707.64,0.0,59.56,0.92,72,0.0,53,0.0,19,0.0,0,0.0,73.61,0.0,2023-11-15,-,0,-
391,21,Oleksandr,UA,1528.89,16.62,1651.28,10.69,40.8,-1.98,105,12.0,60,8.0,45,4.0,0,0.0,57.14,1.23,2026-07-30,-,0,337.0
392,-5,AndriiN,DE,1528.67,2.37,1637.44,3.36,36.25,0.33,153,6.0,86,3.0,65,3.0,2,0.0,56.21,-0.25,2026-08-02,-,0,197.0
393,-55,Terence,-,1528.56,-19.83,1609.49,-18.79,26.98,0.35,522,24.0,275,9.0,243,14.0,4,1.0,52.68,-0.73,2026-07-27,G,6,235.0
394,9,HopeForLuck,DE,1527.92,10.98,1619.32,10.58,30.47,-0.13,252,18.0,150,13.0,102,5.0,0,0.0,59.52,0.97,2026-08-07,-,0,377.0
-,-,AlbertoMariani91,-,1527.0,-2.67,1713.07,0.0,62.02,0.89,78,0.0,51,0.0,25,0.0,2,0.0,65.38,0.0,2023-04-16,G,2,-
395,-5,Fleepa0,ES,1526.87,2.4,1621.92,3.2,31.68,0.26,387,12.0,208,6.0,175,6.0,4,0.0,53.75,-0.12,2026-07-12,-,0,316.0
396,-14,wolfcub41,-,1526.81,-2.08,1763.35,0.0,78.85,0.69,24,0.0,16,0.0,8,0.0,0,0.0,66.67,0.0,2026-05-07,-,0,-
397,-66,buttoxide,SG,1526.24,-25.34,1653.65,-23.39,42.47,0.65,111,3.0,74,0.0,37,3.0,0,0.0,66.67,-1.85,2026-07-03,-,0,681.0
398,-21,Castigar,-,1526.19,-3.49,1670.31,0.0,48.04,1.16,132,0.0,73,0.0,59,0.0,0,0.0,55.3,0.0,2026-05-01,-,0,-
-,-,vermiliondk,-,1525.92,-1.92,1782.21,0.0,85.43,0.64,24,0.0,14,0.0,10,0.0,0,0.0,58.33,0.0,2024-07-15,-,0,-
399,-54,cyb3k,-,1525.51,-20.79,1735.09,-39.25,69.86,-6.15,30,6.0,19,3.0,11,3.0,0,0.0,63.33,-3.34,2026-07-24,-,0,-
400,-17,milanmar,-,1525.15,-3.4,1671.99,0.0,48.95,1.13,90,0.0,53,0.0,36,0.0,1,0.0,58.89,0.0,2026-03-02,-,0,662.0
401,-36,RoxasVen,IT,1524.87,-10.55,1617.49,-9.78,30.87,0.26,300,12.0,164,4.0,135,8.0,1,0.0,54.67,-0.89,2026-07-18,G,2,217.0
402,-21,Klakla92th,-,1524.78,-4.28,1643.4,0.0,39.54,1.43,297,0.0,166,0.0,130,0.0,1,0.0,55.89,0.0,2025-12-22,G,4,989.0
-,-,claxic,-,1524.6,-3.04,1689.36,0.0,54.92,1.01,96,0.0,62,0.0,33,0.0,1,0.0,64.58,0.0,2024-07-01,-,0,-
403,17,GangwonTeacher,-,1524.21,18.05,1676.38,12.84,50.72,-1.74,69,6.0,37,4.0,32,2.0,0,0.0,53.62,1.24,2026-07-27,-,0,711.0
404,-19,AntoineBx,FR,1523.94,-4.3,1642.11,0.0,39.39,1.43,102,0.0,65,0.0,37,0.0,0,0.0,63.73,0.0,2026-04-28,-,0,794.0
405,-51,sergilicious,-,1523.91,-16.93,1714.18,-89.9,63.42,-24.32,45,24.0,32,14.0,12,9.0,1,1.0,71.11,-14.6,2026-08-08,-,0,-
406,-44,Amorin,ES,1523.6,-14.12,1618.0,-13.29,31.47,0.28,384,12.0,194,4.0,188,7.0,2,1.0,50.52,-0.56,2026-08-03,-,0,212.0
-,-,tbat,-,1523.45,-3.38,1673.47,0.0,50.01,1.13,168,0.0,100,0.0,68,0.0,0,0.0,59.52,0.0,2023-09-03,G,4,-
-,-,HentaiLover69,US,1523.45,-4.2,1641.02,0.0,39.19,1.4,276,0.0,148,0.0,128,0.0,0,0.0,53.62,0.0,2025-05-07,-,0,910.0
407,137,J0hnny_Utah7,CA,1523.25,88.13,1689.51,82.02,55.42,-2.04,63,6.0,40,6.0,23,0.0,0,0.0,63.49,3.84,2026-06-18,-,0,989.0
-,-,carygug,-,1523.03,-2.44,1723.47,0.0,66.81,0.81,60,0.0,41,0.0,19,0.0,0,0.0,68.33,0.0,2022-03-06,-,0,-
408,25,Tasku,FI,1522.91,26.3,1638.13,18.67,38.41,-2.54,108,18.0,60,13.0,47,5.0,1,0.0,55.56,3.34,2026-07-30,-,0,561.0
409,46,DieKrake89,-,1522.69,37.8,1655.34,11.59,44.22,-8.74,81,24.0,50,15.0,29,9.0,2,0.0,61.73,0.33,2026-08-01,G,2,-
-,-,Clayton,-,1522.65,-2.76,1700.9,0.0,59.41,0.92,84,0.0,52,0.0,32,0.0,0,0.0,61.9,0.0,2022-09-04,-,0,-
-,-,ZRoronoaZ,CZ,1522.51,-3.89,1650.03,0.0,42.5,1.3,177,0.0,100,0.0,76,0.0,1,0.0,56.5,0.0,2025-03-08,-,0,939.0
-,-,deluks917,US,1522.5,-3.49,1675.36,0.0,50.95,1.16,162,0.0,73,0.0,88,0.0,1,0.0,45.06,0.0,2024-02-23,GM,1,-
-,-,Khar,CZ,1521.82,-3.23,1676.33,0.0,51.5,1.08,120,0.0,75,0.0,45,0.0,0,0.0,62.5,0.0,2023-09-03,-,0,-
410,-62,Attrill20,GB,1521.82,-23.21,1606.9,-22.19,28.36,0.34,444,18.0,252,3.0,190,15.0,2,0.0,56.76,-1.69,2026-07-24,-,0,329.0
411,-23,aaaaa,JP,1521.71,-4.58,1608.84,-6.22,29.05,-0.54,390,24.0,202,12.0,188,12.0,0,0.0,51.79,-0.12,2026-08-03,G,2,546.0
-,-,PTactician,-,1520.49,-3.39,1686.79,0.0,55.43,1.13,114,0.0,62,0.0,48,0.0,4,0.0,54.39,0.0,2023-11-15,G,6,-
-,-,Snuske,DK,1520.31,-1.8,1792.41,0.0,90.7,0.6,21,0.0,15,0.0,6,0.0,0,0.0,71.43,0.0,2023-06-04,P,4,-
412,-19,Ddafaith,CZ,1519.29,-4.03,1595.95,-2.54,25.55,0.5,540,24.0,257,12.0,276,12.0,7,0.0,47.59,0.11,2026-07-28,G,8,238.0
-,-,Birnenschorsch,-,1517.75,-1.96,1768.55,0.0,83.6,0.65,24,0.0,17,0.0,7,0.0,0,0.0,70.83,0.0,2024-07-01,-,0,-
-,-,McLovinsBlueberry,-,1517.54,-3.69,1651.44,0.0,44.63,1.23,108,0.0,61,0.0,46,0.0,1,0.0,56.48,0.0,2025-07-26,-,0,720.0
413,-13,Kuter,PL,1517.15,-1.62,1604.57,-1.37,29.14,0.08,408,18.0,237,9.0,167,9.0,4,0.0,58.09,-0.37,2026-08-09,-,0,369.0
414,-39,AdiQue,PL,1516.59,-13.23,1609.35,-11.81,30.92,0.47,321,18.0,165,12.0,155,6.0,1,0.0,51.4,0.9,2026-07-30,P,4,293.0
-,-,Robster,NL,1516.25,-4.38,1640.52,0.0,41.42,1.46,297,0.0,173,0.0,123,0.0,1,0.0,58.25,0.0,2025-03-08,G,10,647.0
-,-,vanishadow,CN,1516.12,-1.99,1762.66,0.0,82.18,0.66,30,0.0,23,0.0,7,0.0,0,0.0,76.67,0.0,2023-03-01,-,0,88.0
415,-14,booyakasha,-,1515.98,-2.47,1714.59,0.0,66.21,0.82,36,0.0,22,0.0,14,0.0,0,0.0,61.11,0.0,2026-03-04,-,0,662.0
416,new,scaggi,-,1515.77,1065.77,1818.43,318.43,100.89,100.89,12,12.0,10,10.0,0,0.0,2,2.0,83.33,83.33,2026-07-16,-,0,-
417,-103,Haxxorn,SE,1515.64,-45.52,1595.42,-42.81,26.59,0.9,525,21.0,288,2.0,233,16.0,4,3.0,54.86,-1.89,2026-08-10,G,10,286.0
418,-22,ABQ,HR,1514.96,-5.27,1614.11,0.0,33.05,1.76,306,0.0,163,0.0,141,0.0,2,0.0,53.27,0.0,2026-04-22,G,4,461.0
-,-,Elwen,-,1514.93,-2.31,1728.99,0.0,71.35,0.77,60,0.0,42,0.0,17,0.0,1,0.0,70.0,0.0,2021-06-02,-,0,-
-,-,Radorf,-,1514.06,-3.08,1673.47,0.0,53.14,1.03,120,0.0,65,0.0,55,0.0,0,0.0,54.17,0.0,2023-11-15,M,1,-
419,new,Marabu8,-,1513.95,1063.95,1736.63,236.63,74.23,74.23,24,24.0,20,20.0,4,4.0,0,0.0,83.33,83.33,2026-08-01,-,0,-
420,-40,henrymerrivale,IT,1513.84,-15.27,1595.33,-15.06,27.16,0.07,540,24.0,277,7.0,260,17.0,3,0.0,51.3,-1.03,2026-07-29,P,4,242.0
421,-50,JSauve,-,1513.82,-19.48,1666.95,-24.77,51.04,-1.76,72,6.0,43,0.0,29,6.0,0,0.0,59.72,-5.43,2026-07-07,-,0,662.0
-,-,lukaszt,-,1513.76,-1.7,1804.99,0.0,97.08,0.57,48,0.0,41,0.0,6,0.0,1,0.0,85.42,0.0,2023-04-16,M,1,-
-,-,Nucrus,-,1513.67,-1.77,1790.44,0.0,92.25,0.59,24,0.0,18,0.0,6,0.0,0,0.0,75.0,0.0,2024-07-01,-,0,-
-,-,Haubentaucherwelpe,-,1513.55,-2.98,1678.94,0.0,55.13,0.99,90,0.0,55,0.0,34,0.0,1,0.0,61.11,0.0,2025-03-05,-,0,805.0
422,-20,Die12,IT,1513.48,-4.88,1623.25,0.0,36.59,1.63,297,0.0,165,0.0,128,0.0,4,0.0,55.56,0.0,2026-01-02,-,0,352.0
-,-,lukejones82,-,1513.25,-2.04,1755.75,0.0,80.84,0.68,24,0.0,16,0.0,8,0.0,0,0.0,66.67,0.0,2025-04-14,-,0,729.0
423,-18,danilius,IT,1512.16,-4.01,1640.41,0.0,42.75,1.34,207,0.0,102,0.0,105,0.0,0,0.0,49.28,0.0,2026-03-05,P,2,327.0
424,-17,IVE,-,1511.94,-2.67,1695.71,0.0,61.26,0.89,42,0.0,23,0.0,18,0.0,1,0.0,54.76,0.0,2026-03-04,-,0,480.0
425,-9,MrGekz,PL,1511.74,1.81,1613.93,-1.18,34.06,-1.0,312,18.0,171,12.0,140,6.0,1,0.0,54.81,0.73,2026-08-11,G,4,267.0
426,98,Banderjax,-,1511.44,62.18,1673.35,35.61,53.97,-8.86,48,12.0,33,8.0,15,4.0,0,0.0,68.75,-0.69,2026-07-24,-,0,1271.0
-,-,Bejn,-,1510.49,-2.53,1703.91,0.0,64.47,0.84,60,0.0,37,0.0,22,0.0,1,0.0,61.67,0.0,2022-09-04,-,0,-
-,-,Bonisagius,-,1509.66,-2.68,1697.71,0.0,62.69,0.89,72,0.0,42,0.0,28,0.0,2,0.0,58.33,0.0,2022-03-06,-,0,-
427,-49,haimke,-,1509.59,-19.87,1588.4,-19.95,26.27,-0.03,507,30.0,262,6.0,239,24.0,6,0.0,51.68,-1.99,2026-07-27,G,4,261.0
428,-19,Borgmo,DE,1509.58,-4.56,1621.6,0.0,37.34,1.52,204,0.0,108,0.0,93,0.0,3,0.0,52.94,0.0,2026-03-14,G,2,410.0
429,-6,Mike1313,RU,1509.02,4.06,1587.31,5.33,26.1,0.42,471,24.0,236,12.0,231,12.0,4,0.0,50.11,0.0,2026-07-28,-,0,229.0
430,38,andykr,GB,1508.7,30.99,1593.83,30.16,28.38,-0.27,246,24.0,139,17.0,105,6.0,2,1.0,56.5,1.55,2026-07-31,-,0,442.0
