Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Title,Title Count,Leaderboard Rank
-,-,jmamos,-,1803.44,-2.59,1994.19,0.0,63.58,0.86,78,0.0,72,0.0,6,0.0,0,0.0,92.31,0.0,2025-04-28,G,4,380.0
22,-2,moemoe,DE,1798.52,-6.14,1889.18,0.0,30.22,2.05,270,0.0,190,0.0,77,0.0,3,0.0,70.37,0.0,2026-04-30,-,0,65.0
23,9,Tamirys,US,1797.78,13.11,1888.57,14.44,30.26,0.44,408,12.0,237,8.0,169,4.0,2,0.0,58.09,0.26,2026-07-22,GM,9,69.0
24,5,Lander90,BE,1793.27,-1.5,1884.11,-9.79,30.28,-2.76,201,36.0,142,19.0,59,17.0,0,0.0,70.65,-3.9,2026-08-26,-,0,80.0
25,5,dannyboy14,US,1792.35,1.01,1879.91,-1.63,29.19,-0.88,294,24.0,185,14.0,108,10.0,1,0.0,62.93,-0.4,2026-08-26,GM,2,23.0
26,2,Lech,PL,1791.73,-4.69,1870.56,-5.63,26.28,-0.31,420,36.0,266,17.0,153,18.0,1,1.0,63.33,-1.51,2026-08-06,M,3,17.0
-,-,Dirkules,DE,1791.41,-3.85,1919.56,0.0,42.72,1.28,198,0.0,121,0.0,76,0.0,1,0.0,61.11,0.0,2024-07-15,GM,3,-
27,0,DANeo,DE,1789.96,-7.89,1880.9,-6.56,30.31,0.44,294,12.0,172,4.0,120,8.0,2,0.0,58.5,-1.07,2026-08-19,GM,3,7.0
28,-2,Angor,RU,1786.75,-12.86,1883.94,-15.91,32.4,-1.01,258,18.0,171,8.0,85,10.0,2,0.0,66.28,-1.64,2026-07-23,GM,1,104.0
29,unretired,pigfans,CN,1786.47,54.66,2023.37,36.68,78.96,-5.99,30,6.0,28,6.0,2,0.0,0,0.0,93.33,1.66,2026-08-02,-,0,1057.0
-,-,LeonC,TW,1785.81,-2.3,2001.47,0.0,71.88,0.77,90,0.0,72,0.0,16,0.0,2,0.0,80.0,0.0,2019-09-29,-,0,-
30,40,Pitor,NL,1785.7,54.62,1911.14,22.26,41.81,-10.79,87,30.0,71,20.0,15,10.0,1,0.0,81.61,-7.86,2026-08-06,-,0,-
31,-6,Fourierrr,BR,1784.16,-16.81,1875.7,-13.51,30.51,1.1,273,6.0,180,1.0,91,5.0,2,0.0,65.93,-1.11,2026-07-20,M,2,49.0
32,3,barboucha,FR,1780.16,4.61,1882.8,8.36,34.21,1.25,213,3.0,141,3.0,70,0.0,2,0.0,66.2,0.49,2026-07-20,GM,1,50.0
33,0,Allfather,US,1776.97,-6.57,1873.69,-6.55,32.24,0.01,192,12.0,122,6.0,67,6.0,3,0.0,63.54,-0.9,2026-07-11,-,0,30.0
34,0,yaba,PL,1776.93,-5.98,1868.48,0.0,30.51,1.99,360,0.0,218,0.0,139,0.0,3,0.0,60.56,0.0,2026-05-02,M,6,55.0
35,15,Lcfyx,FR,1771.94,19.01,1863.95,19.92,30.67,0.3,300,12.0,168,9.0,128,2.0,4,1.0,56.0,0.79,2026-07-21,M,5,16.0
36,-18,pajada,CZ,1771.28,-36.04,1856.05,-35.61,28.26,0.14,507,21.0,290,5.0,213,16.0,4,0.0,57.2,-1.44,2026-07-20,GM,11,12.0
37,-13,Vovka,UA,1770.59,-30.53,1868.53,-39.11,32.65,-2.86,162,30.0,104,10.0,57,20.0,1,0.0,64.2,-7.01,2026-08-19,-,0,43.0
38,0,Palino,SK,1767.84,-3.88,1895.61,0.0,42.59,1.29,210,0.0,131,0.0,79,0.0,0,0.0,62.38,0.0,2025-09-19,GM,5,77.0
39,1,Sektat,CH,1765.93,3.24,1849.84,2.48,27.97,-0.25,345,24.0,205,14.0,138,10.0,2,0.0,59.42,-0.08,2026-08-07,M,11,18.0
40,358,FrenkDeTank,NL,1764.84,245.89,1965.91,127.74,67.02,-39.38,36,24.0,35,23.0,1,1.0,0,0.0,97.22,-2.78,2026-08-06,-,0,-
41,3,Shagrat,CZ,1764.67,4.95,1846.38,4.93,27.24,-0.01,300,24.0,202,14.0,97,10.0,1,0.0,67.33,-0.79,2026-07-29,G,1,112.0
42,1,kyshantry,US,1763.37,2.31,1878.66,-2.61,38.43,-1.64,192,12.0,111,5.0,79,7.0,2,0.0,57.81,-1.08,2026-08-17,M,1,53.0
43,5,Cogito3,US,1760.49,5.93,1840.29,2.5,26.6,-1.14,267,36.0,173,22.0,93,14.0,1,0.0,64.79,-0.58,2026-08-10,G,1,34.0
-,-,Rabbles,AU,1759.88,-2.64,1946.45,0.0,62.19,0.88,96,0.0,79,0.0,17,0.0,0,0.0,82.29,0.0,2023-09-03,M,1,-
44,-7,saru,CN,1759.67,-13.59,1840.21,-14.2,26.85,-0.2,411,30.0,244,15.0,163,15.0,4,0.0,59.37,-0.73,2026-08-12,M,3,4.0
-,-,Lemmingsplayer,GB,1758.89,-3.04,1925.17,0.0,55.42,1.01,102,0.0,74,0.0,27,0.0,1,0.0,72.55,0.0,2025-07-11,GM,1,-
45,4,jantteri,-,1758.44,4.13,1841.84,2.25,27.8,-0.63,273,30.0,179,19.0,93,11.0,1,0.0,65.57,-0.27,2026-07-24,G,5,46.0
46,33,Kolo,IT,1757.53,36.91,1895.65,12.45,46.04,-8.15,90,18.0,60,11.0,30,7.0,0,0.0,66.67,-1.39,2026-07-28,M,2,607.0
47,41,FCKAFD,DE,1757.37,45.95,1900.07,31.34,47.57,-4.87,72,12.0,48,9.0,24,3.0,0,0.0,66.67,1.67,2026-08-17,-,0,100.0
48,8,Boromir7,PL,1756.98,11.46,1838.0,12.46,27.01,0.33,474,24.0,270,16.0,198,8.0,6,0.0,56.96,0.52,2026-07-31,M,8,31.0
49,25,FirstOfDao,CN,1753.34,24.14,1832.89,23.06,26.52,-0.36,369,30.0,236,23.0,132,7.0,1,0.0,63.96,1.13,2026-07-31,P,2,29.0
50,-5,Gilgamesh2,NL,1752.59,-4.3,1873.18,0.0,40.2,1.43,144,0.0,108,0.0,36,0.0,0,0.0,75.0,0.0,2026-03-09,G,2,32.0
51,-9,Gandin,CH,1752.3,-9.68,1844.27,-6.52,30.66,1.05,300,6.0,178,2.0,116,4.0,6,0.0,59.33,-0.53,2026-07-03,M,4,15.0
52,-6,Footloop,CA,1752.14,-3.82,1882.51,0.0,43.46,1.27,198,0.0,130,0.0,67,0.0,1,0.0,65.66,0.0,2026-04-22,GM,7,-
53,-14,Papaver,HR,1751.93,-16.45,1841.99,-18.07,30.02,-0.54,330,24.0,222,12.0,105,12.0,3,0.0,67.27,-1.36,2026-07-24,P,2,149.0
54,-7,ERock37,CA,1750.71,-4.19,1846.67,-7.67,31.99,-1.16,180,24.0,113,12.0,65,12.0,2,0.0,62.78,-1.96,2026-08-15,-,0,51.0
55,18,totsilence,DE,1747.75,18.53,1832.94,15.52,28.4,-1.01,399,30.0,226,20.0,169,10.0,4,0.0,56.64,0.81,2026-08-26,GM,2,9.0
56,30,SpartacusImperator,DK,1745.49,30.55,1840.64,29.68,31.72,-0.29,297,18.0,174,16.0,123,2.0,0,0.0,58.59,1.96,2026-07-27,P,6,133.0
57,18,BoatyMcBoatface,US,1745.13,16.7,1826.22,15.17,27.03,-0.51,366,30.0,224,21.0,138,9.0,4,0.0,61.2,0.78,2026-07-25,P,2,88.0
58,41,maximpodg,-,1745.04,42.43,1868.81,35.36,41.26,-2.36,168,12.0,101,8.0,67,4.0,0,0.0,60.12,0.5,2026-08-19,M,2,-
59,8,tianren4561367,-,1744.55,12.57,1885.75,-25.34,47.07,-12.63,72,24.0,55,12.0,17,12.0,0,0.0,76.39,-13.19,2026-08-19,-,0,-
60,-1,Raffaello,DE,1744.33,4.89,1827.87,3.38,27.84,-0.5,252,24.0,162,12.0,88,11.0,2,1.0,64.29,-1.5,2026-07-23,G,2,39.0
61,-8,darwinian,GB,1744.15,-6.14,1847.94,-4.32,34.6,0.61,201,6.0,141,3.0,59,3.0,1,0.0,70.15,-0.62,2026-06-23,P,2,91.0
-,-,RutgerHauer,SE,1743.29,-4.42,1857.8,0.0,38.17,1.47,210,0.0,146,0.0,62,0.0,2,0.0,69.52,0.0,2025-08-03,M,2,75.0
62,6,DrSniken,NO,1743.14,11.69,1880.5,7.76,45.79,-1.31,90,6.0,60,4.0,28,2.0,2,0.0,66.67,0.0,2026-07-04,-,0,72.0
63,-9,Brightfuture,RU,1742.94,-7.21,1822.18,-7.6,26.41,-0.13,411,30.0,259,17.0,152,13.0,0,0.0,63.02,-0.5,2026-07-31,P,7,48.0
64,7,Momomillion,DE,1741.81,11.06,1832.73,5.29,30.31,-1.92,207,30.0,128,17.0,75,12.0,4,1.0,61.84,-0.87,2026-08-09,-,0,83.0
65,-3,RestlessMe,US,1740.76,6.05,1821.86,7.07,27.03,0.34,459,24.0,264,16.0,194,8.0,1,0.0,57.52,0.51,2026-07-29,P,5,34.0
-,-,P373R,GB,1740.57,-2.32,1952.55,0.0,70.66,0.77,48,0.0,44,0.0,4,0.0,0,0.0,91.67,0.0,2022-09-04,G,2,-
-,-,e5582768,CN,1739.73,-2.8,1918.96,0.0,59.74,0.93,51,0.0,33,0.0,17,0.0,1,0.0,64.71,0.0,2025-08-07,-,0,238.0
-,-,Sugoi,CA,1739.66,-3.08,1902.46,0.0,54.27,1.03,96,0.0,72,0.0,23,0.0,1,0.0,75.0,0.0,2024-07-01,P,2,-
66,-2,Kay,HK,1739.34,4.92,1826.2,4.78,28.95,-0.05,243,18.0,149,12.0,92,6.0,2,0.0,61.32,0.43,2026-07-22,P,2,61.0
67,18,Nickeberg,-,1736.78,21.43,1864.85,19.21,42.69,-0.74,126,6.0,79,5.0,47,1.0,0,0.0,62.7,1.03,2026-07-03,P,2,216.0
68,21,Fjantarik,-,1736.01,26.17,1827.31,25.15,30.43,-0.34,240,18.0,147,15.0,93,3.0,0,0.0,61.25,1.79,2026-07-27,P,2,58.0
69,-8,Jaracz,PL,1735.8,-0.18,1848.92,-3.93,37.71,-1.25,177,12.0,126,7.0,49,5.0,2,0.0,71.19,-0.93,2026-08-11,P,6,258.0
70,-34,Vantablack,MO,1735.47,-38.38,1821.8,-38.66,28.78,-0.09,387,21.0,231,3.0,154,18.0,2,0.0,59.69,-2.61,2026-07-24,GM,1,84.0
71,-20,Doughnut,GB,1735.02,-16.41,1857.15,-23.71,40.71,-2.43,120,12.0,79,4.0,38,8.0,3,0.0,65.83,-3.61,2026-07-28,G,6,308.0
72,-14,Magnetiseur,DE,1735.0,-5.45,1827.42,0.0,30.81,1.82,366,0.0,221,0.0,141,0.0,4,0.0,60.38,0.0,2026-05-04,P,10,57.0
73,-13,delonecarter,GB,1734.63,-4.8,1842.22,0.0,35.86,1.6,282,0.0,199,0.0,82,0.0,1,0.0,70.57,0.0,2026-05-01,G,15,243.0
74,-9,Dazzy,CN,1733.35,-0.26,1833.74,1.31,33.47,0.52,198,12.0,118,8.0,80,4.0,0,0.0,59.6,0.46,2026-07-27,M,2,20.0
75,-34,CaesarSalah,US,1732.24,-29.77,1812.92,-29.19,26.89,0.2,501,24.0,294,6.0,205,18.0,2,0.0,58.68,-1.7,2026-08-01,P,15,21.0
76,5,Eske,DK,1731.47,14.26,1843.55,10.36,37.36,-1.3,195,12.0,122,7.0,72,5.0,1,0.0,62.56,-0.28,2026-08-20,GM,4,110.0
77,1,scipio238,GB,1731.24,5.24,1827.31,5.33,32.02,0.03,231,12.0,134,6.0,97,6.0,0,0.0,58.01,-0.44,2026-07-23,P,3,41.0
78,17,Goldfinger_,-,1730.43,25.21,1858.89,16.36,42.82,-2.95,93,12.0,67,9.0,26,3.0,0,0.0,72.04,0.44,2026-07-25,-,0,1287.0
-,-,mbbchess,US,1730.36,-3.45,1874.05,0.0,47.9,1.15,120,0.0,88,0.0,30,0.0,2,0.0,73.33,0.0,2025-06-28,P,2,398.0
79,-16,IdkIdcIdgaf,UA,1730.18,-4.44,1858.92,-13.74,42.91,-3.1,132,12.0,97,5.0,35,7.0,0,0.0,73.48,-3.19,2026-08-17,G,2,398.0
80,28,Spartan1337,NL,1727.96,31.43,1812.91,30.5,28.31,-0.31,375,24.0,209,16.0,165,8.0,1,0.0,55.73,0.74,2026-08-15,P,10,37.0
81,-24,takusto_II,JP,1727.93,-13.58,1813.33,-16.83,28.47,-1.09,489,30.0,266,12.0,219,18.0,4,0.0,54.4,-0.94,2026-08-10,M,3,59.0
82,-10,Boyo,TW,1725.17,-5.04,1825.91,0.0,33.58,1.68,231,0.0,150,0.0,75,0.0,6,0.0,64.94,0.0,2026-01-25,G,2,54.0
83,-28,zadokk,BE,1724.89,-23.96,1807.25,-25.76,27.45,-0.6,381,30.0,227,11.0,153,19.0,1,0.0,59.58,-1.96,2026-08-11,P,14,80.0
-,-,Cyphen,US,1724.11,-2.98,1887.95,0.0,54.61,0.99,120,0.0,74,0.0,46,0.0,0,0.0,61.67,0.0,2022-09-04,GM,3,-
-,-,Himmelstosh,RU,1723.9,-4.5,1856.5,0.0,44.2,1.5,270,0.0,154,0.0,113,0.0,3,0.0,57.04,0.0,2024-07-15,GM,1,-
84,-7,DrRerNate,DE,1721.96,-5.32,1822.88,-7.77,33.64,-0.81,312,18.0,195,10.0,116,8.0,1,0.0,62.5,-0.43,2026-08-05,GM,4,142.0
85,7,Bad_Horse,-,1718.63,12.15,1938.31,-23.25,73.23,-11.8,36,12.0,30,9.0,6,3.0,0,0.0,83.33,-4.17,2026-07-31,-,0,-
86,1,Huettengaudi,DE,1717.2,4.16,1793.97,5.61,25.59,0.48,462,24.0,272,14.0,186,9.0,4,1.0,58.87,-0.03,2026-07-31,P,6,71.0
87,19,bluecube,-,1717.07,18.5,1856.67,4.79,46.53,-4.57,72,12.0,55,6.0,17,6.0,0,0.0,76.39,-5.28,2026-08-19,-,0,1287.0
-,-,Veivi,FI,1715.78,-2.82,1894.28,0.0,59.5,0.94,96,0.0,64,0.0,32,0.0,0,0.0,66.67,0.0,2022-03-06,GM,4,-
88,23,Beebs,-,1714.78,19.83,1809.93,13.25,31.72,-2.19,159,30.0,108,21.0,50,9.0,1,0.0,67.92,0.48,2026-08-09,-,0,463.0
-,-,silent_x111,US,1714.5,-3.04,1878.67,0.0,54.72,1.01,144,0.0,82,0.0,62,0.0,0,0.0,56.94,0.0,2022-06-05,GM,14,-
-,-,Sjir,NL,1714.07,-4.27,1840.37,0.0,42.1,1.42,306,0.0,182,0.0,122,0.0,2,0.0,59.48,0.0,2024-07-15,M,5,-
-,-,frotes,US,1713.38,-3.12,1886.43,0.0,57.69,1.04,198,0.0,124,0.0,73,0.0,1,0.0,62.63,0.0,2021-12-05,GM,5,-
89,1,BlixLT,LT,1713.28,3.53,1790.81,5.14,25.84,0.54,672,24.0,362,15.0,303,9.0,7,0.0,53.87,0.32,2026-08-09,P,18,56.0
90,-14,Tordread,US,1712.85,-14.67,1796.1,-13.91,27.75,0.25,456,21.0,243,8.0,207,13.0,6,0.0,53.29,-0.73,2026-07-22,GM,3,44.0
-,-,MruczekW,PL,1712.51,-2.78,1889.55,0.0,59.01,0.93,72,0.0,61,0.0,11,0.0,0,0.0,84.72,0.0,2024-10-01,G,4,1245.0
91,-9,FreddyCrugerKiller,UA,1711.81,-4.99,1802.91,-3.52,30.37,0.49,405,12.0,221,5.0,182,6.0,2,1.0,54.57,-0.39,2026-07-14,M,6,164.0
92,-9,vaLfizzL,DE,1711.65,-5.09,1811.65,0.0,33.33,1.7,348,0.0,205,0.0,141,0.0,2,0.0,58.91,0.0,2025-10-17,M,4,109.0
93,1,weisswurst,NL,1711.22,5.05,1815.54,6.71,34.77,0.55,270,6.0,156,4.0,114,2.0,0,0.0,57.78,0.2,2026-07-06,M,4,120.0
-,-,KarlThomas,NO,1710.78,-4.07,1837.11,0.0,42.11,1.36,228,0.0,144,0.0,82,0.0,2,0.0,63.16,0.0,2024-09-04,M,4,-
94,-25,Raskonin,-,1710.22,-21.03,1870.52,-29.39,53.44,-2.79,54,6.0,34,2.0,19,4.0,1,0.0,62.96,-3.71,2026-06-20,-,0,214.0
-,-,mm34nn,CN,1710.08,-2.84,1883.94,0.0,57.95,0.95,117,0.0,78,0.0,38,0.0,1,0.0,66.67,0.0,2022-03-06,M,4,-
95,-2,jezza101,AU,1708.89,2.51,1789.84,0.85,26.98,-0.55,363,30.0,214,18.0,146,12.0,3,0.0,58.95,0.09,2026-08-02,G,4,40.0
96,9,Doobie,CN,1708.66,9.19,1785.87,7.71,25.74,-0.49,501,36.0,277,19.0,219,17.0,5,0.0,55.29,-0.19,2026-08-10,G,21,87.0
97,25,TorbenOfHerpes,DE,1708.34,24.79,1828.69,8.26,40.12,-5.51,114,24.0,81,16.0,33,8.0,0,0.0,71.05,-1.17,2026-07-22,-,0,622.0
98,-7,t0mk0t,-,1708.12,-1.24,1846.38,-1.38,46.08,-0.05,105,6.0,83,5.0,22,1.0,0,0.0,79.05,0.26,2026-08-09,-,0,690.0
99,98,zoldaria,US,1707.63,84.3,1815.32,69.5,35.9,-4.94,126,30.0,79,20.0,46,10.0,1,0.0,62.7,1.24,2026-08-11,-,0,288.0
100,1,Skaiwalker,CZ,1707.32,6.39,1800.44,8.44,31.04,0.68,381,12.0,226,10.0,154,2.0,1,0.0,59.32,0.78,2026-07-19,M,2,141.0
101,-35,WhateverParsley,-,1706.53,-25.49,1792.85,-27.07,28.77,-0.53,381,24.0,228,8.0,152,16.0,1,0.0,59.84,-1.78,2026-07-27,P,12,106.0
102,62,Barnes,-,1706.4,59.95,1830.93,41.7,41.51,-6.08,102,24.0,78,20.0,24,4.0,0,0.0,76.47,2.11,2026-07-30,-,0,1287.0
103,36,HCsquared,CA,1705.7,39.69,1802.51,36.75,32.27,-0.98,300,18.0,184,14.0,112,4.0,4,0.0,61.33,1.05,2026-07-16,P,6,66.0
104,0,PlanarFreak,US,1704.63,4.97,1788.11,4.31,27.83,-0.22,351,24.0,213,15.0,138,9.0,0,0.0,60.68,0.13,2026-08-01,G,12,151.0
105,4,Turdle,AT,1704.02,7.74,1782.92,4.99,26.3,-0.92,315,36.0,186,20.0,127,16.0,2,0.0,59.05,-0.45,2026-08-15,P,4,111.0
106,15,drodriguez,-,1703.94,20.38,1800.09,14.1,32.05,-2.09,171,24.0,107,14.0,63,10.0,1,0.0,62.57,-0.7,2026-08-04,-,0,126.0
107,0,Hisbossness,US,1702.77,5.75,1795.26,3.93,30.83,-0.61,204,18.0,130,10.0,74,8.0,0,0.0,63.73,-0.79,2026-07-15,-,0,135.0
-,-,Andrethegiant,NO,1701.49,-3.05,1862.42,0.0,53.64,1.02,108,0.0,74,0.0,34,0.0,0,0.0,68.52,0.0,2023-07-18,GM,1,-
108,-28,discodancer,-,1699.93,-18.91,1798.48,-17.57,32.85,0.45,273,9.0,174,2.0,96,7.0,3,0.0,63.74,-1.41,2026-07-01,P,4,130.0
109,182,Silvester,-,1699.43,126.5,1866.22,96.61,55.6,-9.96,54,12.0,43,11.0,11,1.0,0,0.0,79.63,3.44,2026-07-30,-,0,-
110,-10,WanderingWolf,AU,1699.2,-1.91,1790.47,-2.85,30.42,-0.31,366,18.0,220,10.0,146,8.0,0,0.0,60.11,-0.23,2026-08-04,M,1,115.0
111,17,AaronGreen,US,1698.37,21.3,1808.34,17.87,36.66,-1.14,294,12.0,165,8.0,128,4.0,1,0.0,56.12,0.45,2026-08-11,GM,7,729.0
112,-14,tupper,CA,1698.32,-5.51,1780.62,-7.72,27.44,-0.74,279,30.0,166,14.0,112,16.0,1,0.0,59.5,-1.54,2026-08-12,G,3,78.0
-,-,Sohoof,NL,1697.85,-3.61,1836.74,0.0,46.3,1.2,111,0.0,69,0.0,42,0.0,0,0.0,62.16,0.0,2025-08-06,-,0,218.0
113,-29,321letsjam,DE,1697.47,-18.44,1795.68,-16.01,32.74,0.81,228,6.0,143,0.0,85,6.0,0,0.0,62.72,-1.69,2026-07-02,G,5,67.0
-,-,Cleanbulk,NL,1697.06,-3.3,1853.89,0.0,52.28,1.1,126,0.0,84,0.0,41,0.0,1,0.0,66.67,0.0,2023-06-06,M,5,-
114,-1,jonswar,US,1696.32,3.63,1817.47,4.29,40.38,0.22,186,6.0,114,5.0,72,1.0,0,0.0,61.29,0.73,2026-08-08,M,1,514.0
115,8,daimx,-,1696.04,12.65,1777.87,13.09,27.28,0.15,423,24.0,236,15.0,186,9.0,1,0.0,55.79,0.4,2026-07-24,P,4,63.0
116,-2,borz.zrob,HU,1694.89,3.69,1785.39,4.86,30.17,0.39,354,12.0,205,7.0,146,5.0,3,0.0,57.91,0.02,2026-07-24,P,4,85.0
-,-,Chuckles_the_second,-,1693.43,-3.47,1840.51,0.0,49.03,1.16,138,0.0,92,0.0,44,0.0,2,0.0,66.67,0.0,2023-12-03,M,1,-
117,-2,Kimmo,FI,1692.64,1.74,1774.29,2.67,27.22,0.31,504,24.0,272,15.0,226,8.0,6,1.0,53.97,0.43,2026-07-27,GM,1,124.0
118,64,Malakesh,DE,1692.16,58.83,1815.93,39.52,41.26,-6.44,96,24.0,69,17.0,27,7.0,0,0.0,71.88,-0.34,2026-08-05,-,0,298.0
-,-,gothark,PL,1692.09,-3.59,1829.9,0.0,45.94,1.2,117,0.0,84,0.0,33,0.0,0,0.0,71.79,0.0,2025-05-18,G,2,74.0
119,-17,GerisNezus,LT,1691.79,-8.18,1775.0,-11.34,27.74,-1.05,330,36.0,190,16.0,136,20.0,4,0.0,57.58,-1.6,2026-08-20,P,3,45.0
-,-,Crey,-,1691.71,-3.14,1851.26,0.0,53.19,1.05,78,0.0,56,0.0,22,0.0,0,0.0,71.79,0.0,2025-08-11,G,2,299.0
-,-,Toper,US,1690.02,-1.55,2006.04,0.0,105.34,0.52,24,0.0,17,0.0,7,0.0,0,0.0,70.83,0.0,2018-10-07,-,0,-
120,-1,heisenberg_97,IT,1687.76,2.39,1785.16,2.21,32.47,-0.06,264,12.0,153,7.0,108,5.0,3,0.0,57.95,0.01,2026-07-26,P,4,118.0
121,-9,Oprah,DK,1687.37,-5.54,1786.82,0.0,33.15,1.85,381,0.0,231,0.0,148,0.0,2,0.0,60.63,0.0,2026-01-13,GM,2,60.0
122,-5,Xterm,NO,1687.3,-1.05,1778.68,-0.02,30.46,0.34,312,12.0,190,6.0,122,6.0,0,0.0,60.9,-0.43,2026-07-16,G,10,167.0
123,8,brunoerwin,-,1686.7,10.55,1769.09,10.7,27.46,0.05,405,24.0,246,17.0,155,7.0,4,0.0,60.74,0.64,2026-08-07,P,2,119.0
124,3,Rob_Stedman,AU,1686.41,8.18,1771.11,9.94,28.23,0.59,474,18.0,260,14.0,213,4.0,1,0.0,54.85,0.9,2026-07-31,M,1,122.0
125,-7,Romendil,IT,1685.77,0.23,1777.28,1.38,30.5,0.38,330,12.0,194,7.0,131,5.0,5,0.0,58.79,-0.02,2026-07-24,G,12,229.0
